name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.08,1.06,1.06,1.06,1.06,1.06,1.08,,,1.08,,,1.07,,,,,1.07,,1.1,,,1.04,
bor dortmund,Germany,,11.0,11.0,11.0,11.0,11.0,13.0,10.0,,,10.0,,,12.0,,,,,12.0,,12.0,,,12.2,
bayer leverkusen,Germany,,23.0,21.0,23.0,21.0,21.0,17.0,21.0,,,21.0,,,23.0,,,,,23.0,,29.0,,,27.0,
vfl wolfsburg,Germany,,67.0,51.0,81.0,51.0,67.0,81.0,51.0,,,67.0,,,67.0,,,,,67.0,,67.0,,,209.0,
schalke 04,Germany,,67.0,41.0,51.0,41.0,51.0,81.0,67.0,,,51.0,,,67.0,,,,,67.0,,51.0,,,330.0,
bor monchengladbach,Germany,,101.0,67.0,81.0,67.0,81.0,251.0,101.0,,,151.0,,,101.0,,,,,101.0,,51.0,,,80.0,
hoffenheim,Germany,,151.0,151.0,151.0,151.0,151.0,151.0,176.0,,,151.0,,,151.0,,,,,151.0,,251.0,,,159.0,
hannover 96,Germany,,501.0,501.0,501.0,501.0,501.0,501.0,501.0,,,501.0,,,501.0,,,,,501.0,,251.0,,,89.0,
mainz 05,Germany,,251.0,301.0,301.0,301.0,301.0,401.0,501.0,,,351.0,,,251.0,,,,,251.0,,251.0,,,97.0,
eintracht frankfurt,Germany,,1001.0,751.0,751.0,751.0,1001.0,1001.0,251.0,,,751.0,,,251.0,,,,,251.0,,501.0,,,99.0,
vfb stuttgart,Germany,,501.0,401.0,501.0,401.0,401.0,501.0,201.0,,,1001.0,,,501.0,,,,,501.0,,501.0,,,99.0,
fc koln,Germany,,751.0,1001.0,751.0,1001.0,751.0,1001.0,501.0,,,1001.0,,,751.0,,,,,751.0,,501.0,,,99.0,
hamburg,Germany,,501.0,751.0,751.0,751.0,501.0,501.0,301.0,,,1501.0,,,501.0,,,,,501.0,,501.0,,,645.0,
hertha berlin,Germany,,1001.0,1001.0,1501.0,1001.0,1001.0,1501.0,501.0,,,1501.0,,,1001.0,,,,,1001.0,,501.0,,,844.0,
augsburg,Germany,,501.0,401.0,401.0,401.0,501.0,2001.0,501.0,,,501.0,,,751.0,,,,,751.0,,501.0,,,99.0,
freiburg,Germany,,1501.0,1251.0,1001.0,1251.0,1501.0,2001.0,501.0,,,1501.0,,,1501.0,,,,,1501.0,,501.0,,,99.0,
werder bremen,Germany,,1001.0,1251.0,1001.0,1251.0,1001.0,2001.0,376.0,,,1001.0,,,1001.0,,,,,1001.0,,501.0,,,99.0,
paderborn,Germany,,1501.0,1501.0,751.0,1501.0,1001.0,2501.0,501.0,,,1001.0,,,751.0,,,,,751.0,,501.0,,,99.0,
barcelona,Spain,,1.91,,1.91,1.73,1.91,2.0,1.91,,1.9,,,,1.85,,,,,1.85,1.9,1.95,1.9,1.92,1.89,
real madrid,Spain,,2.1,,2.1,2.25,2.1,2.1,2.1,,2.1,,,,2.1,,,,,2.1,2.1,2.15,2.1,2.04,1.97,
atletico madrid,Spain,,11.0,,13.0,15.0,11.0,11.0,10.0,,12.0,,,,12.0,,,,,12.0,12.0,11.0,12.0,16.2,13.1,
valencia,Spain,,51.0,,101.0,101.0,81.0,101.0,81.0,,101.0,,,,81.0,,,,,81.0,101.0,67.0,101.0,48.0,35.0,
seville,Spain,,251.0,,201.0,201.0,201.0,251.0,201.0,,201.0,,,,251.0,,,,,251.0,201.0,201.0,201.0,447.0,335.0,
villarreal,Spain,,301.0,,251.0,251.0,251.0,301.0,376.0,,301.0,,,,301.0,,,,,301.0,301.0,251.0,301.0,950.0,844.0,
athletic bilbao,Spain,,251.0,,251.0,201.0,201.0,201.0,201.0,,501.0,,,,251.0,,,,,251.0,501.0,251.0,501.0,950.0,844.0,
celta vigo,Spain,,751.0,,501.0,751.0,1001.0,501.0,1001.0,,1501.0,,,,751.0,,,,,751.0,1501.0,751.0,1501.0,950.0,844.0,
real sociedad,Spain,,501.0,,251.0,251.0,251.0,301.0,201.0,,1501.0,,,,501.0,,,,,501.0,1501.0,251.0,1501.0,950.0,844.0,
granada,Spain,,1501.0,,1501.0,1251.0,1501.0,1501.0,1001.0,,2001.0,,,,1501.0,,,,,1501.0,2001.0,1501.0,2001.0,950.0,844.0,
