name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,188Bet,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Hull,England,3501.0,,4001.0,,4001.0,7501.0,5001.0,7501.0,,4000.0,7501.0,7501.0,7501.0,5001.0,5001.0,7501.0,4000.0,7501.0,,5001.0,660.0,950.0,950.0,
Norwich,England,,,4001.0,,4001.0,5001.0,3001.0,5001.0,,3000.0,7501.0,7501.0,5001.0,3501.0,5001.0,5001.0,3000.0,5001.0,,2001.0,660.0,950.0,950.0,
Sunderland,England,,,2501.0,,2501.0,7501.0,3001.0,5001.0,,5000.0,10001.0,10001.0,3001.0,3501.0,5001.0,7501.0,5000.0,7501.0,,3001.0,660.0,950.0,950.0,
Crystal Palace,England,,,10001.0,,10000.0,10001.0,10001.0,10001.0,,7500.0,10001.0,20001.0,10001.0,7501.0,10001.0,10001.0,7500.0,8001.0,,10001.0,660.0,950.0,950.0,
PSG,France,1.22,1.22,1.2,1.2,1.2,1.22,1.25,1.2,1.17,1.2,1.29,,1.2,1.22,1.2,1.2,1.2,1.2,1.22,1.2,1.15,1.25,1.2,
Monaco,France,4.33,4.5,4.33,4.33,4.33,3.75,3.75,4.33,4.5,4.5,3.75,,4.33,4.33,4.5,4.25,4.5,4.5,4.33,4.5,3.1,3.42,3.23,
Marseille,France,41.0,34.0,41.0,34.0,41.0,34.0,41.0,41.0,41.0,40.0,41.0,,41.0,34.0,51.0,31.0,40.0,51.0,41.0,41.0,16.0,36.0,17.6,
Lille,France,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,67.0,,51.0,51.0,51.0,51.0,50.0,61.0,51.0,51.0,43.0,52.0,47.0,
Lyon,France,201.0,126.0,151.0,126.0,151.0,126.0,101.0,201.0,151.0,200.0,201.0,,151.0,126.0,201.0,125.0,200.0,201.0,,151.0,154.0,209.0,190.0,
St Etienne,France,201.0,151.0,151.0,151.0,151.0,151.0,201.0,201.0,201.0,150.0,201.0,,201.0,151.0,201.0,151.0,150.0,201.0,,151.0,250.0,352.0,323.0,
Nice,France,201.0,251.0,151.0,126.0,151.0,201.0,251.0,201.0,251.0,200.0,251.0,,201.0,151.0,201.0,201.0,200.0,251.0,,201.0,76.0,95.0,87.0,
Rennes,France,401.0,151.0,251.0,201.0,251.0,301.0,251.0,251.0,401.0,500.0,401.0,,251.0,151.0,201.0,501.0,500.0,401.0,,251.0,74.0,95.0,87.0,
Toulouse,France,501.0,,,351.0,,401.0,401.0,501.0,401.0,500.0,501.0,,501.0,501.0,501.0,351.0,500.0,501.0,,401.0,78.0,95.0,89.0,
Bordeaux,France,301.0,,,351.0,,401.0,301.0,501.0,401.0,500.0,501.0,,251.0,501.0,501.0,501.0,500.0,501.0,,401.0,148.0,200.0,181.0,
Montpellier,France,501.0,,,351.0,,401.0,401.0,501.0,501.0,750.0,501.0,,501.0,501.0,501.0,701.0,750.0,501.0,,401.0,104.0,133.0,124.0,
Bastia,France,501.0,,,,,501.0,1001.0,501.0,501.0,500.0,1001.0,,1001.0,501.0,1001.0,1001.0,500.0,501.0,,601.0,74.0,95.0,86.0,
Lorient,France,,,,501.0,,501.0,501.0,501.0,401.0,1000.0,1001.0,,501.0,501.0,501.0,1001.0,1000.0,501.0,,501.0,74.0,95.0,87.0,
Reims,France,1001.0,,,,,751.0,1001.0,501.0,1001.0,750.0,1001.0,,751.0,501.0,1001.0,1001.0,750.0,1001.0,,1001.0,74.0,95.0,87.0,
Ajaccio,France,,,,,,1001.0,1001.0,501.0,1001.0,1500.0,1501.0,,1501.0,751.0,1501.0,1201.0,1500.0,1501.0,,1001.0,74.0,95.0,87.0,
Evian,France,,,,,,1001.0,1501.0,501.0,1001.0,1000.0,1501.0,,1001.0,1001.0,1501.0,1201.0,1000.0,1501.0,,1001.0,74.0,95.0,87.0,
Sochaux,France,,,,,,1001.0,1001.0,501.0,1001.0,1500.0,1501.0,,1001.0,1001.0,1001.0,1501.0,1500.0,1001.0,,1001.0,74.0,95.0,87.0,
Guingamp,France,1001.0,,,,,1001.0,1501.0,501.0,1001.0,1000.0,2001.0,,1001.0,1001.0,2001.0,601.0,1000.0,2001.0,,1001.0,74.0,95.0,87.0,
Nantes,France,501.0,251.0,,,,1001.0,1001.0,501.0,1001.0,500.0,2001.0,,751.0,1001.0,2001.0,251.0,500.0,2001.0,,601.0,74.0,95.0,87.0,
Valenciennes,France,,,,,,1001.0,751.0,501.0,501.0,1500.0,1501.0,,1001.0,1001.0,1001.0,2001.0,1500.0,1501.0,,1001.0,74.0,95.0,87.0,
Juventus,Italy,1.67,1.62,1.67,1.67,1.67,1.67,1.62,1.67,1.62,1.7,1.67,,1.62,1.67,,1.75,1.7,1.65,1.67,1.65,1.76,1.79,1.74,
Roma,Italy,4.5,5.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,4.5,5.0,,5.0,4.33,,4.5,4.5,4.5,5.0,4.5,4.4,4.71,4.42,
Napoli,Italy,4.33,5.0,4.5,4.33,4.5,4.5,4.5,4.5,4.5,4.5,4.33,,4.5,4.33,,4.0,4.5,4.5,4.5,4.5,4.5,4.8,4.51,
Inter,Italy,26.0,15.0,17.0,17.0,17.0,17.0,17.0,15.0,15.0,15.0,15.0,,17.0,15.0,,17.0,15.0,26.0,17.0,17.0,12.5,13.8,12.9,
Fiorentina,Italy,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,25.0,41.0,,41.0,41.0,,81.0,25.0,41.0,41.0,41.0,58.0,71.0,63.0,
AC Milan,Italy,67.0,51.0,51.0,41.0,51.0,41.0,41.0,51.0,51.0,50.0,34.0,,41.0,51.0,,126.0,50.0,67.0,67.0,51.0,45.0,52.0,48.0,
Lazio,Italy,201.0,151.0,151.0,151.0,151.0,151.0,101.0,151.0,151.0,200.0,151.0,,126.0,151.0,,201.0,200.0,201.0,,151.0,205.0,295.0,261.0,
Udinese,Italy,301.0,251.0,251.0,201.0,251.0,251.0,251.0,201.0,251.0,300.0,301.0,,251.0,251.0,,501.0,300.0,301.0,,,365.0,523.0,485.0,
Atalanta,Italy,1001.0,,,,,501.0,501.0,501.0,501.0,,1001.0,,,,,751.0,,1001.0,,,615.0,950.0,888.0,
Parma,Italy,,,,,,751.0,501.0,501.0,501.0,750.0,1001.0,,,,,751.0,750.0,1001.0,,,615.0,950.0,888.0,
Torino,Italy,,,,,,751.0,751.0,501.0,1001.0,750.0,1001.0,,,,,751.0,750.0,1001.0,,,615.0,950.0,888.0,
Livorno,Italy,,,,,,1001.0,2001.0,501.0,1501.0,,1501.0,,,,,751.0,,1001.0,,,615.0,950.0,888.0,
Verona,Italy,751.0,,,,,1001.0,2001.0,501.0,1501.0,1000.0,751.0,,,,,751.0,1000.0,1001.0,,,615.0,950.0,888.0,
Bologna,Italy,,,,,,751.0,751.0,501.0,751.0,,3001.0,,,,,751.0,,1001.0,,,615.0,950.0,888.0,
Catania,Italy,,,,,,751.0,751.0,501.0,501.0,750.0,3001.0,,,,,751.0,750.0,1001.0,,,615.0,950.0,888.0,
Chievo,Italy,,,,,,751.0,751.0,501.0,751.0,,3001.0,,,,,751.0,,1001.0,,,615.0,950.0,888.0,
Genoa,Italy,,,,,,1001.0,1001.0,501.0,501.0,,3001.0,,,,,751.0,,1001.0,,,615.0,950.0,888.0,
Sampdoria,Italy,,,,,,751.0,501.0,501.0,501.0,,3001.0,,,,,751.0,,1001.0,,,615.0,950.0,888.0,
Sassuolo,Italy,,,,,,1501.0,5001.0,501.0,1501.0,,5001.0,,,,,751.0,,1001.0,,,615.0,950.0,888.0,
Cagliari,Italy,,,,,,751.0,751.0,501.0,751.0,750.0,10000.0,,,,,751.0,750.0,1001.0,,,615.0,950.0,888.0,
Celtic,Scotland,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.02,1.03,1.02,
Inverness,Scotland,,126.0,,101.0,,,51.0,81.0,51.0,,,101.0,101.0,,,,,,,,29.0,38.0,30.0,
Aberdeen,Scotland,,126.0,,101.0,,,67.0,81.0,67.0,,,101.0,101.0,,,,,,,,29.0,40.0,31.0,
Motherwell,Scotland,,126.0,,101.0,,,34.0,81.0,41.0,,,81.0,101.0,,,,,,,,35.0,46.0,38.0,
Dundee Utd,Scotland,,151.0,,251.0,,,201.0,101.0,,,,151.0,151.0,,,,,,,,92.0,133.0,110.0,
Hibernian,Scotland,,401.0,,501.0,,,251.0,251.0,201.0,,,501.0,251.0,,,,,,,,92.0,133.0,110.0,
St Johnstone,Scotland,,401.0,,301.0,,,151.0,501.0,251.0,,,201.0,251.0,,,,,,,,92.0,133.0,110.0,
Partick,Scotland,,1001.0,,,,,751.0,2501.0,,,,501.0,1001.0,,,,,,,,84.0,124.0,101.0,
Ross County,Scotland,,1501.0,,,,,501.0,2501.0,,,,501.0,501.0,,,,,,,,92.0,133.0,110.0,
Kilmarnock,Scotland,,2001.0,,,,,5001.0,5001.0,,,,5001.0,1001.0,,,,,,,,92.0,133.0,110.0,
St Mirren,Scotland,,2501.0,,,,,501.0,5001.0,,,,2501.0,751.0,,,,,,,,92.0,133.0,110.0,
Hearts,Scotland,,5001.0,,,,,10001.0,5001.0,,,,10001.0,2001.0,,,,,,,,92.0,133.0,110.0,
Ajax,Holland,2.25,,,2.3,,,2.2,2.3,,2.3,,,,,,2.35,2.3,2.2,,2.3,,2.29,,
PSV Eindhoven,Holland,2.63,,,2.4,,,2.5,2.4,,2.6,,,,,,2.4,2.6,2.3,,2.5,,2.95,,
Feyenoord,Holland,7.0,,,8.0,,,9.0,7.5,,6.5,,,,,,7.0,6.5,7.5,,8.0,,6.89,,
Twente,Holland,8.0,,,8.0,,,8.0,8.5,,8.0,,,,,,9.0,8.0,7.5,,8.0,,7.84,,
Vitesse,Holland,41.0,,,41.0,,,41.0,41.0,,35.0,,,,,,26.0,35.0,41.0,,41.0,,32.0,,
Heerenveen,Holland,34.0,,,41.0,,,41.0,41.0,,35.0,,,,,,36.0,35.0,41.0,,41.0,,42.0,,
AZ Alkmaar,Holland,51.0,,,41.0,,,41.0,41.0,,50.0,,,,,,31.0,50.0,51.0,,41.0,,40.0,,
Utrecht,Holland,151.0,,,126.0,,,126.0,101.0,,200.0,,,,,,41.0,200.0,201.0,,151.0,,124.0,,
Groningen,Holland,101.0,,,126.0,,,151.0,,,200.0,,,,,,151.0,200.0,251.0,,151.0,,62.0,,
Zwolle,Holland,126.0,,,,,,151.0,151.0,,200.0,,,,,,61.0,200.0,251.0,,151.0,,181.0,,
Heracles,Holland,751.0,,,,,,501.0,,,500.0,,,,,,501.0,500.0,501.0,,501.0,,314.0,,
NAC Breda,Holland,301.0,,,,,,501.0,,,400.0,,,,,,751.0,400.0,501.0,,501.0,,314.0,,
Go Ahead Eagles,Holland,501.0,,,,,,1001.0,,,500.0,,,,,,1001.0,500.0,1001.0,,601.0,,314.0,,
Roda,Holland,1001.0,,,,,,501.0,,,500.0,,,,,,1001.0,500.0,1001.0,,601.0,,314.0,,
Den Haag,Holland,1001.0,,,,,,501.0,,,750.0,,,,,,251.0,750.0,1001.0,,601.0,,323.0,,
Cambuur,Holland,2001.0,,,,,,751.0,,,750.0,,,,,,501.0,750.0,1501.0,,1001.0,,314.0,,
NEC Nijmegen,Holland,,,,,,,501.0,,,1000.0,,,,,,1001.0,1000.0,2001.0,,1001.0,,314.0,,
Waalwijk,Holland,,,,,,,501.0,,,1500.0,,,,,,751.0,1500.0,2001.0,,1251.0,,314.0,,
Porto,Portugal,1.57,,,1.57,,,1.5,1.62,,,,,,,,1.55,,,,,,1.57,,
Benfica,Portugal,3.0,,,2.8,,,2.88,2.7,,,,,,,,2.9,,,,,,3.52,,
Sporting Lisbon,Portugal,7.0,,,8.0,,,11.0,8.5,,,,,,,,6.0,,,,,,7.65,,
Braga,Portugal,126.0,,,101.0,,,,101.0,,,,,,,,61.0,,,,,,34.0,,
Guimaraes,Portugal,,,,,,,,,,,,,,,,251.0,,,,,,32.0,,
Maritimo,Portugal,,,,,,,,,,,,,,,,251.0,,,,,,52.0,,
Nacional,Portugal,151.0,,,,,,,,,,,,,,,351.0,,,,,,32.0,,
Pacos Ferreira,Portugal,,,,,,,,,,,,,,,,351.0,,,,,,114.0,,
Academica,Portugal,,,,,,,,,,,,,,,,501.0,,,,,,32.0,,
Estoril,Portugal,501.0,,,,,,,,,,,,,,,251.0,,,,,,32.0,,
Gil Vicente,Portugal,501.0,,,,,,,,,,,,,,,501.0,,,,,,32.0,,
Olhanense,Portugal,,,,,,,,,,,,,,,,501.0,,,,,,32.0,,
Rio Ave,Portugal,501.0,,,,,,,,,,,,,,,251.0,,,,,,32.0,,
Vitoria Setubal,Portugal,,,,,,,,,,,,,,,,501.0,,,,,,32.0,,
Arouca,Portugal,,,,,,,,,,,,,,,,1001.0,,,,,,32.0,,
Belenenses,Portugal,,,,,,,,,,,,,,,,1001.0,,,,,,32.0,,
Fenerbahce,Turkey,2.38,,,,,,2.25,,,,,,,2.2,,,2.2,,,,,,,
Galatasaray,Turkey,2.5,,,,,,2.75,,,,,,,2.5,,,2.2,,,,,1.95,,
Besiktas,Turkey,4.5,,,,,,4.5,,,,,,,4.5,,,5.0,,,,,3.38,,
Trabzonspor,Turkey,23.0,,,,,,26.0,,,,,,,26.0,,,30.0,,,,,3.38,,
Kasimpasa,Turkey,51.0,,,,,,67.0,,,,,,,67.0,,,70.0,,,,,32.0,,
Bursaspor,Turkey,81.0,,,,,,34.0,,,,,,,41.0,,,70.0,,,,,3.38,,
Sivasspor,Turkey,151.0,,,,,,101.0,,,,,,,,,,250.0,,,,,32.0,,
Eskisehirspor,Turkey,251.0,,,,,,101.0,,,,,,,151.0,,,200.0,,,,,32.0,,
Rizespor,Turkey,67.0,,,,,,251.0,,,,,,,,,,60.0,,,,,32.0,,
Antalyaspor,Turkey,251.0,,,,,,51.0,,,,,,,,,,300.0,,,,,32.0,,
Erciyesspor,Turkey,401.0,,,,,,251.0,,,,,,,,,,300.0,,,,,32.0,,
Konyaspor,Turkey,401.0,,,,,,251.0,,,,,,,,,,400.0,,,,,32.0,,
Akhisar,Turkey,251.0,,,,,,251.0,,,,,,,,,,600.0,,,,,32.0,,
Gaziantepspor,Turkey,501.0,,,,,,101.0,,,,,,,,,,750.0,,,,,32.0,,
Elazigspor,Turkey,751.0,,,,,,251.0,,,,,,,,,,250.0,,,,,32.0,,
Genclerbirligi,Turkey,751.0,,,,,,101.0,,,,,,,,,,250.0,,,,,32.0,,
Karabukspor,Turkey,751.0,,,,,,151.0,,,,,,,,,,250.0,,,,,32.0,,
Kayserispor,Turkey,751.0,,,,,,101.0,,,,,,,151.0,,,200.0,,,,,32.0,,
