name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
hoffenheim,Germany,251.0,251.0,251.0,251.0,251.0,251.0,501.0,,251.0,251.0,751.0,501.0,501.0,151.0,501.0,751.0,301.0,151.0,251.0,251.0,251.0,276.0,,,
fc koln,Germany,751.0,501.0,501.0,751.0,501.0,501.0,751.0,,501.0,801.0,1001.0,1001.0,751.0,501.0,751.0,751.0,651.0,501.0,801.0,751.0,801.0,751.0,,,
hamburg,Germany,501.0,301.0,301.0,501.0,301.0,501.0,751.0,,501.0,501.0,1001.0,1001.0,751.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,,,,
hannover,Germany,,501.0,,501.0,,501.0,501.0,,,,,1001.0,,,,,651.0,,,,,,,,
hertha berlin,Germany,1001.0,751.0,751.0,751.0,751.0,501.0,1001.0,,751.0,801.0,1001.0,1001.0,751.0,751.0,751.0,1001.0,651.0,751.0,801.0,751.0,801.0,1001.0,,,
vfb stuttgart,Germany,501.0,501.0,251.0,401.0,251.0,301.0,1001.0,,501.0,301.0,751.0,501.0,751.0,251.0,501.0,751.0,451.0,251.0,301.0,501.0,301.0,501.0,,,
werder bremen,Germany,501.0,301.0,251.0,501.0,251.0,301.0,1001.0,,301.0,501.0,1001.0,1001.0,751.0,251.0,751.0,501.0,501.0,251.0,501.0,501.0,501.0,601.0,,,
hannover 96,Germany,501.0,,501.0,,501.0,,,,501.0,801.0,1001.0,,751.0,501.0,751.0,1001.0,,501.0,801.0,1001.0,801.0,601.0,,,
ingolstadt,Germany,1501.0,1501.0,1001.0,1001.0,1001.0,751.0,2001.0,,1001.0,2001.0,2501.0,2501.0,2501.0,751.0,2001.0,1001.0,1001.0,751.0,2001.0,1001.0,2001.0,1501.0,,,
darmstadt,Germany,2501.0,1501.0,2501.0,1501.0,2501.0,1001.0,5001.0,,2501.0,3001.0,5001.0,5001.0,2501.0,1501.0,2501.0,2501.0,1001.0,1501.0,3001.0,2001.0,3001.0,5001.0,,,
barcelona,Spain,1.62,1.67,1.73,1.73,1.73,1.62,1.62,1.67,1.62,1.65,1.62,1.62,1.67,1.73,1.61,1.73,1.6,1.73,1.65,1.67,1.65,1.71,1.66,,
real madrid,Spain,2.75,2.62,2.63,2.5,2.63,2.75,2.62,2.5,2.5,2.7,2.62,2.62,2.5,2.5,2.5,2.5,2.45,2.5,2.7,2.75,2.7,2.6,2.63,,
atletico madrid,Spain,17.0,17.0,23.0,21.0,23.0,21.0,21.0,15.0,15.0,16.0,21.0,17.0,21.0,17.0,17.0,15.0,16.5,17.0,16.0,19.0,16.0,15.0,26.0,,
seville,Spain,51.0,51.0,67.0,51.0,67.0,41.0,51.0,51.0,41.0,51.0,67.0,67.0,67.0,51.0,51.0,41.0,49.0,51.0,51.0,67.0,51.0,41.0,90.0,,
valencia,Spain,51.0,34.0,67.0,51.0,67.0,34.0,51.0,34.0,41.0,51.0,67.0,67.0,67.0,41.0,51.0,34.0,47.0,41.0,51.0,67.0,51.0,41.0,90.0,,
villarreal,Spain,101.0,101.0,301.0,251.0,301.0,101.0,251.0,226.0,101.0,251.0,301.0,201.0,301.0,151.0,251.0,251.0,200.0,151.0,251.0,201.0,251.0,101.0,285.0,,
athletic bilbao,Spain,201.0,101.0,401.0,301.0,401.0,201.0,251.0,301.0,201.0,251.0,501.0,501.0,501.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,201.0,380.0,,
celta vigo,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,501.0,1001.0,501.0,751.0,501.0,651.0,501.0,1001.0,1001.0,1001.0,,475.0,,
malaga,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,501.0,751.0,501.0,651.0,501.0,1001.0,751.0,1001.0,501.0,475.0,,
real sociedad,Spain,1001.0,501.0,501.0,751.0,501.0,501.0,1001.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,751.0,751.0,501.0,701.0,751.0,1001.0,751.0,1001.0,,475.0,,
espanyol,Spain,1001.0,1001.0,751.0,1001.0,751.0,751.0,1001.0,501.0,751.0,1501.0,1501.0,1001.0,1001.0,751.0,1001.0,751.0,901.0,751.0,1501.0,1001.0,1501.0,1001.0,475.0,,
betis,Spain,5001.0,1001.0,1501.0,1501.0,1501.0,1001.0,5001.0,501.0,1001.0,5001.0,5001.0,1001.0,2501.0,1501.0,1501.0,1501.0,1001.0,1501.0,5001.0,1501.0,5001.0,,475.0,,
rayo vallecano,Spain,1001.0,1001.0,2001.0,2001.0,2001.0,1501.0,2501.0,501.0,1001.0,5001.0,5001.0,1001.0,2501.0,2001.0,2501.0,2001.0,1001.0,2001.0,5001.0,2501.0,5001.0,,475.0,,
deportivo la coruna,Spain,10001.0,1501.0,1501.0,2501.0,1501.0,1001.0,5001.0,501.0,1001.0,5001.0,10001.0,2001.0,2501.0,2501.0,2501.0,1501.0,1001.0,2501.0,5001.0,2501.0,5001.0,,475.0,,
eibar,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,5001.0,5001.0,501.0,2501.0,7501.0,10001.0,5001.0,5001.0,5001.0,5001.0,2001.0,1001.0,5001.0,7501.0,2501.0,7501.0,,475.0,,
getafe,Spain,10001.0,5001.0,1501.0,2501.0,1501.0,2001.0,5001.0,501.0,2501.0,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,,475.0,,
gijon,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,2501.0,5001.0,501.0,2501.0,7501.0,10001.0,2001.0,5001.0,5001.0,5001.0,5001.0,1001.0,5001.0,7501.0,2501.0,7501.0,,475.0,,
granada,Spain,10001.0,5001.0,2001.0,2501.0,2001.0,2001.0,5001.0,501.0,2001.0,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,,475.0,,
levante,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,2001.0,2501.0,501.0,2501.0,5001.0,10001.0,5001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,,475.0,,
ud las palmas,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,5001.0,5001.0,501.0,2501.0,5001.0,10001.0,2001.0,5001.0,5001.0,1001.0,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,,475.0,,
man city,England,2.75,2.88,2.88,2.8,2.88,2.85,2.75,2.88,2.75,2.8,2.62,2.62,2.75,2.75,2.8,2.88,,2.75,2.8,2.75,2.8,2.75,2.73,,2.8
chelsea,England,3.0,3.0,3.0,2.88,3.0,3.0,3.0,3.1,3.0,3.1,3.0,3.25,3.0,3.0,3.0,3.0,,3.0,3.1,3.0,3.1,2.9,3.18,,3.28
arsenal,England,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.5,5.5,5.5,6.0,,5.5,5.5,5.5,5.5,5.0,5.75,,5.85
man utd,England,6.5,6.0,6.0,6.0,6.0,6.5,6.0,6.5,6.0,6.5,6.5,6.0,6.5,6.5,6.0,6.0,,6.5,6.5,6.5,6.5,6.0,7.08,,7.34
liverpool,England,21.0,23.0,17.0,19.0,17.0,21.0,17.0,19.0,17.0,21.0,23.0,15.0,17.0,21.0,19.0,17.0,,21.0,21.0,21.0,21.0,19.0,22.0,,23.0
tottenham,England,151.0,151.0,126.0,151.0,126.0,151.0,151.0,151.0,151.0,201.0,201.0,151.0,201.0,201.0,201.0,151.0,,201.0,201.0,151.0,201.0,151.0,190.0,,150.0
southampton,England,301.0,251.0,201.0,301.0,201.0,201.0,251.0,301.0,251.0,301.0,301.0,201.0,251.0,251.0,251.0,301.0,,251.0,301.0,301.0,301.0,301.0,219.0,,199.0
everton,England,401.0,501.0,401.0,401.0,401.0,301.0,501.0,401.0,501.0,501.0,501.0,1001.0,501.0,501.0,401.0,501.0,,501.0,501.0,401.0,501.0,451.0,779.0,,80.0
west ham,England,1001.0,1501.0,1001.0,1001.0,1001.0,1001.0,751.0,1251.0,1001.0,1001.0,2001.0,1501.0,1001.0,1001.0,1001.0,1501.0,,1001.0,1001.0,1001.0,1001.0,1251.0,950.0,,496.0
crystal palace,England,1501.0,2501.0,2001.0,1001.0,2001.0,2001.0,1001.0,1001.0,1001.0,1501.0,3001.0,1501.0,3001.0,1501.0,1001.0,2001.0,,1501.0,1501.0,1501.0,1501.0,1751.0,950.0,,496.0
stoke,England,1251.0,2501.0,1001.0,1501.0,1001.0,1001.0,2501.0,1501.0,1001.0,1501.0,3001.0,1501.0,3001.0,2001.0,1001.0,1501.0,,2001.0,1501.0,1001.0,1501.0,1501.0,950.0,,496.0
swansea,England,1501.0,2001.0,1001.0,1501.0,1001.0,1501.0,1001.0,1001.0,1001.0,1501.0,3001.0,1501.0,3001.0,1001.0,1001.0,1501.0,,1001.0,1501.0,1501.0,1501.0,1501.0,950.0,,496.0
aston villa,England,2001.0,5001.0,1501.0,2001.0,1501.0,2001.0,3001.0,2001.0,1001.0,2501.0,5001.0,2001.0,5001.0,2001.0,2001.0,1501.0,,2001.0,2501.0,2001.0,2501.0,2001.0,950.0,,496.0
leicester,England,1501.0,5001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2501.0,1001.0,2501.0,3001.0,2001.0,2501.0,2001.0,2501.0,2001.0,,2001.0,2501.0,1501.0,2501.0,1751.0,950.0,,496.0
newcastle,England,2501.0,5001.0,1001.0,2001.0,1001.0,1501.0,2501.0,1501.0,1001.0,2501.0,5001.0,1501.0,3001.0,2001.0,1501.0,1001.0,,2001.0,2501.0,2001.0,2501.0,2501.0,950.0,,496.0
west brom,England,2001.0,5001.0,2001.0,3001.0,2001.0,2001.0,2501.0,2001.0,1001.0,5001.0,5001.0,2001.0,5001.0,3001.0,2501.0,2001.0,,3001.0,5001.0,2001.0,5001.0,2001.0,950.0,,496.0
bournemouth,England,7501.0,5001.0,2501.0,3001.0,2501.0,5001.0,5001.0,5001.0,1001.0,7501.0,7501.0,5001.0,1001.0,5001.0,2501.0,5001.0,,5001.0,7501.0,5001.0,7501.0,7501.0,950.0,,496.0
sunderland,England,5001.0,5001.0,2001.0,4001.0,2001.0,2001.0,5001.0,4001.0,1001.0,7501.0,5001.0,5001.0,1001.0,5001.0,2501.0,3001.0,,5001.0,7501.0,5001.0,7501.0,5001.0,950.0,,496.0
norwich,England,7501.0,5001.0,2001.0,5001.0,2001.0,5001.0,5001.0,5001.0,1001.0,8001.0,8001.0,5001.0,1001.0,7501.0,2501.0,7501.0,,7501.0,8001.0,5001.0,8001.0,7551.0,950.0,,496.0
watford,England,7501.0,5001.0,5001.0,5001.0,5001.0,5001.0,4001.0,5001.0,1001.0,8001.0,8001.0,5001.0,7501.0,751.0,2501.0,5001.0,,751.0,8001.0,5001.0,8001.0,7551.0,950.0,,496.0
psg,France,1.13,1.12,1.13,1.11,1.13,1.1,1.1,1.12,1.14,1.12,1.17,1.14,,,1.11,1.13,,,1.12,1.12,1.12,1.14,,,
monaco,France,13.0,12.0,13.0,13.0,13.0,10.0,11.0,10.0,11.0,7.0,13.0,9.0,,,11.0,11.0,,,7.0,13.0,7.0,17.0,,,
lyon,France,13.0,12.0,15.0,13.0,15.0,17.0,15.0,13.0,11.0,12.0,15.0,17.0,,,15.0,12.0,,,12.0,13.0,12.0,10.0,,,
marseille,France,34.0,34.0,23.0,26.0,23.0,34.0,26.0,34.0,21.0,26.0,34.0,29.0,,,34.0,26.0,,,26.0,34.0,26.0,23.0,,,
st etienne,France,101.0,,101.0,101.0,101.0,101.0,101.0,176.0,101.0,101.0,101.0,81.0,51.0,,101.0,101.0,,,101.0,101.0,101.0,101.0,,,
bordeaux,France,201.0,,101.0,151.0,101.0,101.0,151.0,176.0,101.0,151.0,151.0,101.0,,,151.0,101.0,,,151.0,151.0,151.0,151.0,,,
lille,France,201.0,,251.0,251.0,251.0,201.0,501.0,201.0,201.0,251.0,251.0,201.0,,,251.0,251.0,,,251.0,201.0,251.0,201.0,,,
montpellier,France,501.0,,251.0,301.0,251.0,251.0,501.0,301.0,251.0,351.0,251.0,301.0,,,251.0,251.0,,,351.0,501.0,351.0,251.0,,,
lorient,France,751.0,,501.0,501.0,501.0,501.0,751.0,501.0,501.0,501.0,751.0,501.0,,,501.0,501.0,,,501.0,751.0,501.0,701.0,,,
nantes,France,401.0,,501.0,501.0,501.0,501.0,501.0,501.0,501.0,801.0,751.0,401.0,,,501.0,501.0,,,801.0,401.0,801.0,501.0,,,
nice,France,501.0,,501.0,501.0,501.0,501.0,1001.0,501.0,501.0,801.0,751.0,751.0,,,501.0,501.0,,,801.0,501.0,801.0,501.0,,,
rennes,France,501.0,,401.0,401.0,401.0,301.0,1001.0,501.0,401.0,501.0,501.0,301.0,,,501.0,401.0,,,501.0,501.0,501.0,301.0,,,
toulouse,France,501.0,,751.0,751.0,751.0,751.0,1001.0,501.0,751.0,801.0,1001.0,401.0,,,501.0,1001.0,,,801.0,501.0,801.0,701.0,,,
caen,France,501.0,,751.0,751.0,751.0,1001.0,751.0,501.0,1001.0,1301.0,1251.0,301.0,,,751.0,1001.0,,,1301.0,501.0,1301.0,1001.0,,,
guingamp,France,1501.0,,501.0,751.0,501.0,751.0,1501.0,501.0,751.0,1051.0,1001.0,751.0,,,1001.0,501.0,,,1051.0,1001.0,1051.0,1001.0,,,
reims,France,1001.0,,1001.0,1001.0,1001.0,751.0,1001.0,751.0,1001.0,1501.0,1001.0,501.0,,,1001.0,1001.0,,,1501.0,1001.0,1501.0,1001.0,,,
troyes,France,1501.0,,1001.0,1001.0,1001.0,1001.0,1501.0,751.0,1001.0,1601.0,1501.0,1501.0,,,1501.0,1001.0,,,1601.0,1001.0,1601.0,1001.0,,,
bastia,France,501.0,,751.0,751.0,751.0,751.0,751.0,501.0,1001.0,2001.0,1001.0,401.0,,,1001.0,751.0,,,2001.0,501.0,2001.0,1001.0,,,
ajaccio,France,,,,,,,,,,,,,,,,,,,,,,2001.0,,,
angers,France,1001.0,,1001.0,1001.0,1001.0,1001.0,2001.0,1001.0,2501.0,1301.0,2501.0,751.0,,,2001.0,1501.0,,,1301.0,1001.0,1301.0,,,,
gfco ajaccio,France,1501.0,,1001.0,1001.0,1001.0,1501.0,2001.0,1001.0,2501.0,2751.0,1501.0,1501.0,,,1001.0,1001.0,,,2751.0,1001.0,2751.0,,,,
juventus,Italy,1.67,1.62,1.57,1.57,1.57,1.57,1.44,1.57,1.5,1.5,1.57,1.57,1.57,1.66,1.57,1.57,1.53,1.66,1.5,1.62,1.5,1.61,1.74,,
roma,Italy,6.0,7.5,7.0,7.5,7.0,6.5,7.0,7.5,7.0,6.5,7.0,8.0,7.0,6.0,7.0,7.0,6.75,6.0,6.5,7.0,6.5,7.5,6.32,,
napoli,Italy,10.0,10.0,10.0,8.0,10.0,9.5,10.0,9.0,10.0,10.0,10.0,8.0,10.0,9.0,9.0,7.5,9.75,9.0,10.0,10.0,10.0,10.0,9.55,,
inter,Italy,13.0,11.0,13.0,15.0,13.0,12.0,13.0,11.0,10.0,10.0,15.0,17.0,9.0,13.0,13.0,13.0,11.8,13.0,10.0,13.0,10.0,12.5,13.4,,
ac milan,Italy,15.0,11.0,15.0,12.0,15.0,13.0,13.0,13.0,15.0,15.0,17.0,17.0,11.0,12.0,13.0,13.0,13.8,12.0,15.0,15.0,15.0,11.0,14.8,,
lazio,Italy,17.0,15.0,21.0,17.0,21.0,17.0,17.0,15.0,21.0,21.0,21.0,13.0,13.0,26.0,17.0,15.0,17.5,26.0,21.0,17.0,21.0,17.0,26.0,,
fiorentina,Italy,41.0,29.0,41.0,29.0,41.0,29.0,34.0,15.0,41.0,41.0,41.0,21.0,34.0,41.0,41.0,26.0,36.0,41.0,41.0,41.0,41.0,41.0,29.0,,
torino,Italy,501.0,201.0,501.0,501.0,501.0,351.0,501.0,101.0,501.0,501.0,501.0,251.0,501.0,501.0,251.0,501.0,401.0,501.0,501.0,501.0,501.0,501.0,95.0,,
udinese,Italy,351.0,201.0,501.0,301.0,501.0,351.0,501.0,151.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,251.0,351.0,501.0,501.0,351.0,501.0,351.0,95.0,,
genoa,Italy,251.0,201.0,251.0,251.0,251.0,201.0,501.0,151.0,501.0,501.0,501.0,501.0,501.0,251.0,251.0,251.0,301.0,251.0,501.0,251.0,501.0,251.0,285.0,,
sampdoria,Italy,201.0,201.0,251.0,251.0,251.0,151.0,501.0,101.0,501.0,501.0,501.0,501.0,501.0,251.0,301.0,251.0,301.0,251.0,501.0,251.0,501.0,201.0,285.0,,
empoli,Italy,1001.0,501.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,1501.0,1501.0,1001.0,1001.0,1001.0,1501.0,1501.0,1001.0,1001.0,1501.0,1001.0,1501.0,1001.0,95.0,,
palermo,Italy,501.0,501.0,501.0,501.0,501.0,501.0,501.0,401.0,1501.0,1501.0,751.0,501.0,751.0,501.0,501.0,501.0,801.0,501.0,1501.0,1001.0,1501.0,501.0,95.0,,
atalanta,Italy,1001.0,501.0,1001.0,1001.0,1001.0,751.0,1001.0,501.0,2001.0,2001.0,1501.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,2001.0,1501.0,2001.0,1006.0,95.0,,
bologna,Italy,1501.0,2001.0,2001.0,1501.0,2001.0,1501.0,2001.0,501.0,2001.0,1501.0,2001.0,2001.0,2001.0,2001.0,1001.0,2001.0,1001.0,2001.0,1501.0,2001.0,1501.0,1701.0,95.0,,
sassuolo,Italy,751.0,751.0,1001.0,1001.0,1001.0,751.0,1001.0,501.0,2001.0,2001.0,1501.0,2001.0,751.0,1001.0,1001.0,1001.0,1001.0,1001.0,2001.0,1501.0,2001.0,751.0,95.0,,
verona,Italy,1001.0,751.0,1001.0,1001.0,1001.0,1001.0,1001.0,401.0,2001.0,2001.0,1501.0,1001.0,751.0,751.0,501.0,751.0,901.0,751.0,2001.0,1001.0,2001.0,1001.0,95.0,,
chievo,Italy,2001.0,1501.0,2001.0,2001.0,2001.0,2001.0,2501.0,501.0,2501.0,2001.0,2501.0,2001.0,2501.0,2001.0,1001.0,2001.0,1001.0,2001.0,2001.0,1001.0,2001.0,2101.0,95.0,,
frosinone,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,5001.0,5001.0,501.0,5001.0,5001.0,5001.0,2001.0,5001.0,5001.0,5001.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,5001.0,95.0,,
carpi fc,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,5001.0,5001.0,501.0,5001.0,5001.0,5001.0,2001.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,5001.0,143.0,,
celtic,Scotland,,1.02,1.03,,1.03,1.03,1.02,1.03,1.02,1.02,1.03,1.03,1.03,1.02,,,,1.02,1.02,,1.02,,,,
aberdeen,Scotland,,23.0,21.0,,21.0,21.0,17.0,21.0,21.0,26.0,21.0,26.0,21.0,21.0,,,,21.0,26.0,,26.0,,,,
hearts,Scotland,,34.0,34.0,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,34.0,34.0,,34.0,,,,
dundee utd,Scotland,,151.0,151.0,,151.0,151.0,81.0,151.0,151.0,151.0,251.0,251.0,201.0,201.0,,,,201.0,151.0,,151.0,,,,
inverness,Scotland,,151.0,251.0,,251.0,151.0,126.0,326.0,151.0,251.0,401.0,251.0,251.0,251.0,,,,251.0,251.0,,251.0,,,,
st johnstone,Scotland,,251.0,301.0,,301.0,201.0,151.0,251.0,251.0,251.0,426.0,301.0,301.0,301.0,,,,301.0,251.0,,251.0,,,,
dundee,Scotland,,251.0,501.0,,501.0,501.0,101.0,251.0,251.0,501.0,451.0,501.0,301.0,401.0,,,,401.0,501.0,,501.0,,,,
partick,Scotland,,751.0,501.0,,501.0,751.0,751.0,501.0,501.0,751.0,1001.0,751.0,751.0,751.0,,,,751.0,751.0,,751.0,,,,
motherwell,Scotland,,1001.0,751.0,,751.0,751.0,401.0,251.0,501.0,1001.0,1001.0,1001.0,1001.0,1001.0,,,,1001.0,1001.0,,1001.0,,,,
ross county,Scotland,,2001.0,751.0,,751.0,1001.0,401.0,326.0,501.0,1001.0,1001.0,501.0,751.0,1001.0,,,,1001.0,1001.0,,1001.0,,,,
hamilton,Scotland,,1001.0,1501.0,,1501.0,1001.0,2001.0,501.0,501.0,1001.0,2501.0,1501.0,1001.0,1501.0,,,,1501.0,1001.0,,1001.0,,,,
kilmarnock,Scotland,,2001.0,1001.0,,1001.0,1001.0,2501.0,501.0,501.0,2001.0,2501.0,1001.0,1251.0,2001.0,,,,2001.0,2001.0,,2001.0,,,,
ajax,Holland,,,,,,,,2.38,,2.4,,,,,2.4,,,,2.4,,2.4,,2.41,,
psv,Holland,,,,,,,,2.62,,2.2,,,,,2.6,,,,2.2,,2.2,,2.46,,
feyenoord,Holland,,,,,,,,5.0,,6.0,,,,,5.0,,,,6.0,,6.0,,4.8,,
vitesse,Holland,,,,,,,,26.0,,26.0,,,,,29.0,,,,26.0,,26.0,,19.0,,
az alkmaar,Holland,,,,,,,,21.0,,51.0,,,,,41.0,,,,51.0,,51.0,,32.0,,
twente,Holland,,,,,,,,34.0,,51.0,,,,,51.0,,,,51.0,,51.0,,42.0,,
heerenveen,Holland,,,,,,,,67.0,,71.0,,,,,67.0,,,,71.0,,71.0,,48.0,,
groningen,Holland,,,,,,,,201.0,,201.0,,,,,151.0,,,,201.0,,201.0,,95.0,,
zwolle,Holland,,,,,,,,201.0,,201.0,,,,,201.0,,,,201.0,,201.0,,95.0,,
utrecht,Holland,,,,,,,,251.0,,251.0,,,,,251.0,,,,251.0,,251.0,,95.0,,
cambuur,Holland,,,,,,,,501.0,,501.0,,,,,501.0,,,,501.0,,501.0,,95.0,,
willem ii,Holland,,,,,,,,501.0,,501.0,,,,,501.0,,,,501.0,,501.0,,95.0,,
den haag,Holland,,,,,,,,501.0,,751.0,,,,,751.0,,,,751.0,,751.0,,95.0,,
nec nijmegen,Holland,,,,,,,,501.0,,751.0,,,,,501.0,,,,751.0,,751.0,,95.0,,
roda,Holland,,,,,,,,501.0,,801.0,,,,,501.0,,,,801.0,,801.0,,95.0,,
de graafschap,Holland,,,,,,,,501.0,,901.0,,,,,751.0,,,,901.0,,901.0,,95.0,,
sbv excelsior,Holland,,,,,,,,501.0,,901.0,,,,,1001.0,,,,901.0,,901.0,,95.0,,
heracles,Holland,,,,,,,,501.0,,751.0,,,,,1501.0,,,,751.0,,751.0,,95.0,,
porto,Portugal,2.1,2.1,2.0,2.2,2.0,2.2,2.1,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.1,2.2,,1.99,,
benfica,Portugal,2.75,2.38,2.25,2.2,2.25,2.1,2.2,2.1,2.1,2.3,2.5,2.5,2.38,2.2,2.62,2.25,2.4,2.2,2.3,2.75,2.3,,2.84,,
sporting lisbon,Portugal,4.75,5.5,6.0,7.0,6.0,7.0,7.0,6.5,6.5,5.5,7.0,5.5,5.5,6.5,4.5,7.0,5.0,6.5,5.5,4.75,5.5,,5.18,,
braga,Portugal,81.0,67.0,67.0,67.0,67.0,67.0,67.0,101.0,67.0,67.0,101.0,67.0,81.0,67.0,34.0,67.0,72.0,67.0,67.0,81.0,67.0,,28.0,,
maritimo,Portugal,201.0,151.0,251.0,201.0,251.0,201.0,,226.0,151.0,151.0,251.0,251.0,251.0,151.0,67.0,201.0,175.0,151.0,151.0,201.0,151.0,,48.0,,
nacional madeira,Portugal,201.0,151.0,251.0,151.0,251.0,201.0,,226.0,151.0,151.0,251.0,,251.0,151.0,101.0,151.0,175.0,151.0,151.0,201.0,151.0,,81.0,,
pacos ferreira,Portugal,201.0,201.0,251.0,201.0,251.0,201.0,,226.0,201.0,201.0,251.0,251.0,251.0,151.0,251.0,251.0,195.0,151.0,201.0,201.0,201.0,,95.0,,
belenenses,Portugal,201.0,251.0,501.0,301.0,501.0,201.0,,226.0,251.0,301.0,501.0,501.0,501.0,151.0,101.0,501.0,251.0,151.0,301.0,301.0,301.0,,81.0,,
estoril,Portugal,251.0,251.0,501.0,301.0,501.0,251.0,,226.0,251.0,251.0,501.0,251.0,501.0,251.0,101.0,251.0,251.0,251.0,251.0,351.0,251.0,,81.0,,
boavista,Portugal,251.0,251.0,501.0,301.0,501.0,251.0,,376.0,301.0,501.0,501.0,501.0,501.0,251.0,301.0,251.0,401.0,251.0,501.0,351.0,501.0,,95.0,,
moreirense,Portugal,501.0,251.0,501.0,301.0,501.0,251.0,,501.0,501.0,501.0,501.0,501.0,501.0,251.0,151.0,501.0,451.0,251.0,501.0,501.0,501.0,,95.0,,
rio ave,Portugal,251.0,251.0,501.0,301.0,501.0,251.0,,501.0,301.0,201.0,501.0,251.0,501.0,251.0,201.0,501.0,201.0,251.0,201.0,251.0,201.0,,95.0,,
academica viseu,Portugal,751.0,751.0,751.0,751.0,751.0,501.0,,501.0,751.0,751.0,751.0,501.0,751.0,501.0,301.0,751.0,701.0,501.0,751.0,501.0,751.0,,95.0,,
