name,country,max,min,mean,median,twentyfive,seventyfive
Bayern Munich,Germany,1.28,1.09,1.2212499999999999,1.23,1.22,1.25
Bor Dortmund,Germany,4.61,4.2,4.4075000000000006,4.415,4.3150000000000004,4.5
Bayer Leverkusen,Germany,26.0,19.0,22.0,21.5,20.0,23.5
Schalke 04,Germany,101.0,70.0,93.5,100.0,91.25,101.0
VfL Wolfsburg,Germany,201.0,126.0,155.375,150.5,144.0,163.75
Bor Monchengladbach,Germany,304.0,126.0,191.25,173.5,150.0,213.75
VfB Stuttgart,Germany,301.0,151.0,217.0,200.0,187.75,261.75
Werder Bremen,Germany,485.0,201.0,329.875,300.5,287.75,375.25
Hannover 96,Germany,501.0,200.0,342.71428571428572,347.0,235.0,440.5
Eintracht Frankfurt,Germany,751.0,200.0,335.85714285714283,251.0,225.0,349.5
Hamburg,Germany,760.0,251.0,516.42857142857144,540.0,300.0,732.0
Hoffenheim,Germany,760.0,250.0,509.28571428571428,540.0,275.5,732.0
Hertha Berlin,Germany,1001.0,200.0,367.0,301.0,215.0,318.5
Mainz 05,Germany,1001.0,300.0,500.57142857142856,401.0,350.0,551.0
Freiburg,Germany,1001.0,501.0,786.42857142857144,760.0,621.5,1000.0
Nurnberg,Germany,1501.0,501.0,859.28571428571433,760.0,626.5,1000.0
Augsburg,Germany,2501.0,200.0,759.28571428571433,540.0,300.5,736.5
Braunschweig,Germany,5001.0,501.0,1930.7142857142858,760.0,626.5,3000.0
Barcelona,Spain,1.5,1.44,1.4733333333333334,1.48,1.4500000000000002,1.4950000000000001
Real Madrid,Spain,4.14,1.0,2.8566666666666669,3.0,3.0,3.0
Atletico Madrid,Spain,17.0,1.0,12.0,14.0,11.5,15.0
Valencia,Spain,523.0,1.0,267.16666666666669,238.5,207.25,363.5
Real Sociedad,Spain,501.0,1.0,285.66666666666669,305.0,203.0,401.0
Betis,Spain,751.0,1.0,469.0,455.0,403.0,688.5
Athl Bilbao,Spain,1001.0,1.0,416.66666666666669,351.0,296.5,476.0
Sevilla,Spain,1001.0,1.0,608.16666666666663,622.5,424.25,938.5
Espanyol,Spain,1001.0,1.0,603.39999999999998,513.0,501.0,1001.0
