name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.07,1.03,,,,1.05,1.04,1.06,,1.05,,1.04,,1.05,1.06,,1.07,1.05,1.05,1.1,1.05,1.08,,1.1,,
bor dortmund,Germany,10.0,13.0,,,,10.0,10.0,13.0,,11.0,,10.0,,10.0,11.0,,7.75,10.0,11.0,8.0,11.0,8.0,,7.65,,
wolfsburg,Germany,51.0,51.0,,,,34.0,21.0,26.0,,61.0,,41.0,,34.0,51.0,,36.0,34.0,61.0,19.0,61.0,19.0,,23.0,,
schalke 04,Germany,101.0,101.0,,,,81.0,51.0,56.0,,81.0,,51.0,,51.0,101.0,,80.0,51.0,81.0,81.0,81.0,81.0,,190.0,,
bayer leverkusen,Germany,81.0,67.0,,,,81.0,41.0,56.0,,351.0,,67.0,,51.0,67.0,,98.0,51.0,351.0,81.0,351.0,81.0,,38.0,,
hamburg,Germany,751.0,,,,,501.0,501.0,301.0,,801.0,,751.0,,751.0,501.0,,551.0,751.0,801.0,501.0,801.0,501.0,,1.01,,
fc koln,Germany,501.0,,,,,501.0,501.0,501.0,,1201.0,,751.0,,501.0,751.0,,551.0,501.0,1201.0,501.0,1201.0,501.0,,14.3,,
eintracht frankfurt,Germany,501.0,,,,,501.0,751.0,501.0,,1201.0,,501.0,,501.0,501.0,,501.0,501.0,1201.0,501.0,1201.0,601.0,,29.0,,
hertha berlin,Germany,1501.0,,,,,501.0,751.0,501.0,,1201.0,,401.0,,501.0,501.0,,801.0,501.0,1201.0,501.0,1201.0,501.0,,1.01,,
werder bremen,Germany,501.0,,,,,301.0,1501.0,501.0,,1501.0,,1501.0,,751.0,501.0,,751.0,751.0,1501.0,501.0,1501.0,601.0,,1.01,,
mainz 05,Germany,501.0,,,,,401.0,1001.0,501.0,,1201.0,,1501.0,,751.0,301.0,,451.0,751.0,1201.0,501.0,1201.0,601.0,,29.0,,
bor monchengladbach,Germany,401.0,,,,,201.0,251.0,301.0,,1801.0,,201.0,,201.0,81.0,,751.0,201.0,1801.0,501.0,1801.0,501.0,,3.85,,
ingolstadt,Germany,2001.0,,,,,751.0,1501.0,501.0,,1501.0,,1001.0,,1501.0,2001.0,,1001.0,1501.0,1501.0,501.0,1501.0,501.0,,14.3,,
vfb stuttgart,Germany,1501.0,,,,,501.0,751.0,501.0,,2501.0,,401.0,,501.0,501.0,,1001.0,501.0,2501.0,501.0,2501.0,501.0,,1.01,,
hoffenheim,Germany,501.0,,,,,501.0,2001.0,301.0,,2501.0,,1501.0,,1001.0,751.0,,1001.0,1001.0,2501.0,501.0,2501.0,501.0,,3.85,,
augsburg,Germany,751.0,,,,,501.0,2001.0,501.0,,4001.0,,1001.0,,751.0,501.0,,1001.0,751.0,4001.0,501.0,4001.0,601.0,,29.0,,
darmstadt,Germany,2501.0,,,,,1001.0,2501.0,501.0,,6001.0,,2001.0,,2001.0,2501.0,,1001.0,2001.0,6001.0,1001.0,6001.0,1001.0,,14.3,,
hannover,Germany,751.0,,,,,501.0,1501.0,501.0,,7001.0,,1501.0,,1001.0,751.0,,1001.0,1001.0,7001.0,1001.0,7001.0,1001.0,,1.01,,
barcelona,Spain,1.75,1.83,,,,,1.62,1.83,,1.85,1.73,1.83,,1.8,1.72,,,1.8,1.85,,1.85,,,1.87,,
real madrid,Spain,2.25,2.1,,,,,2.25,2.1,,2.2,2.0,2.0,,2.0,2.1,,,2.0,2.2,,2.2,,,2.03,2.18,
atletico madrid,Spain,17.0,11.0,,,,,21.0,13.0,,16.0,21.0,13.0,,15.0,17.0,,,15.0,16.0,,16.0,,,12.4,12.6,
