name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
chelsea,England,1.2,1.2,1.22,1.22,1.22,,1.25,1.22,1.2,1.2,1.18,1.22,1.22,1.2,1.2,1.25,1.22,,1.2,1.2,1.22,1.2,1.28,1.29,1.29
man city,England,5.5,5.5,5.5,5.0,5.5,,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,5.5,5.0,5.5,5.5,5.5,5.5,5.09,4.98,5.26
man utd,England,41.0,34.0,34.0,34.0,34.0,,41.0,41.0,34.0,41.0,41.0,41.0,34.0,41.0,41.0,41.0,34.0,,41.0,41.0,41.0,41.0,67.0,64.0,65.0
arsenal,England,51.0,51.0,51.0,51.0,51.0,,29.0,51.0,51.0,51.0,51.0,41.0,41.0,51.0,41.0,51.0,51.0,45.0,51.0,51.0,51.0,51.0,52.0,58.0,51.0
southampton,England,151.0,151.0,151.0,151.0,151.0,,151.0,151.0,151.0,151.0,126.0,151.0,101.0,126.0,126.0,151.0,151.0,,126.0,151.0,151.0,151.0,152.0,155.0,150.0
liverpool,England,501.0,501.0,401.0,401.0,401.0,,426.0,501.0,401.0,501.0,351.0,301.0,401.0,401.0,401.0,501.0,401.0,401.0,401.0,501.0,501.0,501.0,475.0,466.0,298.0
tottenham,England,401.0,401.0,401.0,401.0,401.0,,476.0,301.0,301.0,501.0,501.0,401.0,401.0,401.0,401.0,501.0,401.0,,401.0,501.0,251.0,501.0,475.0,490.0,298.0
newcastle,England,2001.0,,,,,,,,,,,,,,,,,,,,,,950.0,970.0,496.0
everton,England,2001.0,,,,,,,2501.0,,,,,,,,,,,,,,,950.0,1.97,496.0
sunderland,England,2501.0,,,,,,,,,,,,,,,,,,,,,,950.0,970.0,496.0
swansea,England,2501.0,,,,,,,,,,,,,,,,,,,,,,950.0,,496.0
stoke,England,3001.0,,,,,,,,,,,,,,,,,,,,,,950.0,970.0,496.0
aston villa,England,4001.0,,,,,,,,,,,,,,,,,,,,,,950.0,,496.0
west brom,England,5001.0,,,,,,,,,,,,,,,,,,,,,,950.0,970.0,496.0
west ham,England,1501.0,,,,,,,1501.0,,,5001.0,,,,,,,,,,,,950.0,970.0,496.0
