name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
athletic bilbao,Spain,201.0,101.0,401.0,301.0,401.0,,251.0,301.0,,151.0,501.0,501.0,501.0,201.0,251.0,251.0,251.0,201.0,151.0,101.0,151.0,95.0,,
celta vigo,Spain,,501.0,501.0,501.0,501.0,,501.0,501.0,,501.0,751.0,501.0,751.0,501.0,751.0,501.0,501.0,501.0,501.0,1001.0,501.0,95.0,,
malaga,Spain,501.0,501.0,501.0,501.0,501.0,,501.0,501.0,,751.0,1001.0,1001.0,751.0,501.0,751.0,501.0,551.0,501.0,751.0,251.0,751.0,95.0,,
real sociedad,Spain,,501.0,501.0,751.0,501.0,,1001.0,501.0,,1001.0,1001.0,1001.0,1001.0,501.0,751.0,501.0,701.0,501.0,1001.0,251.0,1001.0,95.0,,
espanyol,Spain,1001.0,1001.0,751.0,1001.0,751.0,,1001.0,501.0,,1001.0,1501.0,1001.0,1001.0,751.0,1001.0,751.0,801.0,751.0,1001.0,501.0,1001.0,95.0,,
elche,Spain,,1501.0,,,,,,501.0,,,,,2501.0,,,,,,,,,,,
betis,Spain,,1501.0,1501.0,1501.0,1501.0,,5001.0,501.0,,2501.0,5001.0,1001.0,1001.0,1001.0,1501.0,1501.0,1001.0,1001.0,2501.0,501.0,2501.0,95.0,,
rayo vallecano,Spain,,1001.0,2001.0,2001.0,2001.0,,2501.0,501.0,,2501.0,5001.0,1001.0,2501.0,1501.0,2501.0,2001.0,1001.0,1501.0,2501.0,1001.0,2501.0,95.0,,
ud las palmas,Spain,,5001.0,2501.0,,2501.0,,5001.0,,,2501.0,,2001.0,,,1001.0,,1001.0,,2501.0,2501.0,2501.0,95.0,,
girona,Spain,,5001.0,,,,,,501.0,,,,,,,,,,,,,,,,
deportivo la coruna,Spain,,1001.0,1501.0,2501.0,1501.0,,5001.0,501.0,,2501.0,10001.0,2001.0,2501.0,1001.0,2501.0,1501.0,1001.0,1001.0,2501.0,1501.0,2501.0,95.0,,
eibar,Spain,,,2501.0,2501.0,2501.0,,5001.0,,,2501.0,10001.0,5001.0,,,5001.0,2001.0,1001.0,,2501.0,2501.0,2501.0,95.0,,
getafe,Spain,,5001.0,1501.0,2501.0,1501.0,,5001.0,501.0,,2501.0,10001.0,2001.0,2501.0,1501.0,5001.0,2501.0,1001.0,1501.0,2501.0,1501.0,2501.0,95.0,,
gijon,Spain,,,2501.0,2501.0,2501.0,,5001.0,,,2501.0,10001.0,2001.0,,,5001.0,,1001.0,,2501.0,2501.0,2501.0,95.0,,
granada,Spain,,5001.0,2001.0,2501.0,2001.0,,5001.0,501.0,,2501.0,10001.0,2001.0,2501.0,2501.0,5001.0,2501.0,1001.0,2501.0,2501.0,2501.0,2501.0,95.0,,
levante,Spain,,5001.0,2501.0,2501.0,2501.0,,2501.0,501.0,,2501.0,10001.0,5001.0,2501.0,2501.0,5001.0,2501.0,1001.0,2501.0,2501.0,1501.0,2501.0,95.0,,
chelsea,England,2.5,2.5,2.38,2.4,2.38,,2.25,2.5,2.25,2.5,2.15,2.5,2.5,2.38,2.37,2.5,,2.38,2.5,2.3,2.5,2.58,2.57,2.62
man city,England,3.75,3.75,3.75,3.75,3.75,,3.75,3.6,3.75,3.75,3.5,3.5,3.75,3.75,3.75,3.75,,3.75,3.75,3.75,3.75,3.66,3.52,3.69
arsenal,England,5.5,5.0,5.5,5.5,5.5,,5.5,5.5,5.5,6.0,6.0,6.0,5.5,5.5,5.0,5.5,,5.5,6.0,5.0,6.0,5.56,5.46,5.55
man utd,England,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,5.5,6.5,6.0,6.0,6.0,6.0,5.5,,6.0,5.5,5.0,5.5,6.51,6.24,6.74
