name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.07,1.03,1.06,1.04,1.06,1.05,1.05,1.06,1.06,1.05,1.07,1.08,1.04,1.05,1.06,1.05,1.05,1.05,1.05,1.1,1.05,1.08,,,,
bor dortmund,Germany,10.0,13.0,11.0,10.0,11.0,10.0,15.0,13.0,11.0,11.0,10.0,9.0,11.0,10.0,11.0,9.0,9.25,10.0,11.0,8.0,11.0,8.0,,,,
wolfsburg,Germany,51.0,51.0,34.0,51.0,34.0,34.0,17.0,26.0,21.0,61.0,34.0,51.0,51.0,34.0,51.0,34.0,36.0,34.0,61.0,19.0,61.0,19.0,,,,
schalke 04,Germany,101.0,101.0,67.0,101.0,67.0,81.0,41.0,56.0,81.0,81.0,81.0,101.0,101.0,51.0,101.0,67.0,70.0,51.0,81.0,81.0,81.0,81.0,,,,
bayer leverkusen,Germany,81.0,67.0,51.0,81.0,51.0,81.0,21.0,56.0,67.0,351.0,67.0,67.0,101.0,51.0,67.0,67.0,90.0,51.0,351.0,81.0,351.0,81.0,,,,
hamburg,Germany,751.0,,401.0,,401.0,501.0,1001.0,301.0,501.0,801.0,501.0,751.0,751.0,751.0,501.0,501.0,551.0,751.0,801.0,501.0,801.0,501.0,,,,
eintracht frankfurt,Germany,501.0,,751.0,,751.0,501.0,751.0,501.0,501.0,1201.0,501.0,501.0,501.0,501.0,501.0,501.0,551.0,501.0,1201.0,501.0,1201.0,601.0,,,,
fc koln,Germany,501.0,,751.0,,751.0,501.0,501.0,501.0,501.0,1201.0,751.0,751.0,751.0,501.0,751.0,501.0,551.0,501.0,1201.0,501.0,1201.0,501.0,,,,
hertha berlin,Germany,1501.0,,751.0,,751.0,501.0,751.0,501.0,751.0,1201.0,1001.0,401.0,1001.0,501.0,501.0,751.0,751.0,501.0,1201.0,501.0,1201.0,501.0,,,,
werder bremen,Germany,501.0,,751.0,,751.0,301.0,1501.0,501.0,401.0,1501.0,751.0,1501.0,751.0,751.0,501.0,501.0,751.0,751.0,1501.0,501.0,1501.0,601.0,,,,
