name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.1,,,,1.07,1.05,1.06,,1.12,,1.1,,1.08,1.08,,1.09,1.08,1.12,1.13,1.12,1.04,,1.09,
bor dortmund,Germany,,17.0,,,,17.0,21.0,19.0,,12.0,,15.0,,17.0,17.0,,17.5,17.0,12.0,11.0,12.0,19.0,9.36,8.76,
wolfsburg,Germany,,19.0,,,,19.0,21.0,21.0,,18.0,,19.0,,21.0,17.0,,16.0,21.0,18.0,17.0,18.0,23.0,34.0,19.4,
bayer leverkusen,Germany,,34.0,,,,41.0,34.0,34.0,,41.0,,34.0,,34.0,34.0,,36.0,34.0,41.0,34.0,41.0,34.0,,1.42,
schalke 04,Germany,,41.0,,,,51.0,67.0,41.0,,36.0,,51.0,,51.0,41.0,,48.0,51.0,36.0,51.0,36.0,41.0,,21.0,
bor monchengladbach,Germany,,34.0,,,,41.0,41.0,67.0,,61.0,,101.0,,51.0,41.0,,38.0,51.0,61.0,51.0,61.0,71.0,,8.95,
eintracht frankfurt,Germany,,501.0,,,,501.0,501.0,501.0,,501.0,,501.0,,501.0,501.0,,451.0,501.0,501.0,501.0,501.0,501.0,,97.0,
hoffenheim,Germany,,251.0,,,,251.0,751.0,251.0,,251.0,,501.0,,501.0,501.0,,301.0,501.0,251.0,501.0,251.0,251.0,,52.0,
vfb stuttgart,Germany,,501.0,,,,301.0,751.0,501.0,,301.0,,501.0,,501.0,501.0,,451.0,501.0,301.0,501.0,301.0,601.0,,97.0,
fc koln,Germany,,501.0,,,,501.0,751.0,501.0,,801.0,,501.0,,501.0,751.0,,651.0,501.0,801.0,751.0,801.0,601.0,38.0,97.0,
augsburg,Germany,,301.0,,,,501.0,751.0,501.0,,401.0,,1001.0,,401.0,501.0,,451.0,401.0,401.0,501.0,401.0,601.0,,97.0,
hertha berlin,Germany,,751.0,,,,501.0,1001.0,501.0,,701.0,,501.0,,501.0,751.0,,701.0,501.0,701.0,751.0,701.0,501.0,38.0,97.0,
mainz 05,Germany,,501.0,,,,401.0,501.0,501.0,,601.0,,1001.0,,751.0,501.0,,451.0,751.0,601.0,751.0,601.0,601.0,,97.0,
hamburg,Germany,,301.0,,,,501.0,751.0,501.0,,1001.0,,1001.0,,751.0,501.0,,501.0,751.0,1001.0,501.0,1001.0,,40.0,97.0,
hannover,Germany,,501.0,,,,501.0,751.0,501.0,,801.0,,1001.0,,751.0,751.0,,651.0,751.0,801.0,1001.0,801.0,501.0,40.0,97.0,
werder bremen,Germany,,301.0,,,,301.0,1001.0,501.0,,801.0,,1001.0,,751.0,751.0,,501.0,751.0,801.0,501.0,801.0,601.0,,97.0,
ingolstadt,Germany,,1501.0,,,,751.0,2001.0,501.0,,1001.0,,1001.0,,1001.0,2001.0,,1001.0,1001.0,1001.0,1001.0,1001.0,601.0,40.0,1.49,
darmstadt,Germany,,1501.0,,,,1001.0,5001.0,501.0,,3001.0,,2501.0,,2501.0,2501.0,,1001.0,2501.0,3001.0,1501.0,3001.0,501.0,40.0,16.0,
barcelona,Spain,1.62,1.67,1.73,1.67,1.73,1.67,1.62,1.67,1.62,1.65,1.62,1.62,,1.73,1.61,1.73,1.6,1.73,1.65,1.67,1.65,1.71,1.7,1.68,
real madrid,Spain,2.75,2.62,2.63,2.6,2.63,2.6,2.25,2.5,2.5,2.7,2.62,2.62,,2.5,2.5,2.5,2.45,2.5,2.7,2.75,2.7,2.6,2.62,2.55,
atletico madrid,Spain,17.0,17.0,23.0,23.0,23.0,21.0,21.0,15.0,15.0,16.0,21.0,17.0,,17.0,17.0,15.0,16.0,17.0,16.0,19.0,16.0,15.0,15.3,14.1,
valencia,Spain,51.0,34.0,67.0,51.0,67.0,34.0,51.0,34.0,41.0,51.0,67.0,67.0,,41.0,51.0,34.0,46.0,41.0,51.0,67.0,51.0,41.0,67.0,60.0,
