name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.03,1.06,1.04,1.06,1.05,1.04,1.06,1.06,,1.07,1.08,1.04,1.05,1.06,1.05,1.05,1.05,,1.1,,1.04,,1.11,,
bor dortmund,Germany,,13.0,11.0,10.0,11.0,10.0,10.0,13.0,11.0,,10.0,9.0,11.0,11.0,11.0,9.0,9.0,11.0,,8.0,,11.0,,8.79,,
wolfsburg,Germany,,51.0,34.0,51.0,34.0,34.0,21.0,26.0,21.0,,34.0,51.0,51.0,34.0,51.0,34.0,37.0,34.0,,19.0,,51.0,,44.0,,
schalke 04,Germany,,101.0,67.0,101.0,67.0,81.0,51.0,56.0,81.0,,81.0,101.0,101.0,81.0,101.0,67.0,72.0,81.0,,81.0,,101.0,,190.0,,
bayer leverkusen,Germany,,67.0,51.0,81.0,51.0,81.0,41.0,56.0,67.0,,67.0,67.0,101.0,67.0,67.0,67.0,96.0,67.0,,81.0,,111.0,,48.0,,
hamburg,Germany,,,401.0,,401.0,501.0,501.0,301.0,501.0,,501.0,751.0,751.0,751.0,501.0,501.0,551.0,751.0,,501.0,,751.0,,11.9,,
bor monchengladbach,Germany,,,401.0,,401.0,201.0,251.0,301.0,251.0,,251.0,201.0,751.0,201.0,81.0,251.0,651.0,201.0,,501.0,,751.0,,13.4,,
fc koln,Germany,,,751.0,,751.0,501.0,501.0,501.0,501.0,,751.0,751.0,751.0,501.0,751.0,501.0,551.0,501.0,,501.0,,751.0,,14.3,,
eintracht frankfurt,Germany,,,751.0,,751.0,501.0,751.0,501.0,501.0,,501.0,501.0,501.0,501.0,501.0,501.0,551.0,501.0,,501.0,,501.0,,29.0,,
hertha berlin,Germany,,,751.0,,751.0,501.0,751.0,501.0,751.0,,1001.0,401.0,1001.0,501.0,501.0,751.0,801.0,501.0,,501.0,,1001.0,,11.9,,
vfb stuttgart,Germany,,,751.0,,751.0,501.0,751.0,501.0,1001.0,,751.0,401.0,1001.0,501.0,501.0,751.0,1001.0,501.0,,501.0,,1001.0,,11.9,,
werder bremen,Germany,,,751.0,,751.0,301.0,1501.0,501.0,401.0,,751.0,1501.0,751.0,751.0,501.0,501.0,801.0,751.0,,501.0,,751.0,,11.9,,
mainz 05,Germany,,,501.0,,501.0,401.0,1001.0,501.0,251.0,,501.0,1501.0,751.0,751.0,301.0,501.0,651.0,751.0,,501.0,,751.0,,29.0,,
hoffenheim,Germany,,,501.0,,501.0,501.0,2001.0,301.0,251.0,,751.0,1501.0,751.0,1001.0,751.0,401.0,1001.0,1001.0,,501.0,,751.0,,14.3,,
ingolstadt,Germany,,,1001.0,,1001.0,751.0,1501.0,501.0,751.0,,751.0,1001.0,1501.0,1501.0,2001.0,1001.0,1001.0,1501.0,,501.0,,1501.0,,14.3,,
augsburg,Germany,,,751.0,,751.0,501.0,2001.0,501.0,501.0,,751.0,1001.0,2001.0,751.0,501.0,501.0,1001.0,751.0,,501.0,,2001.0,,29.0,,
hannover,Germany,,,2501.0,,2501.0,501.0,1501.0,501.0,751.0,,1501.0,1501.0,2501.0,1001.0,751.0,751.0,1001.0,1001.0,,1001.0,,2501.0,,11.9,,
darmstadt,Germany,,,2001.0,,2001.0,1001.0,2501.0,501.0,2501.0,,2501.0,2001.0,2501.0,2001.0,2501.0,2501.0,1001.0,2001.0,,1001.0,,2501.0,,14.3,,
barcelona,Spain,,1.83,1.8,,1.8,,1.62,1.83,,1.85,1.73,1.83,1.91,1.8,1.83,,,1.8,1.85,1.85,1.85,1.8,,1.77,1.68,
real madrid,Spain,,2.1,2.2,,2.2,,2.25,2.1,,2.1,2.0,2.0,2.0,2.1,2.1,,,2.1,2.1,2.1,2.1,2.0,,2.27,2.28,
atletico madrid,Spain,,12.0,13.0,,13.0,,21.0,13.0,,16.0,21.0,13.0,13.0,15.0,11.0,,,15.0,16.0,15.0,16.0,17.0,,15.3,13.1,
valencia,Spain,,251.0,126.0,,126.0,,51.0,201.0,,251.0,251.0,251.0,251.0,251.0,251.0,,,251.0,251.0,126.0,251.0,251.0,,171.0,171.0,
villarreal,Spain,,151.0,251.0,,251.0,,251.0,201.0,,251.0,301.0,201.0,251.0,251.0,251.0,,,251.0,251.0,251.0,251.0,251.0,,209.0,204.0,
celta vigo,Spain,,501.0,101.0,,101.0,,501.0,501.0,,501.0,301.0,501.0,101.0,501.0,501.0,,,501.0,501.0,501.0,501.0,,,190.0,276.0,
seville,Spain,,,251.0,,251.0,,51.0,301.0,,751.0,501.0,151.0,501.0,251.0,251.0,,,251.0,751.0,126.0,751.0,751.0,,190.0,188.0,
athletic bilbao,Spain,,,1001.0,,1001.0,,251.0,301.0,,1001.0,1001.0,501.0,751.0,751.0,501.0,,,751.0,1001.0,751.0,1001.0,,,380.0,553.0,
espanyol,Spain,,,751.0,,751.0,,1001.0,501.0,,1501.0,1501.0,751.0,1501.0,1001.0,501.0,,,1001.0,1501.0,1001.0,1501.0,,,95.0,732.0,
malaga,Spain,,,1001.0,,1001.0,,501.0,501.0,,2501.0,2001.0,1001.0,1501.0,1001.0,1001.0,,,1001.0,2501.0,1001.0,2501.0,,,95.0,732.0,
betis,Spain,,,2501.0,,2501.0,,5001.0,501.0,,2501.0,5001.0,1001.0,5001.0,5001.0,1001.0,,,5001.0,2501.0,3001.0,2501.0,,,95.0,732.0,
eibar,Spain,,,4001.0,,4001.0,,5001.0,501.0,,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0,,,5001.0,5001.0,4001.0,5001.0,,,95.0,917.0,
real sociedad,Spain,,,1501.0,,1501.0,,1001.0,501.0,,2001.0,5001.0,751.0,1501.0,1001.0,1001.0,,,1001.0,2001.0,1001.0,2001.0,,,95.0,732.0,
rayo vallecano,Spain,,,2501.0,,2501.0,,2501.0,501.0,,2001.0,7501.0,1001.0,2501.0,2501.0,3001.0,,,2501.0,2001.0,1001.0,2001.0,,,95.0,732.0,
deportivo la coruna,Spain,,,2001.0,,2001.0,,5001.0,501.0,,2501.0,10001.0,2001.0,5001.0,1501.0,1501.0,,,1501.0,2501.0,2001.0,2501.0,,,95.0,732.0,
getafe,Spain,,,5001.0,,5001.0,,5001.0,501.0,,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,,,5001.0,5001.0,5001.0,5001.0,,,95.0,732.0,
gijon,Spain,,,2501.0,,2501.0,,5001.0,501.0,,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,,,5001.0,5001.0,5001.0,5001.0,,,95.0,732.0,
granada,Spain,,,2501.0,,2501.0,,5001.0,501.0,,5001.0,10001.0,3001.0,5001.0,5001.0,5001.0,,,5001.0,5001.0,5001.0,5001.0,,,95.0,732.0,
levante,Spain,,,5001.0,,5001.0,,2501.0,501.0,,5001.0,10001.0,5001.0,5001.0,5001.0,5001.0,,,5001.0,5001.0,5001.0,5001.0,,,95.0,732.0,
ud las palmas,Spain,,,5001.0,,5001.0,,5001.0,501.0,,5001.0,10001.0,2001.0,5001.0,5001.0,1001.0,,,5001.0,5001.0,5001.0,5001.0,,,95.0,732.0,
man city,England,1.57,1.57,,1.57,1.53,1.53,1.57,1.57,1.53,1.57,1.53,1.53,1.57,1.55,1.57,1.53,1.53,1.55,1.57,1.57,1.57,1.56,,1.61,,1.63
arsenal,England,6.5,5.5,,6.5,6.5,6.5,5.5,6.5,5.5,6.5,6.5,6.0,6.0,6.0,6.5,6.5,6.2,6.0,6.5,6.5,6.5,6.5,,6.32,,6.74
man utd,England,7.5,8.0,,7.0,7.0,7.5,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.5,7.5,7.0,7.25,7.5,7.5,7.5,7.5,7.5,,7.65,,7.93
chelsea,England,7.5,9.0,,7.5,8.0,8.5,7.5,8.5,7.5,8.0,8.0,8.0,8.0,8.0,7.5,8.0,7.75,8.0,8.0,7.5,8.0,7.5,,9.17,,9.51
liverpool,England,101.0,101.0,,101.0,101.0,101.0,101.0,101.0,101.0,126.0,126.0,67.0,81.0,81.0,101.0,101.0,98.0,81.0,126.0,101.0,126.0,121.0,,90.0,,90.0
tottenham,England,251.0,201.0,,301.0,201.0,251.0,376.0,276.0,201.0,301.0,201.0,251.0,251.0,201.0,501.0,201.0,251.0,201.0,301.0,301.0,301.0,331.0,,257.0,,199.0
everton,England,751.0,501.0,,501.0,351.0,501.0,1001.0,501.0,501.0,751.0,501.0,301.0,501.0,501.0,501.0,501.0,601.0,501.0,751.0,751.0,751.0,801.0,,428.0,,298.0
west ham,England,501.0,751.0,,751.0,501.0,1001.0,501.0,1251.0,1001.0,1001.0,1001.0,1501.0,1001.0,501.0,501.0,501.0,401.0,501.0,1001.0,501.0,1001.0,501.0,,428.0,,298.0
crystal palace,England,1001.0,1001.0,,1001.0,751.0,501.0,1001.0,751.0,801.0,1001.0,1001.0,1501.0,1001.0,1001.0,1001.0,1001.0,901.0,1001.0,1001.0,1001.0,1001.0,1001.0,,950.0,,990.0
swansea,England,1001.0,751.0,,1501.0,1001.0,751.0,1001.0,751.0,751.0,1001.0,1001.0,1251.0,1001.0,1001.0,1001.0,1001.0,951.0,1001.0,1001.0,1001.0,1001.0,1001.0,,950.0,,990.0
leicester,England,1501.0,2001.0,,1501.0,1501.0,751.0,1001.0,1501.0,1501.0,1501.0,1501.0,1501.0,1501.0,1001.0,1001.0,1501.0,1001.0,1001.0,1501.0,1501.0,1501.0,1501.0,,855.0,,990.0
southampton,England,1001.0,2501.0,,1001.0,751.0,751.0,1001.0,751.0,751.0,1001.0,1001.0,1251.0,1001.0,1001.0,1001.0,1001.0,901.0,1001.0,1001.0,1001.0,1001.0,1001.0,,950.0,,990.0
