name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.1,1.06,1.06,1.07,1.06,1.08,1.06,1.08,1.07,1.1,1.07,1.1,1.11,1.08,1.07,1.06,1.09,1.08,1.1,1.14,1.1,1.06,,1.11,,
bor dortmund,Germany,9.0,12.0,12.0,11.0,12.0,11.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,11.0,10.0,12.0,8.5,11.0,9.0,8.0,9.0,9.0,,8.98,,
wolfsburg,Germany,34.0,21.0,21.0,23.0,21.0,26.0,21.0,26.0,23.0,36.0,26.0,41.0,26.0,21.0,19.0,21.0,26.0,21.0,36.0,13.0,36.0,21.0,,28.0,,
bayer leverkusen,Germany,81.0,41.0,41.0,41.0,41.0,41.0,41.0,51.0,34.0,81.0,51.0,51.0,67.0,41.0,34.0,41.0,54.0,41.0,81.0,51.0,81.0,41.0,,44.0,,
schalke 04,Germany,101.0,81.0,67.0,81.0,67.0,81.0,81.0,81.0,67.0,81.0,81.0,81.0,81.0,67.0,67.0,67.0,78.0,67.0,81.0,75.0,81.0,81.0,,190.0,,
bor monchengladbach,Germany,251.0,251.0,251.0,151.0,251.0,201.0,301.0,201.0,101.0,601.0,251.0,501.0,251.0,151.0,101.0,151.0,251.0,151.0,601.0,151.0,601.0,301.0,,32.0,,
eintracht frankfurt,Germany,401.0,,401.0,501.0,401.0,501.0,501.0,501.0,501.0,701.0,351.0,751.0,501.0,501.0,501.0,501.0,451.0,501.0,701.0,501.0,701.0,601.0,,32.0,,
werder bremen,Germany,251.0,,251.0,401.0,251.0,301.0,751.0,501.0,251.0,701.0,401.0,1001.0,501.0,251.0,501.0,251.0,451.0,251.0,701.0,501.0,701.0,751.0,,16.2,,
hamburg,Germany,751.0,,501.0,501.0,501.0,501.0,751.0,301.0,401.0,1001.0,501.0,1001.0,501.0,501.0,201.0,501.0,601.0,501.0,1001.0,501.0,1001.0,,,18.6,,
fc koln,Germany,401.0,,501.0,501.0,501.0,501.0,401.0,501.0,501.0,601.0,501.0,1001.0,501.0,501.0,751.0,401.0,451.0,501.0,601.0,501.0,601.0,401.0,,32.0,,
mainz 05,Germany,251.0,,401.0,501.0,401.0,401.0,751.0,501.0,251.0,701.0,401.0,1001.0,501.0,501.0,501.0,501.0,451.0,501.0,701.0,501.0,701.0,751.0,,32.0,,
hertha berlin,Germany,1501.0,,1001.0,1001.0,1001.0,501.0,1001.0,501.0,751.0,1001.0,1001.0,1501.0,751.0,751.0,751.0,751.0,801.0,751.0,1001.0,751.0,1001.0,1001.0,,18.6,,
vfb stuttgart,Germany,1501.0,,751.0,751.0,751.0,301.0,1001.0,501.0,751.0,2001.0,1001.0,1001.0,751.0,751.0,501.0,751.0,951.0,751.0,2001.0,501.0,2001.0,1001.0,,16.2,,
hoffenheim,Germany,301.0,,401.0,301.0,401.0,251.0,2001.0,301.0,251.0,1001.0,501.0,1001.0,501.0,501.0,501.0,501.0,451.0,501.0,1001.0,501.0,1001.0,2001.0,,32.0,,
ingolstadt,Germany,2001.0,,1001.0,1001.0,1001.0,751.0,1001.0,501.0,1001.0,1001.0,1001.0,2001.0,1001.0,1501.0,2001.0,1001.0,951.0,1501.0,1001.0,1001.0,1001.0,1001.0,,32.0,,
