name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
toulouse,France,,,,,,751.0,1001.0,501.0,,801.0,,,,,501.0,,,,801.0,,801.0,1001.0,95.0,,
guingamp,France,,,,,,751.0,1501.0,501.0,,1051.0,,,,,1001.0,,,,1051.0,,1051.0,1251.0,95.0,,
reims,France,,,,,,751.0,1001.0,751.0,,1501.0,,,,,1001.0,,,,1501.0,,1501.0,1501.0,95.0,,
troyes,France,,,,,,1001.0,1501.0,751.0,,1601.0,,,,,1501.0,,,,1601.0,,1601.0,1501.0,95.0,,
angers,France,,,,,,1001.0,2001.0,1001.0,,1301.0,,,,,2001.0,,,,1301.0,,1301.0,,95.0,,
bastia,France,,,,,,751.0,751.0,501.0,,2001.0,,,,,1001.0,,,,2001.0,,2001.0,2001.0,95.0,,
gfco ajaccio,France,,,,,,1501.0,2001.0,1001.0,,2751.0,,,,,1001.0,,,,2751.0,,2751.0,,95.0,,
juventus,Italy,,1.62,,,,1.07,1.44,1.62,,1.7,1.67,1.73,1.62,,1.72,,,,1.7,,1.7,1.67,,1.67,
roma,Italy,,5.5,,,,1.67,7.0,6.0,,6.0,5.0,5.5,5.5,,5.0,,,,6.0,,6.0,5.5,,4.4,
napoli,Italy,,11.0,,,,2.2,10.0,11.0,,12.0,11.0,9.0,11.0,,9.0,,,,12.0,,12.0,13.0,,9.34,
inter,Italy,,11.0,,,,2.65,13.0,12.0,,12.0,11.0,12.0,11.0,,9.0,,,,12.0,,12.0,13.0,,9.15,
lazio,Italy,,15.0,,,,2.88,17.0,13.0,,16.0,19.0,12.0,15.0,,19.0,,,,16.0,,16.0,17.0,,16.0,
ac milan,Italy,,13.0,,,,3.25,13.0,17.0,,18.0,17.0,17.0,15.0,,21.0,,,,18.0,,18.0,17.0,,11.7,
fiorentina,Italy,,29.0,,,,4.33,34.0,17.0,,31.0,34.0,17.0,17.0,,34.0,,,,31.0,,31.0,34.0,,19.4,
genoa,Italy,,201.0,,,,51.0,501.0,151.0,,501.0,501.0,501.0,251.0,,301.0,,,,501.0,,501.0,501.0,,417.0,
sampdoria,Italy,,201.0,,,,67.0,501.0,81.0,,501.0,201.0,101.0,101.0,,301.0,,,,501.0,,501.0,501.0,,403.0,
torino,Italy,,201.0,,,,67.0,501.0,101.0,,501.0,301.0,101.0,251.0,,251.0,,,,501.0,,501.0,601.0,,,
udinese,Italy,,201.0,,,,101.0,501.0,151.0,,501.0,351.0,501.0,151.0,,501.0,,,,501.0,,501.0,601.0,,844.0,
palermo,Italy,,501.0,,,,101.0,501.0,401.0,,1501.0,751.0,251.0,501.0,,751.0,,,,1501.0,,1501.0,1501.0,,844.0,
atalanta,Italy,,501.0,,,,151.0,1001.0,501.0,,2001.0,1501.0,1001.0,1001.0,,1001.0,,,,2001.0,,2001.0,2001.0,,844.0,
bologna,Italy,,2001.0,,,,251.0,2001.0,501.0,,2001.0,2001.0,2001.0,2001.0,,1501.0,,,,2001.0,,2001.0,2001.0,,844.0,
empoli,Italy,,501.0,,,,301.0,1001.0,501.0,,1501.0,2001.0,1001.0,1001.0,,2001.0,,,,1501.0,,1501.0,1751.0,,844.0,
sassuolo,Italy,,751.0,,,,151.0,1001.0,501.0,,2001.0,1251.0,2001.0,501.0,,751.0,,,,2001.0,,2001.0,2001.0,,844.0,
chievo,Italy,,1501.0,,,,501.0,2501.0,501.0,,2501.0,2001.0,2001.0,2001.0,,1001.0,,,,2501.0,,2501.0,2501.0,,844.0,
verona,Italy,,751.0,,,,151.0,1001.0,401.0,,2001.0,1501.0,1001.0,751.0,,501.0,,,,2001.0,,2001.0,2501.0,,844.0,
carpi fc,Italy,,2001.0,,,,601.0,5001.0,501.0,,5001.0,5001.0,2001.0,5001.0,,2501.0,,,,5001.0,,5001.0,5001.0,,844.0,
frosinone,Italy,,2001.0,,,,1001.0,5001.0,501.0,,5001.0,5001.0,2001.0,5001.0,,5001.0,,,,5001.0,,5001.0,5001.0,,844.0,
celtic,Scotland,1.04,1.04,1.03,1.03,1.03,1.03,1.02,1.04,1.02,1.03,1.03,1.03,1.03,1.03,1.02,1.03,,1.03,1.03,1.04,1.03,1.04,1.09,1.04,
aberdeen,Scotland,17.0,17.0,21.0,21.0,21.0,21.0,17.0,17.0,21.0,21.0,19.0,23.0,17.0,21.0,17.0,21.0,,21.0,21.0,17.0,21.0,15.0,17.6,16.5,
hearts,Scotland,29.0,21.0,21.0,21.0,21.0,26.0,21.0,21.0,26.0,21.0,21.0,26.0,21.0,21.0,21.0,21.0,,21.0,21.0,21.0,21.0,29.0,15.3,13.1,
dundee,Scotland,251.0,301.0,501.0,301.0,501.0,301.0,201.0,251.0,201.0,301.0,501.0,501.0,301.0,401.0,501.0,401.0,,401.0,301.0,251.0,301.0,251.0,95.0,184.0,
dundee utd,Scotland,251.0,401.0,251.0,401.0,251.0,151.0,301.0,251.0,301.0,201.0,501.0,501.0,251.0,201.0,251.0,501.0,,201.0,201.0,251.0,201.0,251.0,95.0,153.0,
inverness,Scotland,501.0,501.0,501.0,501.0,501.0,251.0,251.0,501.0,251.0,301.0,501.0,501.0,501.0,301.0,501.0,501.0,,301.0,301.0,251.0,301.0,501.0,95.0,190.0,
st johnstone,Scotland,251.0,1001.0,251.0,301.0,251.0,301.0,401.0,376.0,401.0,301.0,501.0,301.0,301.0,301.0,201.0,251.0,,301.0,301.0,251.0,301.0,276.0,95.0,194.0,
partick,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,751.0,1001.0,501.0,501.0,751.0,1001.0,1001.0,751.0,751.0,1501.0,1001.0,,751.0,751.0,1001.0,751.0,1001.0,95.0,151.0,
ross county,Scotland,1501.0,1001.0,501.0,1001.0,501.0,1001.0,501.0,251.0,751.0,1001.0,1001.0,501.0,501.0,1001.0,501.0,1001.0,,1001.0,1001.0,1001.0,1001.0,1501.0,95.0,151.0,
hamilton,Scotland,1501.0,2501.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,751.0,1501.0,1501.0,1001.0,1501.0,501.0,1001.0,,1501.0,751.0,1001.0,751.0,1501.0,95.0,151.0,
motherwell,Scotland,1001.0,2501.0,1001.0,1001.0,1001.0,751.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,,1001.0,1001.0,751.0,1001.0,1001.0,95.0,151.0,
kilmarnock,Scotland,2501.0,10001.0,1001.0,2001.0,1001.0,2501.0,5001.0,501.0,1001.0,2001.0,3501.0,1501.0,1251.0,2001.0,2501.0,2501.0,,2001.0,2001.0,1001.0,2001.0,2501.0,95.0,151.0,
ajax,Holland,,2.25,,2.25,,2.25,2.0,2.2,,,,,,,,,,,,,,,2.23,,
psv,Holland,,2.5,,2.6,,2.38,3.0,2.62,,,,,,,,,,,,,,,2.31,,
feyenoord,Holland,,5.0,,4.5,,5.2,4.5,4.5,,,,,,,,,,,,,,,3.85,,
vitesse,Holland,,51.0,,51.0,,26.0,26.0,51.0,,,,,,,,,,,,,,,19.0,,
az alkmaar,Holland,,51.0,,67.0,,34.0,67.0,31.0,,,,,,,,,,,,,,,29.0,,
twente,Holland,,51.0,,81.0,,67.0,67.0,61.0,,,,,,,,,,,,,,,29.0,,
heerenveen,Holland,,81.0,,81.0,,81.0,81.0,91.0,,,,,,,,,,,,,,,3.85,,
groningen,Holland,,201.0,,201.0,,151.0,201.0,201.0,,,,,,,,,,,,,,,1.95,,
zwolle,Holland,,201.0,,201.0,,151.0,67.0,201.0,,,,,,,,,,,,,,,3.85,,
utrecht,Holland,,501.0,,401.0,,201.0,501.0,276.0,,,,,,,,,,,,,,,3.85,,
willem ii,Holland,,501.0,,501.0,,501.0,501.0,501.0,,,,,,,,,,,,,,,3.85,,
nec nijmegen,Holland,,751.0,,501.0,,501.0,501.0,251.0,,,,,,,,,,,,,,,3.85,,
cambuur,Holland,,1001.0,,1001.0,,1001.0,1001.0,501.0,,,,,,,,,,,,,,,3.85,,
den haag,Holland,,1001.0,,1001.0,,1001.0,751.0,501.0,,,,,,,,,,,,,,,3.85,,
heracles,Holland,,1001.0,,1001.0,,1001.0,1001.0,501.0,,,,,,,,,,,,,,,285.0,,
de graafschap,Holland,,1501.0,,1001.0,,1001.0,1501.0,501.0,,,,,,,,,,,,,,,285.0,,
roda,Holland,,1501.0,,1001.0,,1001.0,1501.0,501.0,,,,,,,,,,,,,,,285.0,,
sbv excelsior,Holland,,1501.0,,1001.0,,1001.0,1501.0,501.0,,,,,,,,,,,,,,,285.0,,
porto,Portugal,,2.1,2.0,1.91,2.0,2.05,2.1,2.1,,,,,,,,,,,,,,,1.94,,
benfica,Portugal,,2.38,2.25,2.62,2.25,2.3,2.25,2.3,,,,,,,,,,,,,,,2.04,,
sporting lisbon,Portugal,,5.5,6.0,5.0,6.0,5.5,6.0,5.5,,,,,,,,,,,,,,,4.89,,
braga,Portugal,,67.0,67.0,81.0,67.0,67.0,81.0,81.0,,,,,,,,,,,,,,,19.0,,
guimaraes,Portugal,,151.0,201.0,151.0,201.0,201.0,,226.0,,,,,,,,,,,,,,,4.8,,
maritimo,Portugal,,151.0,251.0,201.0,251.0,201.0,,226.0,,,,,,,,,,,,,,,4.8,,
nacional madeira,Portugal,,151.0,251.0,151.0,251.0,201.0,,226.0,,,,,,,,,,,,,,,4.8,,
pacos ferreira,Portugal,,201.0,251.0,201.0,251.0,201.0,,226.0,,,,,,,,,,,,,,,4.8,,
belenenses,Portugal,,251.0,501.0,301.0,501.0,201.0,,226.0,,,,,,,,,,,,,,,4.8,,
boavista,Portugal,,251.0,501.0,301.0,501.0,251.0,,376.0,,,,,,,,,,,,,,,4.8,,
estoril,Portugal,,251.0,501.0,301.0,501.0,251.0,,226.0,,,,,,,,,,,,,,,4.8,,
moreirense,Portugal,,251.0,501.0,301.0,501.0,251.0,,501.0,,,,,,,,,,,,,,,4.8,,
rio ave,Portugal,,251.0,501.0,301.0,501.0,251.0,,501.0,,,,,,,,,,,,,,,4.8,,
academica viseu,Portugal,,751.0,751.0,751.0,751.0,501.0,,501.0,,,,,,,,,,,,,,,4.8,,
arouca,Portugal,,501.0,751.0,751.0,751.0,501.0,,501.0,,,,,,,,,,,,,,,4.8,,
tondela,Portugal,,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,,,,,,,,,,,,,,,4.8,,
u madeira,Portugal,,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,,,,,,,,,,,,,,,4.8,,
vitoria setubal,Portugal,,501.0,1001.0,751.0,1001.0,251.0,,501.0,,,,,,,,,,,,,,,4.8,,
fenerbahce,Turkey,,2.0,,,,2.0,2.38,,1.9,2.0,,,,,,,,,2.0,,2.0,1.91,,,
galatasaray,Turkey,,2.75,,,,2.8,2.62,,2.62,2.8,,,,,,,,,2.8,,2.8,2.65,,,
besiktas,Turkey,,8.0,,,,9.0,8.0,,7.0,9.0,,,,,,,,,9.0,,9.0,9.5,,,
trabzonspor,Turkey,,17.0,,,,15.0,9.0,,13.0,19.0,,,,,,,,,19.0,,19.0,21.0,,,
bursaspor,Turkey,,21.0,,,,19.0,21.0,,21.0,23.0,,,,,,,,,23.0,,23.0,23.0,,,
istanbul bb,Turkey,,34.0,,,,41.0,34.0,,41.0,47.0,,,,,,,,,47.0,,47.0,46.0,,,
kasimpasa,Turkey,,34.0,,,,41.0,34.0,,41.0,57.0,,,,,,,,,57.0,,57.0,61.0,,,
mersin i y,Turkey,,67.0,,,,67.0,67.0,,51.0,71.0,,,,,,,,,71.0,,71.0,66.0,,,
gaziantepspor,Turkey,,67.0,,,,81.0,51.0,,67.0,106.0,,,,,,,,,106.0,,106.0,111.0,,,
genclerbirligi,Turkey,,67.0,,,,81.0,51.0,,81.0,121.0,,,,,,,,,121.0,,121.0,121.0,,,
konyaspor,Turkey,,101.0,,,,101.0,151.0,,101.0,156.0,,,,,,,,,156.0,,156.0,151.0,,,
sivasspor,Turkey,,151.0,,,,201.0,151.0,,151.0,211.0,,,,,,,,,211.0,,211.0,201.0,,,
kayserispor,Turkey,,151.0,,,,201.0,201.0,,151.0,211.0,,,,,,,,,211.0,,211.0,226.0,,,
akhisar,Turkey,,101.0,,,,201.0,101.0,,176.0,256.0,,,,,,,,,256.0,,256.0,251.0,,,
rizespor,Turkey,,201.0,,,,251.0,151.0,,176.0,261.0,,,,,,,,,261.0,,261.0,276.0,,,
antalyaspor,Turkey,,201.0,,,,67.0,251.0,,151.0,281.0,,,,,,,,,281.0,,281.0,301.0,,,
eskisehirspor,Turkey,,151.0,,,,201.0,401.0,,226.0,206.0,,,,,,,,,206.0,,206.0,226.0,,,
osmanlispor,Turkey,,501.0,,,,501.0,501.0,,401.0,,,,,,,,,,,,,601.0,,,
