name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.04,1.02,1.04,1.03,1.04,1.03,1.03,1.04,1.04,1.03,1.04,1.06,1.03,1.04,1.02,1.04,,1.04,1.03,1.07,1.03,1.05,,1.09,,
bor dortmund,Germany,15.0,17.0,15.0,15.0,15.0,15.0,11.0,17.0,15.0,16.0,15.0,12.0,15.0,15.0,17.0,15.0,,15.0,16.0,10.0,16.0,10.0,,7.84,,
wolfsburg,Germany,51.0,51.0,41.0,51.0,41.0,34.0,21.0,41.0,41.0,81.0,51.0,51.0,51.0,29.0,41.0,41.0,,29.0,81.0,41.0,81.0,34.0,,15.3,,
schalke 04,Germany,81.0,81.0,51.0,81.0,51.0,81.0,34.0,56.0,67.0,81.0,67.0,51.0,101.0,81.0,67.0,67.0,,81.0,81.0,81.0,81.0,81.0,,190.0,,
bayer leverkusen,Germany,67.0,67.0,41.0,67.0,41.0,81.0,34.0,56.0,51.0,201.0,67.0,51.0,101.0,41.0,51.0,67.0,,41.0,201.0,67.0,201.0,61.0,,18.6,,
bor monchengladbach,Germany,401.0,,251.0,,251.0,201.0,201.0,301.0,251.0,1201.0,251.0,201.0,751.0,151.0,201.0,251.0,,151.0,1201.0,501.0,1201.0,201.0,,15.7,,
hamburg,Germany,751.0,,501.0,,501.0,501.0,501.0,301.0,501.0,1201.0,751.0,751.0,751.0,751.0,501.0,501.0,,751.0,1201.0,501.0,1201.0,301.0,,15.7,,
fc koln,Germany,751.0,,751.0,,751.0,501.0,501.0,501.0,501.0,1201.0,751.0,751.0,751.0,501.0,751.0,501.0,,501.0,1201.0,501.0,1201.0,601.0,,16.2,,
eintracht frankfurt,Germany,501.0,,751.0,,751.0,501.0,751.0,501.0,501.0,1201.0,501.0,501.0,501.0,501.0,501.0,501.0,,501.0,1201.0,501.0,1201.0,501.0,,17.1,,
hertha berlin,Germany,1501.0,,751.0,,751.0,501.0,751.0,501.0,751.0,1201.0,1001.0,401.0,1001.0,501.0,501.0,751.0,,501.0,1201.0,501.0,1201.0,501.0,,15.7,,
mainz 05,Germany,501.0,,751.0,,751.0,401.0,1001.0,501.0,501.0,1201.0,751.0,1501.0,751.0,751.0,501.0,501.0,,751.0,1201.0,501.0,1201.0,501.0,,29.0,,
werder bremen,Germany,501.0,,1001.0,,1001.0,301.0,1501.0,501.0,501.0,2001.0,751.0,1501.0,751.0,751.0,501.0,501.0,,751.0,2001.0,501.0,2001.0,501.0,,15.7,,
hoffenheim,Germany,501.0,,401.0,,401.0,501.0,2001.0,301.0,251.0,2001.0,751.0,1501.0,751.0,1001.0,751.0,401.0,,1001.0,2001.0,501.0,2001.0,301.0,,16.2,,
ingolstadt,Germany,2501.0,,1001.0,,1001.0,751.0,1501.0,501.0,751.0,1501.0,751.0,1001.0,1501.0,1501.0,2001.0,1001.0,,1501.0,1501.0,501.0,1501.0,601.0,,16.2,,
vfb stuttgart,Germany,1501.0,,1001.0,,1001.0,501.0,751.0,501.0,1501.0,3001.0,1001.0,401.0,1001.0,501.0,501.0,751.0,,501.0,3001.0,501.0,3001.0,501.0,,15.7,,
