name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.02,,1.01,1.02,1.02,1.02,1.01,,,,,,1.01,,1.02,,,1.01,,,,1.03,1.01,
vfl wolfsburg,Germany,,51.0,,51.0,41.0,67.0,41.0,81.0,,100.0,,,,67.0,,51.0,,,67.0,100.0,,100.0,32.0,34.0,
bayer leverkusen,Germany,,51.0,,51.0,51.0,51.0,51.0,51.0,,100.0,,,,51.0,,41.0,,,51.0,100.0,,100.0,38.0,6.82,
bor monchengladbach,Germany,,81.0,,81.0,101.0,81.0,101.0,101.0,,150.0,,,,101.0,,81.0,,,101.0,150.0,,150.0,67.0,,
schalke 04,Germany,,151.0,,151.0,151.0,151.0,151.0,101.0,,250.0,,,,151.0,,101.0,,,151.0,250.0,,250.0,52.0,155.0,
bor dortmund,Germany,,81.0,,126.0,67.0,101.0,101.0,101.0,,400.0,,,,101.0,,81.0,,,101.0,400.0,,400.0,86.0,,
hannover 96,Germany,,,,,251.0,401.0,501.0,501.0,,600.0,,,,501.0,,,,,501.0,600.0,,600.0,190.0,,
hoffenheim,Germany,,251.0,,301.0,251.0,251.0,251.0,301.0,,600.0,,,,251.0,,251.0,,,251.0,600.0,,600.0,219.0,,
mainz 05,Germany,,,,,501.0,501.0,401.0,501.0,,800.0,,,,501.0,,501.0,,,501.0,800.0,,800.0,67.0,,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,1500.0,,,,501.0,,,,,501.0,1500.0,,1500.0,485.0,,
hertha berlin,Germany,,,,,,,1501.0,501.0,,2000.0,,,,1001.0,,,,,1001.0,2000.0,,2000.0,52.0,,
augsburg,Germany,,,,,501.0,,2001.0,501.0,,800.0,,,,751.0,,,,,751.0,800.0,,800.0,124.0,,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,,2500.0,,,,1001.0,,,,,1001.0,2500.0,,2500.0,67.0,,
fc koln,Germany,,,,,,,1001.0,501.0,,2500.0,,,,751.0,,,,,751.0,2500.0,,2500.0,124.0,,
paderborn,Germany,,,,,,,2501.0,501.0,,2500.0,,,,751.0,,,,,751.0,2500.0,,2500.0,62.0,,
hamburg,Germany,,,,,,,2501.0,501.0,,2000.0,,,,1501.0,,,,,1501.0,2000.0,,2000.0,67.0,,
freiburg,Germany,,,,,,,2001.0,501.0,,3000.0,,,,1001.0,,,,,1001.0,3000.0,,3000.0,52.0,,
werder bremen,Germany,,,,,,,2001.0,501.0,,4000.0,,,,501.0,,,,,501.0,4000.0,,4000.0,52.0,,
real madrid,Spain,,1.44,,1.44,1.44,1.45,1.44,1.44,,1.45,,,,1.45,,1.44,,,1.45,1.45,,1.45,1.51,1.36,
barcelona,Spain,,2.75,,2.88,2.88,2.9,2.75,3.0,,3.0,,,,2.75,,2.88,,,2.75,3.0,,3.0,2.99,2.8,
atletico madrid,Spain,,23.0,,23.0,21.0,21.0,21.0,21.0,,23.0,,,,21.0,,21.0,,,21.0,23.0,,23.0,21.0,17.5,
valencia,Spain,,67.0,,81.0,67.0,81.0,81.0,81.0,,81.0,,,,81.0,,67.0,,,81.0,81.0,,81.0,48.0,37.0,
seville,Spain,,251.0,,301.0,251.0,251.0,251.0,201.0,,251.0,,,,251.0,,301.0,,,251.0,251.0,,251.0,86.0,91.0,
athletic bilbao,Spain,,,,,301.0,501.0,,301.0,,501.0,,,,301.0,,,,,301.0,501.0,,501.0,380.0,761.0,
villarreal,Spain,,401.0,,,301.0,501.0,,501.0,,501.0,,,,501.0,,501.0,,,501.0,501.0,,501.0,475.0,761.0,
malaga,Spain,,,,,1001.0,,,1001.0,,1001.0,,,,1001.0,,,,,1001.0,1001.0,,1001.0,3.85,761.0,
celta vigo,Spain,,,,,501.0,,,1001.0,,1001.0,,,,751.0,,,,,751.0,1001.0,,1001.0,950.0,761.0,
real sociedad,Spain,,,,,301.0,,,501.0,,2501.0,,,,751.0,,,,,751.0,2501.0,,2501.0,380.0,761.0,
espanyol,Spain,,,,,2001.0,,,1001.0,,2501.0,,,,2501.0,,,,,2501.0,2501.0,,2501.0,950.0,761.0,
getafe,Spain,,,,,1001.0,,,1001.0,,3001.0,,,,2501.0,,,,,2501.0,3001.0,,3001.0,950.0,761.0,
rayo vallecano,Spain,,,,,2001.0,,,1001.0,,3001.0,,,,2501.0,,,,,2501.0,3001.0,,3001.0,950.0,761.0,
almeria,Spain,,,,,3001.0,,,1001.0,,5001.0,,,,5001.0,,,,,5001.0,5001.0,,5001.0,950.0,761.0,
deportivo la coruna,Spain,,,,,2001.0,,,1001.0,,5001.0,,,,5001.0,,,,,5001.0,5001.0,,5001.0,950.0,761.0,
eibar,Spain,,,,,2001.0,,,1001.0,,5001.0,,,,5001.0,,,,,5001.0,5001.0,,5001.0,950.0,761.0,
elche,Spain,,,,,2001.0,,,1001.0,,5001.0,,,,5001.0,,,,,5001.0,5001.0,,5001.0,950.0,761.0,
granada,Spain,,,,,1501.0,,,1001.0,,5001.0,,,,2501.0,,,,,2501.0,5001.0,,5001.0,950.0,761.0,
levante,Spain,,,,,2001.0,,,1001.0,,5001.0,,,,5001.0,,,,,5001.0,5001.0,,5001.0,950.0,761.0,
cordoba,Spain,,,,,5001.0,,,1001.0,,5001.0,,,,7501.0,,,,,7501.0,5001.0,,5001.0,950.0,761.0,
chelsea,England,1.17,1.14,1.14,1.17,1.14,1.17,1.14,1.17,1.14,1.15,1.17,1.14,1.17,1.14,1.15,1.14,1.17,,1.14,1.15,,1.15,,1.21,1.22
man city,England,7.0,7.0,7.0,6.5,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,,7.4,7.73
man utd,England,51.0,41.0,41.0,41.0,41.0,41.0,41.0,51.0,41.0,41.0,29.0,34.0,34.0,41.0,34.0,34.0,34.0,,41.0,41.0,,41.0,,28.0,51.0
southampton,England,67.0,67.0,51.0,67.0,51.0,51.0,67.0,67.0,67.0,67.0,51.0,51.0,51.0,67.0,67.0,51.0,67.0,,67.0,67.0,,67.0,,62.0,55.0
arsenal,England,81.0,67.0,51.0,67.0,51.0,67.0,51.0,51.0,67.0,67.0,67.0,51.0,67.0,67.0,67.0,67.0,67.0,,67.0,67.0,,67.0,,15.6,100.0
liverpool,England,151.0,151.0,201.0,151.0,201.0,151.0,151.0,201.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,101.0,151.0,,151.0,151.0,,151.0,,19.4,199.0
everton,England,451.0,401.0,401.0,401.0,401.0,501.0,401.0,251.0,401.0,501.0,401.0,301.0,251.0,401.0,301.0,501.0,401.0,,401.0,501.0,,501.0,,1.97,496.0
tottenham,England,501.0,401.0,501.0,501.0,501.0,501.0,501.0,201.0,501.0,501.0,501.0,301.0,251.0,501.0,401.0,501.0,401.0,,501.0,501.0,,501.0,,97.0,496.0
