name,country,max,min,mean,median,twentyfive,seventyfive
bayern munich,Germany,1.12,1.05,1.0818181818181818,1.0750000000000002,1.0600000000000001,1.1074999999999999
bor dortmund,Germany,15.0,8.79,11.126818181818182,11.0,10.0,12.0
wolfsburg,Germany,28.0,13.0,20.318181818181817,21.0,19.0,21.0
bayer leverkusen,Germany,67.0,21.0,38.772727272727273,41.0,34.0,41.0
schalke 04,Germany,151.0,51.0,76.681818181818187,78.0,51.0,81.0
bor monchengladbach,Germany,251.0,27.0,121.77272727272727,101.0,67.0,144.75
eintracht frankfurt,Germany,751.0,28.0,504.66666666666669,501.0,501.0,501.0
fc koln,Germany,751.0,28.0,445.14285714285717,401.0,401.0,501.0
augsburg,Germany,1001.0,28.0,623.71428571428567,501.0,501.0,751.0
hamburg,Germany,1001.0,28.0,652.35000000000002,501.0,501.0,813.5
hoffenheim,Germany,1001.0,28.0,440.38095238095241,351.0,301.0,501.0
mainz 05,Germany,1001.0,28.0,461.8095238095238,501.0,401.0,501.0
hertha berlin,Germany,1501.0,28.0,835.61904761904759,751.0,751.0,1001.0
vfb stuttgart,Germany,1501.0,28.0,711.80952380952385,751.0,501.0,1001.0
werder bremen,Germany,1501.0,28.0,564.19047619047615,501.0,401.0,701.0
ingolstadt,Germany,2501.0,28.0,1109.4285714285713,1001.0,1001.0,1001.0
hannover,Germany,3001.0,28.0,1061.8095238095239,751.0,501.0,1001.0
darmstadt,Germany,6001.0,28.0,2823.7142857142858,2501.0,1751.0,2501.0
barcelona,Spain,1.67,1.5,1.5862499999999999,1.5700000000000001,1.5700000000000001,1.6200000000000001
real madrid,Spain,2.79,2.5,2.6708333333333329,2.6399999999999997,2.6200000000000001,2.75
atletico madrid,Spain,19.0,2.3,14.145833333333334,15.0,13.0,15.5
valencia,Spain,153.0,51.0,79.5,81.0,65.75,101.0
seville,Spain,126.0,51.0,90.333333333333329,81.0,75.25,101.0
villarreal,Spain,276.0,101.0,211.29166666666666,201.0,201.0,251.0
celta vigo,Spain,1001.0,95.0,488.39130434782606,501.0,401.0,501.0
real sociedad,Spain,1001.0,95.0,819.9545454545455,1001.0,751.0,1001.0
athletic bilbao,Spain,1001.0,201.0,481.875,501.0,262.25,501.0
malaga,Spain,1251.0,95.0,793.375,1001.0,501.0,1001.0
espanyol,Spain,1501.0,95.0,1012.5652173913044,1001.0,875.5,1126.0
betis,Spain,5001.0,95.0,2331.318181818182,2001.0,1001.0,4001.0
rayo vallecano,Spain,5001.0,95.0,1944.9545454545455,2251.0,1001.0,2501.0
deportivo la coruna,Spain,10001.0,95.0,2899.4545454545455,2001.0,1626.0,5000.75
eibar,Spain,10001.0,95.0,3808.5454545454545,4500.5,2501.0,5001.0
getafe,Spain,10001.0,95.0,3922.181818181818,5001.0,2126.0,5001.0
gijon,Spain,10001.0,95.0,3808.5454545454545,5001.0,2126.0,5001.0
granada,Spain,10001.0,95.0,3694.909090909091,5000.5,2126.0,5001.0
levante,Spain,10001.0,95.0,3944.909090909091,5001.0,2501.0,5001.0
ud las palmas,Spain,10001.0,95.0,3626.7272727272725,5001.0,1001.0,5001.0
man city,England,1.51,1.44,1.4820833333333334,1.5,1.4474999999999998,1.5
arsenal,England,7.04,5.5,6.4016666666666664,6.3499999999999996,6.0,7.0
chelsea,England,7.79,6.0,6.7537500000000001,7.0,6.5,7.0
man utd,England,19.3,11.0,15.4,15.0,15.0,17.0
liverpool,England,51.0,34.0,42.875,41.0,40.75,50.25
tottenham,England,401.0,150.0,276.625,251.0,251.0,304.25
everton,England,781.0,401.0,627.41666666666663,676.0,501.0,751.0
swansea,England,1501.0,496.0,943.25,1001.0,751.0,1001.0
crystal palace,England,2501.0,401.0,925.45833333333337,1001.0,751.0,1001.0
southampton,England,2501.0,351.0,853.625,751.0,738.5,1001.0
aston villa,England,5001.0,496.0,2953.7391304347825,2001.0,2001.0,5001.0
leicester,England,5001.0,496.0,1745.375,1501.0,1501.0,2001.0
newcastle,England,5001.0,496.0,2559.875,2751.0,1876.0,3001.0
stoke,England,5001.0,496.0,1955.7083333333333,1501.0,1501.0,2501.0
west ham,England,5001.0,496.0,1695.2916666666667,1501.0,1001.0,2001.0
bournemouth,England,7501.0,496.0,3866.7391304347825,3001.0,2251.0,5001.0
west brom,England,7501.0,496.0,3051.5652173913045,2001.0,1626.0,3501.0
norwich,England,8001.0,496.0,4562.391304347826,5001.0,3750.5,5001.0
watford,England,8001.0,496.0,5105.869565217391,5001.0,5000.5,7501.0
sunderland,England,10001.0,496.0,5149.391304347826,5001.0,3501.0,7501.0
psg,France,1.08,1.02,1.0485714285714285,1.05,1.04,1.0600000000000001
monaco,France,21.0,9.55,16.359523809523811,17.0,17.0,17.0
lyon,France,21.0,11.0,14.990476190476191,15.0,14.800000000000001,15.0
marseille,France,101.0,34.0,54.571428571428569,51.0,51.0,61.0
st etienne,France,101.0,51.0,82.75,82.5,70.0,101.0
bordeaux,France,251.0,95.0,148.90000000000001,151.0,126.0,151.0
lille,France,501.0,95.0,264.19999999999999,201.0,201.0,251.0
nantes,France,801.0,95.0,525.70000000000005,501.0,501.0,501.0
montpellier,France,1000.0,95.0,429.30000000000001,338.5,251.0,501.0
nice,France,1001.0,95.0,558.20000000000005,501.0,476.0,751.0
rennes,France,1001.0,95.0,408.19999999999999,351.0,288.5,501.0
toulouse,France,1001.0,95.0,708.20000000000005,751.0,501.0,851.0
caen,France,1251.0,95.0,805.70000000000005,876.0,688.5,1001.0
guingamp,France,1501.0,95.0,775.70000000000005,751.0,713.5,1001.0
lorient,France,1501.0,95.0,670.70000000000005,526.0,501.0,751.0
reims,France,1501.0,95.0,895.70000000000005,901.0,751.0,1001.0
bastia,France,2001.0,95.0,945.70000000000005,901.0,688.5,1001.0
troyes,France,2001.0,95.0,1270.7,1501.0,1001.0,1501.0
angers,France,2501.0,95.0,1316.4736842105262,1301.0,1001.0,1501.0
gfco ajaccio,France,2751.0,95.0,1624.3684210526317,1501.0,1001.0,2001.0
juventus,Italy,2.0,1.14,1.8829999999999998,1.9099999999999999,1.9074999999999998,1.95
roma,Italy,3.57,1.4,3.3734999999999999,3.5,3.5,3.5
inter,Italy,11.0,2.0,8.6769999999999996,9.0,7.875,9.625
napoli,Italy,15.0,2.3,12.234999999999999,13.0,12.0,13.0
ac milan,Italy,21.0,2.62,16.321000000000002,17.0,16.875,17.0
lazio,Italy,32.0,3.3,24.365000000000002,26.0,22.5,26.75
fiorentina,Italy,36.0,4.5,28.024999999999999,27.0,26.0,34.0
torino,Italy,401.0,67.0,214.0,251.0,151.0,251.0
genoa,Italy,501.0,67.0,359.42105263157896,401.0,251.0,501.0
palermo,Italy,501.0,95.0,388.84210526315792,401.0,326.0,501.0
sampdoria,Italy,501.0,67.0,173.44999999999999,151.0,151.0,160.75
udinese,Italy,751.0,95.0,385.69999999999999,501.0,251.0,501.0
atalanta,Italy,1501.0,95.0,800.64999999999998,1000.5,501.0,1001.0
chievo,Italy,2001.0,95.0,927.0,1001.0,501.0,1251.0
sassuolo,Italy,2001.0,95.0,569.10526315789468,501.0,401.0,501.0
bologna,Italy,2501.0,95.0,1729.6315789473683,2001.0,751.0,2501.0
empoli,Italy,2501.0,95.0,1390.1578947368421,1501.0,751.0,2001.0
verona,Italy,2501.0,95.0,1238.8421052631579,1001.0,751.0,2001.0
carpi fc,Italy,5001.0,95.0,3432.2105263157896,5001.0,801.0,5001.0
frosinone,Italy,5001.0,95.0,3453.2631578947367,5001.0,1001.0,5001.0
celtic,Scotland,1.09,1.02,1.0256521739130435,1.02,1.02,1.0249999999999999
aberdeen,Scotland,19.0,13.1,16.930434782608696,17.0,17.0,17.0
hearts,Scotland,41.0,19.4,30.713043478260868,29.0,26.0,34.0
dundee,Scotland,501.0,95.0,398.69565217391306,501.0,276.0,501.0
dundee utd,Scotland,1001.0,95.0,524.73913043478262,501.0,301.0,551.0
inverness,Scotland,1001.0,95.0,543.21739130434787,501.0,501.0,501.0
ross county,Scotland,1001.0,95.0,504.78260869565219,301.0,201.0,1001.0
hamilton,Scotland,2501.0,95.0,852.3478260869565,501.0,501.0,1126.0
motherwell,Scotland,2501.0,95.0,937.39130434782612,751.0,626.0,1001.0
partick,Scotland,2501.0,95.0,1013.2173913043479,1001.0,751.0,1126.0
st johnstone,Scotland,2501.0,95.0,579.52173913043475,501.0,338.5,501.0
kilmarnock,Scotland,10001.0,95.0,2948.2608695652175,2501.0,2001.0,3501.0
ajax,Holland,2.4,1.91,2.1788235294117646,2.1000000000000001,2.1000000000000001,2.3999999999999999
psv,Holland,2.88,2.25,2.4447058823529413,2.3799999999999999,2.2999999999999998,2.5
feyenoord,Holland,7.0,5.0,5.868235294117647,6.0,5.5599999999999996,6.0
vitesse,Holland,51.0,21.0,30.235294117647058,29.0,26.0,34.0
az alkmaar,Holland,101.0,32.0,51.941176470588232,51.0,41.0,67.0
twente,Holland,101.0,51.0,75.470588235294116,71.0,67.0,101.0
heerenveen,Holland,101.0,67.0,83.882352941176464,81.0,81.0,91.0
zwolle,Holland,201.0,67.0,176.11764705882354,201.0,151.0,201.0
groningen,Holland,251.0,151.0,201.11764705882354,201.0,195.0,209.0
utrecht,Holland,501.0,126.0,246.11764705882354,251.0,201.0,251.0
willem ii,Holland,501.0,285.0,485.35294117647061,501.0,501.0,501.0
nec nijmegen,Holland,751.0,251.0,508.88235294117646,501.0,351.0,751.0
den haag,Holland,1001.0,285.0,811.82352941176475,751.0,751.0,1001.0
cambuur,Holland,1501.0,285.0,829.47058823529414,751.0,501.0,1001.0
heracles,Holland,1501.0,251.0,823.58823529411768,751.0,751.0,1001.0
roda,Holland,1501.0,251.0,729.47058823529414,751.0,501.0,801.0
sbv excelsior,Holland,1501.0,285.0,964.76470588235293,1001.0,901.0,1001.0
de graafschap,Holland,2501.0,285.0,1220.6470588235295,1001.0,901.0,1501.0
porto,Portugal,2.15,1.94,2.0536363636363637,2.0,2.0,2.125
benfica,Portugal,2.65,2.25,2.4654545454545453,2.5,2.335,2.5750000000000002
sporting lisbon,Portugal,6.0,4.8,5.2999999999999998,5.0,5.0,5.5
braga,Portugal,151.0,61.0,82.454545454545453,81.0,64.0,81.0
guimaraes,Portugal,226.0,81.0,181.5,201.0,201.0,201.0
maritimo,Portugal,251.0,95.0,197.90000000000001,213.5,151.0,251.0
nacional madeira,Portugal,251.0,95.0,192.90000000000001,201.0,151.0,244.75
pacos ferreira,Portugal,251.0,95.0,212.90000000000001,213.5,201.0,251.0
belenenses,Portugal,501.0,95.0,267.89999999999998,251.0,232.25,301.0
boavista,Portugal,501.0,95.0,337.89999999999998,301.0,263.5,469.75
estoril,Portugal,501.0,95.0,322.89999999999998,301.0,251.0,451.0
rio ave,Portugal,501.0,95.0,230.40000000000001,251.0,101.0,301.0
academica viseu,Portugal,751.0,95.0,615.39999999999998,751.0,563.5,751.0
arouca,Portugal,751.0,95.0,380.39999999999998,501.0,151.0,501.0
moreirense,Portugal,1001.0,95.0,485.39999999999998,501.0,501.0,501.0
tondela,Portugal,1001.0,95.0,860.39999999999998,1001.0,1001.0,1001.0
u madeira,Portugal,1001.0,95.0,710.39999999999998,751.0,501.0,1001.0
vitoria setubal,Portugal,1001.0,95.0,635.39999999999998,626.0,501.0,751.0
fenerbahce,Turkey,2.25,1.71,1.9137500000000001,1.8700000000000001,1.8,1.9575
galatasaray,Turkey,3.7,2.62,3.0550000000000002,2.9750000000000001,2.7549999999999999,3.3125
besiktas,Turkey,8.5,6.25,7.21875,7.0,7.0,7.25
trabzonspor,Turkey,21.0,10.0,15.375,16.0,13.0,17.0
istanbul bb,Turkey,71.0,34.0,51.625,46.0,41.0,67.0
kasimpasa,Turkey,71.0,34.0,50.375,41.0,41.0,67.0
genclerbirligi,Turkey,101.0,51.0,69.5,67.0,63.0,73.5
mersin i y,Turkey,101.0,51.0,73.5,67.0,67.0,75.5
bursaspor,Turkey,111.0,15.0,53.75,30.0,21.0,101.0
konyaspor,Turkey,151.0,101.0,122.875,113.5,101.0,151.0
kayserispor,Turkey,201.0,101.0,151.0,151.0,126.0,163.5
akhisar,Turkey,251.0,101.0,160.375,138.5,101.0,213.5
gaziantepspor,Turkey,251.0,51.0,122.375,101.0,77.5,144.75
rizespor,Turkey,251.0,101.0,188.5,176.0,151.0,251.0
sivasspor,Turkey,251.0,101.0,166.625,151.0,144.75,201.0
antalyaspor,Turkey,276.0,67.0,142.5,103.5,70.0,213.5
eskisehirspor,Turkey,501.0,101.0,279.125,238.5,188.5,401.0
osmanlispor,Turkey,501.0,151.0,332.25,276.0,238.5,501.0
