name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.1,1.1,1.07,1.07,1.07,1.07,1.05,1.06,,,1.08,,1.07,1.06,1.08,,1.09,1.06,,1.12,,1.04,1.1,1.04,
wolfsburg,Germany,17.0,17.0,21.0,19.0,21.0,17.0,21.0,19.0,,,21.0,,17.0,19.0,17.0,,16.0,19.0,,17.0,,21.0,21.0,18.9,
bor dortmund,Germany,21.0,17.0,21.0,19.0,21.0,19.0,21.0,21.0,,,21.0,,17.0,21.0,21.0,,17.5,21.0,,19.0,,23.0,6.13,1.66,
bayer leverkusen,Germany,41.0,34.0,41.0,41.0,41.0,41.0,34.0,34.0,,,41.0,,41.0,41.0,34.0,,36.0,41.0,,34.0,,31.0,6.13,1.93,
bor monchengladbach,Germany,41.0,34.0,41.0,41.0,41.0,41.0,41.0,41.0,,,41.0,,41.0,41.0,41.0,,38.0,41.0,,41.0,,46.0,30.0,24.0,
schalke 04,Germany,51.0,41.0,51.0,41.0,51.0,51.0,67.0,41.0,,,101.0,,51.0,67.0,41.0,,48.0,67.0,,51.0,,67.0,6.13,37.0,
mainz 05,Germany,501.0,501.0,501.0,501.0,501.0,401.0,501.0,501.0,,,501.0,,501.0,501.0,501.0,,451.0,501.0,,501.0,,601.0,6.13,97.0,
augsburg,Germany,501.0,301.0,251.0,501.0,251.0,501.0,751.0,501.0,,,501.0,,501.0,251.0,501.0,,451.0,251.0,,501.0,,751.0,6.13,97.0,
eintracht frankfurt,Germany,501.0,501.0,401.0,501.0,401.0,501.0,501.0,501.0,,,751.0,,501.0,501.0,501.0,,451.0,501.0,,501.0,,501.0,6.13,97.0,
fc koln,Germany,751.0,501.0,501.0,751.0,501.0,501.0,751.0,501.0,,,1001.0,,751.0,751.0,751.0,,651.0,751.0,,751.0,,751.0,6.13,97.0,
hamburg,Germany,501.0,301.0,751.0,501.0,751.0,501.0,751.0,501.0,,,1001.0,,751.0,751.0,501.0,,501.0,751.0,,501.0,,,6.13,97.0,
hannover,Germany,501.0,501.0,501.0,501.0,501.0,501.0,751.0,501.0,,,1001.0,,751.0,501.0,751.0,,651.0,501.0,,1001.0,,751.0,6.13,97.0,
hertha berlin,Germany,1001.0,751.0,751.0,751.0,751.0,501.0,1001.0,501.0,,,1001.0,,751.0,751.0,751.0,,701.0,751.0,,751.0,,1001.0,6.13,97.0,
vfb stuttgart,Germany,501.0,501.0,251.0,401.0,251.0,301.0,751.0,501.0,,,751.0,,751.0,501.0,501.0,,451.0,501.0,,501.0,,1001.0,6.13,97.0,
werder bremen,Germany,501.0,301.0,251.0,501.0,251.0,301.0,1001.0,501.0,,,1001.0,,751.0,501.0,751.0,,501.0,501.0,,501.0,,1001.0,6.13,97.0,
hoffenheim,Germany,251.0,251.0,251.0,251.0,251.0,251.0,751.0,251.0,,,751.0,,501.0,251.0,501.0,,301.0,251.0,,251.0,,1001.0,48.0,43.0,
ingolstadt,Germany,1501.0,1501.0,1001.0,1001.0,1001.0,751.0,2001.0,501.0,,,2501.0,,2501.0,1001.0,2001.0,,1001.0,1001.0,,1001.0,,2001.0,6.32,1.93,
darmstadt,Germany,2501.0,1501.0,2501.0,1501.0,2501.0,1001.0,5001.0,501.0,,,5001.0,,2501.0,2501.0,2501.0,,1001.0,2501.0,,1501.0,,5001.0,6.32,1.93,
barcelona,Spain,1.62,1.67,1.73,1.67,1.73,1.62,1.62,1.67,1.62,1.65,1.62,1.62,1.67,1.73,1.61,1.73,1.6,1.73,1.65,1.67,1.65,1.71,1.69,1.66,
real madrid,Spain,2.75,2.62,2.63,2.6,2.63,2.75,2.62,2.5,2.5,2.7,2.62,2.62,2.5,2.5,2.5,2.5,2.45,2.5,2.7,2.75,2.7,2.6,2.67,2.63,
atletico madrid,Spain,17.0,17.0,23.0,23.0,23.0,21.0,21.0,15.0,15.0,16.0,21.0,17.0,21.0,17.0,17.0,15.0,16.0,17.0,16.0,19.0,16.0,15.0,20.0,17.5,
valencia,Spain,51.0,34.0,67.0,51.0,67.0,34.0,51.0,34.0,41.0,51.0,67.0,67.0,67.0,41.0,51.0,34.0,47.0,41.0,51.0,67.0,51.0,41.0,42.0,43.0,
seville,Spain,51.0,51.0,67.0,51.0,67.0,41.0,51.0,51.0,41.0,51.0,67.0,67.0,67.0,51.0,51.0,41.0,49.0,51.0,51.0,67.0,51.0,41.0,90.0,82.0,
villarreal,Spain,101.0,101.0,301.0,251.0,301.0,101.0,251.0,226.0,101.0,251.0,301.0,201.0,301.0,151.0,251.0,251.0,190.0,151.0,251.0,201.0,251.0,101.0,285.0,247.0,
athletic bilbao,Spain,201.0,101.0,401.0,301.0,401.0,201.0,251.0,301.0,201.0,251.0,501.0,501.0,501.0,251.0,251.0,251.0,221.0,251.0,251.0,251.0,251.0,201.0,95.0,330.0,
celta vigo,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,501.0,1001.0,501.0,751.0,501.0,701.0,501.0,1001.0,1001.0,1001.0,,475.0,844.0,
malaga,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,501.0,751.0,501.0,651.0,501.0,1001.0,751.0,1001.0,501.0,475.0,844.0,
real sociedad,Spain,1001.0,501.0,501.0,751.0,501.0,501.0,1001.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,751.0,751.0,501.0,701.0,751.0,1001.0,751.0,1001.0,,475.0,844.0,
espanyol,Spain,1001.0,1001.0,751.0,1001.0,751.0,751.0,1001.0,501.0,751.0,1501.0,1501.0,1001.0,1001.0,751.0,1001.0,751.0,851.0,751.0,1501.0,1001.0,1501.0,1001.0,475.0,844.0,
