name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.13,1.1,1.1,1.11,1.1,1.11,1.1,1.12,1.1,1.1,1.11,1.12,1.08,1.12,,1.14,1.12,,1.12,1.1,1.13,1.1,1.14,1.13,
bor dortmund,Germany,9.0,8.0,7.5,8.0,7.5,7.5,8.0,8.0,8.0,7.0,9.0,9.0,9.0,7.5,,7.0,8.0,,7.5,7.0,6.75,7.0,8.03,7.79,
bayer leverkusen,Germany,21.0,26.0,26.0,21.0,26.0,21.0,21.0,26.0,21.0,51.0,26.0,34.0,34.0,26.0,,21.0,26.0,,26.0,51.0,13.0,51.0,24.0,19.4,
vfl wolfsburg,Germany,67.0,67.0,51.0,67.0,51.0,67.0,67.0,67.0,51.0,101.0,51.0,67.0,81.0,67.0,,67.0,67.0,,67.0,101.0,67.0,101.0,105.0,97.0,
schalke 04,Germany,101.0,67.0,51.0,51.0,51.0,51.0,81.0,67.0,51.0,201.0,67.0,101.0,101.0,67.0,,81.0,81.0,,67.0,201.0,67.0,201.0,561.0,223.0,
bor monchengladbach,Germany,201.0,101.0,101.0,126.0,101.0,101.0,251.0,151.0,101.0,176.0,201.0,151.0,201.0,151.0,,201.0,151.0,,151.0,176.0,67.0,176.0,171.0,97.0,
hoffenheim,Germany,101.0,151.0,151.0,151.0,151.0,251.0,151.0,151.0,201.0,131.0,151.0,101.0,201.0,151.0,,251.0,151.0,,151.0,131.0,101.0,131.0,276.0,159.0,
mainz 05,Germany,301.0,251.0,251.0,301.0,251.0,401.0,401.0,501.0,401.0,301.0,351.0,301.0,501.0,251.0,,401.0,351.0,,251.0,301.0,151.0,301.0,428.0,223.0,
hannover 96,Germany,1001.0,501.0,501.0,751.0,501.0,501.0,501.0,501.0,501.0,501.0,751.0,751.0,1001.0,501.0,,751.0,601.0,,501.0,501.0,251.0,501.0,105.0,87.0,
fc koln,Germany,1001.0,751.0,751.0,751.0,751.0,751.0,1001.0,501.0,751.0,801.0,1001.0,1001.0,1001.0,751.0,,1001.0,1001.0,,751.0,801.0,251.0,801.0,209.0,97.0,
