name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.0,1.01,,1.01,,1.01,1.01,1.01,1.01,,,,1.01,1.01,,1.01,1.01,,1.01,,1.01,,,1.01,
vfl wolfsburg,Germany,41.0,67.0,,41.0,,67.0,51.0,81.0,67.0,85.0,,,51.0,51.0,,67.0,67.0,,51.0,85.0,51.0,85.0,,34.0,
bayer leverkusen,Germany,34.0,67.0,,51.0,,67.0,67.0,67.0,67.0,100.0,,,51.0,67.0,,67.0,67.0,,67.0,100.0,75.0,100.0,,46.0,
schalke 04,Germany,151.0,151.0,,151.0,,151.0,201.0,151.0,151.0,250.0,,,151.0,151.0,,151.0,151.0,,151.0,250.0,151.0,250.0,,252.0,
bor monchengladbach,Germany,501.0,101.0,,101.0,,101.0,126.0,126.0,101.0,200.0,,,101.0,101.0,,126.0,101.0,,101.0,200.0,101.0,200.0,,80.0,
hoffenheim,Germany,751.0,251.0,,301.0,,301.0,501.0,301.0,251.0,500.0,,,251.0,251.0,,251.0,,,251.0,500.0,151.0,500.0,,218.0,
bor dortmund,Germany,751.0,101.0,,501.0,,151.0,501.0,126.0,126.0,800.0,,,126.0,251.0,,176.0,126.0,,251.0,800.0,251.0,800.0,95.0,126.0,
hannover 96,Germany,1501.0,,,,,501.0,501.0,501.0,,1000.0,,,501.0,501.0,,,501.0,,501.0,1000.0,751.0,1000.0,,761.0,
mainz 05,Germany,1501.0,,,,,501.0,401.0,501.0,401.0,1000.0,,,501.0,501.0,,,501.0,,501.0,1000.0,501.0,1000.0,,761.0,
eintracht frankfurt,Germany,1501.0,,,,,,1001.0,501.0,,1500.0,,,,501.0,,,,,501.0,1500.0,751.0,1500.0,,761.0,
augsburg,Germany,1001.0,,,,,,2001.0,501.0,,500.0,,,,501.0,,,,,501.0,500.0,501.0,500.0,,238.0,
vfb stuttgart,Germany,1001.0,,,,,,1001.0,501.0,501.0,2500.0,,,,751.0,,,,,751.0,2500.0,1001.0,2500.0,,761.0,
fc koln,Germany,1501.0,,,,,,1001.0,501.0,,2500.0,,,,751.0,,,,,751.0,2500.0,1001.0,2500.0,,761.0,
hertha berlin,Germany,2501.0,,,,,,1501.0,501.0,,2000.0,,,,1001.0,,,,,1001.0,2000.0,1001.0,2000.0,,761.0,
paderborn,Germany,1501.0,,,,,,2501.0,501.0,,2500.0,,,,751.0,,,,,751.0,2500.0,1001.0,2500.0,,761.0,
hamburg,Germany,2501.0,,,,,,2501.0,501.0,,2000.0,,,,1501.0,,,,,1501.0,2000.0,1001.0,2000.0,,761.0,
werder bremen,Germany,4001.0,,,,,,2001.0,501.0,,4000.0,,,,751.0,,,,,751.0,4000.0,1001.0,4000.0,,761.0,
freiburg,Germany,5001.0,,,,,,2001.0,501.0,,3000.0,,,,1501.0,,,,,1501.0,3000.0,1001.0,3000.0,,761.0,
real madrid,Spain,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,,1.45,,,1.44,1.44,,1.44,1.45,1.44,,1.45,1.44,1.45,1.49,1.02,
barcelona,Spain,2.88,2.75,2.75,2.8,2.75,2.75,2.75,2.88,,3.0,,,2.75,2.75,,2.88,2.88,2.85,,3.0,2.88,3.0,2.95,1.02,
atletico madrid,Spain,26.0,21.0,21.0,26.0,21.0,21.0,21.0,21.0,,26.0,,,21.0,21.0,,21.0,21.0,23.0,,23.0,26.0,26.0,21.0,1.97,
valencia,Spain,251.0,101.0,101.0,151.0,101.0,81.0,201.0,101.0,,251.0,,,81.0,101.0,,81.0,151.0,175.0,,101.0,201.0,251.0,95.0,1.97,
seville,Spain,401.0,251.0,251.0,301.0,251.0,151.0,201.0,251.0,,401.0,,,251.0,251.0,,251.0,251.0,301.0,,501.0,401.0,401.0,228.0,1.97,
villarreal,Spain,501.0,,301.0,,301.0,,,501.0,,501.0,,,301.0,501.0,,501.0,,451.0,,501.0,501.0,501.0,950.0,1.02,
athletic bilbao,Spain,1001.0,,301.0,,301.0,,,501.0,,1001.0,,,501.0,501.0,,501.0,,,,501.0,1001.0,1001.0,380.0,,
celta vigo,Spain,751.0,,501.0,,501.0,,,1001.0,,1501.0,,,751.0,751.0,,,,,,1001.0,501.0,1501.0,950.0,,
malaga,Spain,1501.0,,1001.0,,1001.0,,,1001.0,,1501.0,,,2001.0,1501.0,,,,,,1001.0,1001.0,1501.0,15.3,,
rayo vallecano,Spain,2501.0,,2001.0,,2001.0,,,1001.0,,2501.0,,,,2501.0,,,,,,2501.0,,2501.0,950.0,,
real sociedad,Spain,5001.0,,301.0,,301.0,,,1001.0,,2001.0,,,,1001.0,,,,,,2501.0,,2001.0,380.0,,
espanyol,Spain,5001.0,,2001.0,,2001.0,,,1001.0,,2501.0,,,,2501.0,,,,,,2501.0,,2501.0,950.0,,
getafe,Spain,1001.0,,1001.0,,1001.0,,,1001.0,,5001.0,,,2001.0,2501.0,,,,,,3001.0,1001.0,5001.0,950.0,,
granada,Spain,7501.0,,1501.0,,1501.0,,,1001.0,,5001.0,,,,2501.0,,,,,,5001.0,,5001.0,950.0,,
deportivo la coruna,Spain,10001.0,,2001.0,,2001.0,,,1001.0,,5001.0,,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
elche,Spain,10001.0,,2001.0,,2001.0,,,1001.0,,5001.0,,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
levante,Spain,10001.0,,2001.0,,2001.0,,,1001.0,,5001.0,,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
almeria,Spain,20001.0,,3001.0,,3001.0,,,1001.0,,5001.0,,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
cordoba,Spain,20001.0,,5001.0,,5001.0,,,1001.0,,5001.0,,,,7501.0,,,,,,5001.0,,5001.0,950.0,,
eibar,Spain,20001.0,,2001.0,,2001.0,,,1001.0,,5001.0,,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
chelsea,England,1.29,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.22,1.25,1.29,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,,1.28,1.31
man city,England,5.0,5.5,5.5,5.0,5.5,5.0,5.5,5.5,5.5,5.0,4.5,5.5,5.0,5.0,5.5,5.5,5.0,4.8,5.0,5.0,5.0,5.0,,5.66,5.55
man utd,England,26.0,34.0,34.0,29.0,34.0,29.0,34.0,31.0,34.0,31.0,29.0,26.0,29.0,26.0,29.0,29.0,29.0,27.0,26.0,31.0,26.0,31.0,,28.0,30.0
arsenal,England,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,67.0,51.0,51.0,51.0,51.0,51.0,51.0,48.0,51.0,51.0,51.0,51.0,,58.0,55.0
southampton,England,101.0,101.0,81.0,126.0,81.0,81.0,126.0,67.0,101.0,101.0,126.0,101.0,81.0,81.0,101.0,101.0,101.0,92.0,81.0,101.0,101.0,101.0,,136.0,100.0
liverpool,England,251.0,201.0,201.0,251.0,201.0,201.0,201.0,201.0,201.0,251.0,251.0,151.0,151.0,151.0,201.0,201.0,201.0,201.0,151.0,251.0,201.0,251.0,,186.0,199.0
everton,England,501.0,501.0,401.0,501.0,401.0,401.0,501.0,301.0,501.0,501.0,501.0,401.0,251.0,251.0,401.0,501.0,401.0,401.0,251.0,501.0,501.0,501.0,,500.0,100.0
tottenham,England,451.0,501.0,251.0,301.0,251.0,401.0,401.0,251.0,501.0,401.0,501.0,301.0,201.0,251.0,301.0,501.0,251.0,351.0,251.0,401.0,401.0,401.0,,398.0,298.0
swansea,England,2501.0,,,,,2001.0,3001.0,1501.0,2001.0,2001.0,3001.0,2501.0,2001.0,2501.0,,1001.0,,1001.0,2501.0,2001.0,2001.0,2001.0,,917.0,496.0
west ham,England,1501.0,,,,,3001.0,2501.0,1501.0,1501.0,2001.0,1501.0,2001.0,2501.0,2501.0,,1501.0,,1001.0,2501.0,2001.0,1501.0,2001.0,,970.0,496.0
newcastle,England,2001.0,,,,,3001.0,5001.0,2001.0,,2001.0,2001.0,2501.0,1501.0,2501.0,,1001.0,2001.0,1001.0,2501.0,2001.0,2001.0,2001.0,,970.0,496.0
stoke,England,4001.0,,,,,3001.0,5001.0,2001.0,,3001.0,8001.0,7501.0,3001.0,5001.0,,2001.0,,1001.0,5001.0,3001.0,3001.0,3001.0,,970.0,496.0
aston villa,England,3001.0,,,,,5001.0,5001.0,2001.0,,5001.0,10001.0,10001.0,3001.0,5001.0,,,,1001.0,5001.0,5001.0,3001.0,5001.0,,970.0,496.0
crystal palace,England,7501.0,,,,,5001.0,10001.0,4001.0,,7501.0,10001.0,10001.0,3001.0,5001.0,,,,1001.0,5001.0,7501.0,7501.0,7501.0,,970.0,496.0
hull,England,7501.0,,,,,5001.0,10001.0,3001.0,,5001.0,10001.0,10001.0,,7501.0,,,,1001.0,7501.0,5001.0,4001.0,5001.0,,970.0,496.0
qpr,England,7501.0,,,,,10001.0,10001.0,5001.0,,7501.0,10001.0,10001.0,,7501.0,,,,1001.0,7501.0,7501.0,10001.0,7501.0,,970.0,
sunderland,England,2001.0,,,,,5001.0,10001.0,3001.0,,5001.0,10001.0,10001.0,3001.0,5001.0,,,,1001.0,5001.0,5001.0,2001.0,5001.0,,970.0,496.0
west brom,England,4001.0,,,,,5001.0,10001.0,3001.0,,4001.0,10001.0,10001.0,,7501.0,,,,1001.0,7501.0,4001.0,3001.0,4001.0,,970.0,496.0
burnley,England,15001.0,,,,,10001.0,10001.0,5001.0,,7501.0,10001.0,10001.0,,7501.0,,,,1001.0,7501.0,7501.0,10001.0,7501.0,,970.0,496.0
leicester,England,15001.0,,,,,5001.0,10001.0,3001.0,,7501.0,10001.0,10001.0,,7501.0,,,,1001.0,7501.0,7501.0,10001.0,7501.0,,970.0,496.0
psg,France,1.13,1.12,1.12,1.11,1.13,1.12,1.12,1.14,1.13,1.12,1.1,,,1.12,,1.12,1.12,1.11,1.12,1.12,1.12,1.12,1.15,1.1,
marseille,France,8.0,7.0,7.5,7.5,7.5,6.5,7.0,7.0,6.0,7.0,8.5,,,7.0,,6.5,7.0,7.25,7.0,7.0,8.0,7.0,,5.75,
lyon,France,41.0,23.0,26.0,26.0,26.0,26.0,34.0,21.0,23.0,29.0,51.0,,,21.0,,29.0,26.0,31.0,21.0,29.0,41.0,29.0,,11.7,
bordeaux,France,81.0,81.0,101.0,81.0,101.0,101.0,101.0,101.0,81.0,101.0,81.0,,,101.0,,67.0,101.0,92.0,101.0,101.0,81.0,101.0,,60.0,
