name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.04,1.02,,,,1.05,1.05,1.04,,,,1.06,,1.04,1.02,1.04,,1.04,,1.06,,,,1.08,,
bor dortmund,Germany,15.0,17.0,,,,11.0,15.0,17.0,,,,12.0,,15.0,17.0,15.0,,15.0,,10.0,,,,8.41,,
wolfsburg,Germany,67.0,51.0,,,,51.0,21.0,56.0,,,,51.0,,29.0,41.0,41.0,,29.0,,51.0,,,,48.0,,
bayer leverkusen,Germany,67.0,67.0,,,,81.0,21.0,56.0,,,,51.0,,41.0,51.0,51.0,,41.0,,51.0,,,,22.0,,
schalke 04,Germany,81.0,81.0,,,,81.0,51.0,56.0,,,,51.0,,81.0,67.0,67.0,,81.0,,81.0,,,,190.0,,
bor monchengladbach,Germany,401.0,,,,,201.0,81.0,301.0,,,,201.0,,151.0,201.0,201.0,,151.0,,501.0,,,,13.4,,
fc koln,Germany,751.0,,,,,501.0,501.0,501.0,,,,751.0,,501.0,751.0,501.0,,501.0,,501.0,,,,14.3,,
eintracht frankfurt,Germany,501.0,,,,,501.0,751.0,501.0,,,,501.0,,501.0,501.0,501.0,,501.0,,501.0,,,,21.0,,
hamburg,Germany,751.0,,,,,501.0,1001.0,301.0,,,,751.0,,751.0,501.0,501.0,,751.0,,501.0,,,,12.9,,
augsburg,Germany,751.0,,,,,501.0,1001.0,501.0,,,,1001.0,,751.0,501.0,501.0,,751.0,,501.0,,,,21.0,,
hannover,Germany,751.0,,,,,501.0,751.0,501.0,,,,1501.0,,1001.0,751.0,751.0,,1001.0,,1001.0,,,,12.9,,
hertha berlin,Germany,1501.0,,,,,501.0,751.0,501.0,,,,401.0,,501.0,501.0,501.0,,501.0,,501.0,,,,12.9,,
vfb stuttgart,Germany,1501.0,,,,,501.0,1001.0,501.0,,,,401.0,,501.0,501.0,501.0,,501.0,,501.0,,,,12.9,,
werder bremen,Germany,501.0,,,,,301.0,1501.0,501.0,,,,1501.0,,751.0,501.0,501.0,,751.0,,501.0,,,,12.9,,
hoffenheim,Germany,501.0,,,,,501.0,1001.0,301.0,,,,1501.0,,1001.0,751.0,501.0,,1001.0,,501.0,,,,14.3,,
mainz 05,Germany,501.0,,,,,401.0,751.0,501.0,,,,1501.0,,501.0,501.0,501.0,,501.0,,501.0,,,,21.0,,
ingolstadt,Germany,2501.0,,,,,751.0,1501.0,501.0,,,,1001.0,,1501.0,2001.0,751.0,,1501.0,,501.0,,,,14.3,,
darmstadt,Germany,2501.0,,,,,1001.0,5001.0,501.0,,,,2001.0,,2001.0,2501.0,2001.0,,2001.0,,1001.0,,,,14.3,,
barcelona,Spain,1.91,1.91,,,,1.83,1.91,1.91,,1.95,1.8,,,,1.83,,,,1.95,1.85,1.95,,,2.03,1.89,
real madrid,Spain,2.0,2.1,,,,2.05,1.91,2.0,,2.0,1.95,,,,2.1,,,,2.0,2.05,2.0,,,1.89,1.89,
atletico madrid,Spain,19.0,15.0,,,,19.0,17.0,17.0,,18.0,21.0,,,,21.0,,,,18.0,19.0,18.0,,,,16.0,
villarreal,Spain,201.0,81.0,,,,101.0,251.0,151.0,,151.0,101.0,,,,101.0,,,,151.0,151.0,151.0,,,13.4,146.0,
valencia,Spain,201.0,151.0,,,,151.0,251.0,201.0,,201.0,201.0,,,,101.0,,,,201.0,151.0,201.0,,,13.8,142.0,
celta vigo,Spain,501.0,151.0,,,,201.0,501.0,501.0,,251.0,251.0,,,,251.0,,,,251.0,201.0,251.0,,,95.0,151.0,
seville,Spain,501.0,751.0,,,,501.0,251.0,251.0,,251.0,201.0,,,,151.0,,,,251.0,201.0,251.0,,,95.0,146.0,
athletic bilbao,Spain,1001.0,,,,,501.0,,301.0,,1001.0,1001.0,,,,,,,,1001.0,751.0,1001.0,,,,147.0,
espanyol,Spain,1001.0,,,,,1001.0,1001.0,501.0,,1501.0,1501.0,,,,,,,,1501.0,1001.0,1501.0,,,13.8,91.0,
betis,Spain,4501.0,,,,,1001.0,5001.0,501.0,,2001.0,5001.0,,,,,,,,2001.0,2001.0,2001.0,,,13.8,103.0,
eibar,Spain,4501.0,,,,,5001.0,5001.0,501.0,,5001.0,5001.0,,,,,,,,5001.0,4001.0,5001.0,,,13.8,103.0,
malaga,Spain,1001.0,,,,,1001.0,501.0,501.0,,2001.0,5001.0,,,,,,,,2001.0,501.0,2001.0,,,,103.0,
real sociedad,Spain,1001.0,,,,,1501.0,1001.0,501.0,,2001.0,5001.0,,,,,,,,2001.0,1001.0,2001.0,,,13.8,103.0,
rayo vallecano,Spain,1001.0,,,,,1501.0,2501.0,501.0,,2001.0,7501.0,,,,,,,,2001.0,1001.0,2001.0,,,13.8,103.0,
deportivo la coruna,Spain,4501.0,,,,,1001.0,5001.0,501.0,,1501.0,10001.0,,,,,,,,1501.0,2001.0,1501.0,,,,103.0,
getafe,Spain,4501.0,,,,,2001.0,5001.0,501.0,,5001.0,10001.0,,,,,,,,5001.0,5001.0,5001.0,,,13.8,103.0,
gijon,Spain,4501.0,,,,,2501.0,5001.0,501.0,,5001.0,10001.0,,,,,,,,5001.0,5001.0,5001.0,,,,103.0,
granada,Spain,4501.0,,,,,2001.0,5001.0,501.0,,5001.0,10001.0,,,,,,,,5001.0,5001.0,5001.0,,,13.8,103.0,
levante,Spain,4501.0,,,,,2001.0,2501.0,501.0,,5001.0,10001.0,,,,,,,,5001.0,5001.0,5001.0,,,13.8,91.0,
ud las palmas,Spain,4501.0,,,,,5001.0,5001.0,501.0,,5001.0,10001.0,,,,,,,,5001.0,5001.0,5001.0,,,,103.0,
man city,England,1.67,1.67,,1.67,1.67,1.67,1.73,1.73,,1.67,1.7,1.73,1.67,1.67,1.66,1.67,,1.67,1.67,1.67,1.67,1.69,,1.71,1.68,1.74
arsenal,England,5.0,4.33,,4.5,4.5,4.0,4.0,4.33,,5.0,4.5,4.0,4.5,4.5,5.0,5.0,,4.5,5.0,4.75,5.0,5.0,,4.89,4.98,5.06
man utd,England,5.5,5.5,,5.0,5.5,5.5,6.0,4.5,,5.5,4.5,5.5,5.0,5.5,6.0,5.5,,5.5,5.5,5.5,5.5,6.0,,5.75,5.85,6.15
chelsea,England,17.0,21.0,,13.0,17.0,21.0,15.0,21.0,,17.0,21.0,17.0,13.0,17.0,15.0,17.0,,17.0,17.0,17.0,17.0,17.0,,19.0,19.4,19.8
liverpool,England,51.0,67.0,,67.0,67.0,67.0,81.0,67.0,,67.0,81.0,41.0,67.0,67.0,67.0,51.0,,67.0,67.0,51.0,67.0,56.0,,67.0,68.0,65.0
tottenham,England,101.0,101.0,,126.0,151.0,81.0,151.0,151.0,,101.0,101.0,67.0,101.0,101.0,101.0,81.0,,101.0,101.0,101.0,101.0,126.0,,86.0,87.0,80.0
everton,England,351.0,201.0,,251.0,251.0,351.0,351.0,501.0,,501.0,301.0,301.0,501.0,301.0,251.0,251.0,,301.0,501.0,301.0,501.0,451.0,,314.0,310.0,70.0
southampton,England,1001.0,201.0,,501.0,251.0,251.0,1001.0,501.0,,501.0,501.0,1001.0,1001.0,251.0,251.0,251.0,,251.0,501.0,501.0,501.0,1001.0,,570.0,621.0,80.0
crystal palace,England,751.0,501.0,,751.0,251.0,501.0,1001.0,751.0,,751.0,501.0,2001.0,1001.0,751.0,501.0,751.0,,751.0,751.0,751.0,751.0,1001.0,,703.0,732.0,80.0
leicester,England,1001.0,1001.0,,1501.0,1501.0,751.0,1001.0,1001.0,,1501.0,2001.0,2001.0,1501.0,1501.0,1001.0,1501.0,,1501.0,1501.0,1001.0,1501.0,1501.0,,760.0,757.0,496.0
west ham,England,1001.0,2001.0,,1001.0,751.0,501.0,801.0,501.0,,1001.0,1001.0,1501.0,1001.0,501.0,1001.0,751.0,,501.0,1001.0,501.0,1001.0,1001.0,,884.0,858.0,80.0
bournemouth,England,5001.0,5001.0,,4001.0,2001.0,5001.0,1001.0,2001.0,,2001.0,5001.0,3001.0,1001.0,2501.0,,,,2501.0,2001.0,4501.0,2001.0,1001.0,,950.0,,496.0
norwich,England,5001.0,5001.0,,5001.0,4001.0,5001.0,1001.0,5001.0,,5001.0,5001.0,5001.0,1001.0,4001.0,,,,4001.0,5001.0,4501.0,5001.0,1501.0,,950.0,,496.0
stoke,England,1001.0,5001.0,,2001.0,1001.0,1001.0,1001.0,1501.0,,2001.0,5001.0,2501.0,3001.0,1501.0,1501.0,1501.0,,1501.0,2001.0,1501.0,2001.0,3001.0,,950.0,,496.0
swansea,England,1001.0,5001.0,,1001.0,1001.0,1001.0,1001.0,751.0,,1001.0,2001.0,2001.0,1001.0,1001.0,1001.0,1501.0,,1001.0,1001.0,1001.0,1001.0,1001.0,,950.0,970.0,496.0
watford,England,5001.0,5001.0,,5001.0,5001.0,5001.0,1001.0,5001.0,,5001.0,6001.0,3001.0,5001.0,4001.0,,,,4001.0,5001.0,4501.0,5001.0,5001.0,,950.0,,496.0
aston villa,England,2001.0,5001.0,,5001.0,4001.0,2001.0,1001.0,2001.0,,5001.0,7501.0,7501.0,5001.0,5001.0,,,,5001.0,5001.0,2001.0,5001.0,5001.0,,950.0,,496.0
newcastle,England,3501.0,5001.0,,3001.0,2501.0,1501.0,1001.0,1501.0,,5001.0,7501.0,5001.0,5001.0,4001.0,,,,4001.0,5001.0,3001.0,5001.0,5001.0,,950.0,,496.0
west brom,England,2001.0,5001.0,,2001.0,2001.0,2001.0,1001.0,2001.0,,2001.0,7501.0,2501.0,2001.0,4001.0,,,,4001.0,2001.0,1501.0,2001.0,2001.0,,950.0,970.0,496.0
sunderland,England,5001.0,5001.0,,5001.0,7501.0,5001.0,1001.0,4001.0,,8001.0,10001.0,10001.0,5001.0,7501.0,,,,7501.0,8001.0,4501.0,8001.0,5001.0,,950.0,,496.0
psg,France,1.04,1.04,,,,1.04,1.08,,,1.02,,1.03,,,,,,,1.02,1.04,1.02,,,1.07,,
lyon,France,21.0,19.0,,,,15.0,15.0,,,26.0,,26.0,,,,,,,26.0,16.0,26.0,,,8.03,,
monaco,France,26.0,21.0,,,,17.0,11.0,,,36.0,,26.0,,,,,,,36.0,21.0,36.0,,,8.03,,
marseille,France,67.0,81.0,,,,51.0,34.0,,,91.0,,34.0,,,,,,,91.0,67.0,91.0,,,8.03,,
st etienne,France,101.0,,,,,101.0,101.0,,,61.0,,34.0,51.0,,,,,,61.0,67.0,61.0,,,8.03,,
lille,France,301.0,,,,,201.0,501.0,,,401.0,,501.0,,,,,,,401.0,301.0,401.0,,,8.03,,
caen,France,1001.0,,,,,1001.0,751.0,,,1001.0,,501.0,,,,,,,1001.0,501.0,1001.0,,,8.03,,
nantes,France,501.0,,,,,501.0,501.0,,,1001.0,,1001.0,,,,,,,1001.0,501.0,1001.0,,,8.03,,
nice,France,501.0,,,,,501.0,1001.0,,,801.0,,501.0,,,,,,,801.0,501.0,801.0,,,8.03,,
rennes,France,401.0,,,,,301.0,1001.0,,,151.0,,251.0,,,,,,,151.0,201.0,151.0,,,8.03,,
toulouse,France,1001.0,,,,,751.0,1001.0,,,801.0,,1001.0,,,,,,,801.0,751.0,801.0,,,8.03,,
guingamp,France,1001.0,,,,,751.0,1501.0,,,1051.0,,1001.0,,,,,,,1051.0,751.0,1051.0,,,8.03,,
lorient,France,1501.0,,,,,501.0,751.0,,,501.0,,1001.0,,,,,,,501.0,501.0,501.0,,,8.03,,
reims,France,401.0,,,,,751.0,1001.0,,,1501.0,,251.0,,,,,,,1501.0,1001.0,1501.0,,,8.03,,
bordeaux,France,251.0,,,,,126.0,151.0,,,1510.0,,501.0,,,,,,,1510.0,151.0,1510.0,,,8.03,,
angers,France,1001.0,,,,,1001.0,2001.0,,,1301.0,,1001.0,,,,,,,1301.0,1001.0,1301.0,,,8.03,,
montpellier,France,501.0,,,,,251.0,501.0,,,2001.0,,1001.0,,,,,,,2001.0,501.0,2001.0,,,8.03,,
bastia,France,1001.0,,,,,751.0,751.0,,,2001.0,,2501.0,,,,,,,2001.0,751.0,2001.0,,,8.03,,
troyes,France,2001.0,,,,,601.0,1501.0,,,1601.0,,2501.0,,,,,,,1601.0,1001.0,1601.0,,,8.03,,
gfco ajaccio,France,2501.0,,,,,1501.0,2001.0,,,2751.0,,2501.0,,,,,,,2751.0,1001.0,2751.0,,,8.03,,
roma,Italy,3.25,3.5,3.25,,3.25,1.36,3.0,3.2,,3.25,,,3.5,,,3.25,,,3.25,3.25,3.25,3.2,,,,
juventus,Italy,3.5,3.0,3.0,,3.0,1.4,3.25,3.2,,3.75,,,3.0,,,3.25,,,3.75,3.0,3.75,4.1,,,,
inter,Italy,4.0,4.5,5.0,,5.0,1.53,4.5,4.5,,5.0,,,4.0,,,5.0,,,5.0,4.5,5.0,4.9,,,,
napoli,Italy,9.0,9.0,9.0,,9.0,2.25,9.0,7.0,,6.0,,,5.5,,,8.0,,,6.0,7.0,6.0,6.0,,,,
fiorentina,Italy,13.0,12.0,10.0,,10.0,3.5,9.0,15.0,,8.0,,,13.0,,,11.0,,,8.0,9.0,8.0,8.0,,,,
lazio,Italy,21.0,19.0,21.0,,21.0,6.0,15.0,21.0,,16.0,,,21.0,,,21.0,,,16.0,19.0,16.0,16.0,,,,
ac milan,Italy,26.0,23.0,17.0,,17.0,5.0,15.0,23.0,,26.0,,,21.0,,,21.0,,,26.0,21.0,26.0,26.0,,,,
torino,Italy,201.0,151.0,201.0,,201.0,34.0,301.0,151.0,,151.0,,,201.0,,,201.0,,,151.0,201.0,151.0,151.0,,,,
sampdoria,Italy,251.0,101.0,401.0,,401.0,41.0,201.0,126.0,,201.0,,,251.0,,,251.0,,,201.0,251.0,201.0,211.0,,,,
sassuolo,Italy,501.0,,501.0,,501.0,67.0,201.0,501.0,,201.0,,,251.0,,,501.0,,,201.0,251.0,201.0,501.0,,,,
palermo,Italy,501.0,,751.0,,751.0,101.0,301.0,501.0,,501.0,,,501.0,,,751.0,,,501.0,501.0,501.0,501.0,,,,
udinese,Italy,501.0,,751.0,,751.0,151.0,501.0,276.0,,501.0,,,751.0,,,751.0,,,501.0,501.0,501.0,501.0,,,,
