name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.08,1.06,1.06,1.06,,1.06,1.08,,,,,1.06,1.07,,,1.08,,1.07,,1.1,,1.09,1.07,
salzburg,Germany,,,,,,,,,,,,,,,,,,1.1,,,,,,,
wolfsberger ac,Germany,,,,,,,,,,,,,,,,,,7.5,,,,,,,
bor dortmund,Germany,,11.0,11.0,11.0,11.0,,13.0,10.0,,,,,12.0,12.0,,,11.0,,12.0,,12.0,,16.7,12.6,
rapid vienna,Germany,,,,,,,,,,,,,,,,,,13.0,,,,,,,
austria vienna,Germany,,,,,,,,,,,,,,,,,,20.0,,,,,,,
bayer leverkusen,Germany,,23.0,21.0,23.0,21.0,,17.0,21.0,,,,,26.0,21.0,,,21.0,,21.0,,26.0,,44.0,38.0,
sturm graz,Germany,,,,,,,,,,,,,,,,,,60.0,,,,,,,
vfl wolfsburg,Germany,,67.0,51.0,81.0,51.0,,81.0,51.0,,,,,67.0,67.0,,,67.0,,67.0,,75.0,,95.0,97.0,
schalke 04,Germany,,67.0,41.0,51.0,41.0,,81.0,67.0,,,,,67.0,67.0,,,51.0,,67.0,,67.0,,200.0,223.0,
bor monchengladbach,Germany,,101.0,67.0,81.0,67.0,,151.0,101.0,,,,,151.0,101.0,,,101.0,,101.0,,51.0,,105.0,42.0,
altach,Germany,,,,,,,,,,,,,,,,,,151.0,,,,,,,
sv grodig,Germany,,,,,,,,,,,,,,,,,,151.0,,,,,,,
hoffenheim,Germany,,151.0,151.0,151.0,151.0,,151.0,176.0,,,,,151.0,151.0,,,151.0,,151.0,,251.0,,342.0,159.0,
admira,Germany,,,,,,,,,,,,,,,,,,351.0,,,,,,,
ried,Germany,,,,,,,,,,,,,,,,,,451.0,,,,,,,
