name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.01,
vfl wolfsburg,Germany,,34.0,,,,29.0,26.0,34.0,,,,,,29.0,,,,,29.0,,,,,16.5,
bor monchengladbach,Germany,,,,,,251.0,201.0,201.0,,,,,,251.0,,,,,251.0,,,,,500.0,
schalke 04,Germany,,,,,,251.0,151.0,201.0,,,,,,251.0,,,,,251.0,,,,,412.0,
bayer leverkusen,Germany,,,,,,251.0,251.0,201.0,,,,,,251.0,,,,,251.0,,,,,495.0,
bor dortmund,Germany,,,,,,501.0,501.0,501.0,,,,,,501.0,,,,,501.0,,,,,,
hannover 96,Germany,,,,,,,501.0,501.0,,,,,,,,,,,,,,,,,
mainz 05,Germany,,,,,,,401.0,501.0,,,,,,,,,,,,,,,,,
hoffenheim,Germany,,,,,,,751.0,501.0,,,,,,,,,,,,,,,,,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,,,,
fc koln,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,,,,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,,,,
hertha berlin,Germany,,,,,,,1501.0,501.0,,,,,,,,,,,,,,,,,
augsburg,Germany,,,,,,,2001.0,501.0,,,,,,,,,,,,,,,,41.0,
freiburg,Germany,,,,,,,2001.0,501.0,,,,,,,,,,,,,,,,,
werder bremen,Germany,,,,,,,2001.0,501.0,,,,,,,,,,,,,,,,,
hamburg,Germany,,,,,,,2501.0,501.0,,,,,,,,,,,,,,,,,
paderborn,Germany,,,,,,,2501.0,501.0,,,,,,,,,,,,,,,,,
barcelona,Spain,,1.57,1.57,,1.57,1.53,1.67,1.62,,1.57,,,,1.57,,,,,1.57,1.57,,1.57,1.5,1.45,
real madrid,Spain,,2.38,2.38,,2.38,2.4,2.2,2.25,,2.4,,,,2.35,,,,,2.35,2.4,,2.4,2.41,2.4,
atletico madrid,Spain,,41.0,41.0,,41.0,41.0,41.0,34.0,,41.0,,,,41.0,,,,,41.0,41.0,,41.0,36.0,41.0,
valencia,Spain,,,151.0,,151.0,126.0,,101.0,,101.0,,,,,,,,,,101.0,,101.0,95.0,116.0,
seville,Spain,,,,,,1001.0,,501.0,,1001.0,,,,,,,,,,1001.0,,1001.0,618.0,858.0,
villarreal,Spain,,,,,,,,501.0,,2001.0,,,,,,,,,,2001.0,,2001.0,950.0,858.0,
malaga,Spain,,,,,,,,1001.0,,2501.0,,,,,,,,,,2501.0,,2501.0,380.0,858.0,
athletic bilbao,Spain,,,,,,,,1001.0,,5001.0,,,,,,,,,,5001.0,,5001.0,285.0,858.0,
celta vigo,Spain,,,,,,,,1001.0,,5001.0,,,,,,,,,,5001.0,,5001.0,950.0,858.0,
espanyol,Spain,,,,,,,,1001.0,,5001.0,,,,,,,,,,5001.0,,5001.0,950.0,858.0,
real sociedad,Spain,,,,,,,,1001.0,,5001.0,,,,,,,,,,5001.0,,5001.0,950.0,858.0,
