name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.1,1.06,1.06,1.08,1.06,1.07,1.05,1.08,1.06,1.12,1.06,1.1,1.08,1.06,1.06,1.06,,1.06,1.12,1.12,1.12,1.11,,1.11,,
bor dortmund,Germany,10.0,13.0,12.0,11.0,12.0,11.0,15.0,11.0,13.0,10.0,11.0,10.0,11.0,11.0,12.0,12.0,,11.0,10.0,10.0,10.0,10.0,,8.79,,
wolfsburg,Germany,26.0,21.0,19.0,21.0,19.0,21.0,17.0,21.0,21.0,28.0,19.0,21.0,21.0,13.0,19.0,21.0,,13.0,28.0,13.0,28.0,13.0,,24.0,,
bayer leverkusen,Germany,67.0,41.0,41.0,41.0,41.0,34.0,21.0,41.0,26.0,51.0,34.0,41.0,51.0,21.0,34.0,34.0,,21.0,51.0,41.0,51.0,41.0,,29.0,,
schalke 04,Germany,151.0,81.0,81.0,101.0,81.0,51.0,81.0,67.0,51.0,51.0,81.0,101.0,101.0,51.0,67.0,67.0,,51.0,51.0,75.0,51.0,81.0,,114.0,,
bor monchengladbach,Germany,251.0,81.0,101.0,151.0,101.0,67.0,81.0,101.0,67.0,251.0,101.0,201.0,126.0,67.0,67.0,67.0,,67.0,251.0,101.0,251.0,101.0,,27.0,,
eintracht frankfurt,Germany,401.0,,401.0,501.0,401.0,501.0,751.0,501.0,501.0,701.0,401.0,501.0,501.0,501.0,501.0,501.0,,501.0,701.0,501.0,701.0,601.0,,28.0,,
fc koln,Germany,401.0,,301.0,501.0,301.0,501.0,501.0,501.0,501.0,401.0,401.0,501.0,751.0,401.0,751.0,501.0,,401.0,401.0,401.0,401.0,501.0,,28.0,,
augsburg,Germany,751.0,,401.0,751.0,401.0,501.0,1001.0,501.0,501.0,1001.0,501.0,1001.0,501.0,501.0,501.0,751.0,,501.0,1001.0,501.0,1001.0,501.0,,28.0,,
hamburg,Germany,751.0,,751.0,501.0,751.0,501.0,1001.0,501.0,501.0,1001.0,751.0,1001.0,501.0,501.0,501.0,501.0,,501.0,1001.0,501.0,1001.0,,,28.0,,
hoffenheim,Germany,301.0,,301.0,301.0,301.0,251.0,1001.0,301.0,251.0,701.0,351.0,501.0,501.0,251.0,501.0,751.0,,251.0,701.0,501.0,701.0,501.0,,28.0,,
mainz 05,Germany,251.0,,301.0,501.0,301.0,401.0,751.0,501.0,251.0,501.0,401.0,1001.0,501.0,501.0,501.0,501.0,,501.0,501.0,501.0,501.0,501.0,,28.0,,
hertha berlin,Germany,1501.0,,1251.0,1001.0,1251.0,501.0,751.0,501.0,751.0,1001.0,1001.0,501.0,751.0,751.0,751.0,1001.0,,751.0,1001.0,751.0,1001.0,751.0,,28.0,,
vfb stuttgart,Germany,1501.0,,751.0,751.0,751.0,301.0,1001.0,501.0,751.0,1001.0,751.0,501.0,751.0,501.0,501.0,1001.0,,501.0,1001.0,501.0,1001.0,601.0,,28.0,,
werder bremen,Germany,401.0,,251.0,501.0,251.0,301.0,1501.0,501.0,501.0,701.0,401.0,1001.0,501.0,751.0,501.0,501.0,,751.0,701.0,501.0,701.0,601.0,,28.0,,
ingolstadt,Germany,2001.0,,1001.0,1001.0,1001.0,751.0,1501.0,501.0,1001.0,1001.0,1001.0,1001.0,2501.0,1001.0,2001.0,1001.0,,1001.0,1001.0,1001.0,1001.0,1001.0,,28.0,,
hannover,Germany,751.0,,1001.0,751.0,1001.0,501.0,751.0,501.0,501.0,3001.0,1001.0,1001.0,751.0,501.0,751.0,1001.0,,501.0,3001.0,1001.0,3001.0,1001.0,,28.0,,
darmstadt,Germany,2501.0,,2501.0,1501.0,2501.0,1001.0,5001.0,501.0,2501.0,6001.0,5001.0,2501.0,2501.0,2501.0,2501.0,2501.0,,2501.0,6001.0,1501.0,6001.0,1751.0,,28.0,,
barcelona,Spain,1.62,1.57,1.62,1.62,1.62,1.57,1.5,1.57,1.57,1.62,1.57,1.57,1.62,1.57,1.61,1.57,1.53,1.57,1.62,1.6,1.62,1.57,,1.67,1.5,
real madrid,Spain,2.63,2.75,2.63,2.62,2.63,2.65,2.75,2.75,2.75,2.75,2.62,2.75,2.62,2.6,2.62,2.75,2.55,2.6,2.75,2.62,2.75,2.5,,2.79,2.67,
atletico madrid,Spain,13.0,17.0,13.0,15.0,13.0,15.0,13.0,15.0,15.0,15.0,17.0,13.0,11.0,17.0,11.0,15.0,13.3,17.0,15.0,17.0,15.0,19.0,,12.9,2.3,
valencia,Spain,81.0,67.0,101.0,101.0,101.0,67.0,101.0,51.0,51.0,81.0,81.0,101.0,101.0,51.0,81.0,51.0,74.0,51.0,81.0,67.0,81.0,71.0,,62.0,153.0,
seville,Spain,126.0,81.0,126.0,126.0,126.0,81.0,101.0,67.0,51.0,81.0,81.0,101.0,101.0,67.0,101.0,67.0,78.0,67.0,81.0,67.0,81.0,101.0,,95.0,114.0,
villarreal,Spain,251.0,151.0,201.0,201.0,201.0,101.0,251.0,251.0,101.0,251.0,201.0,251.0,251.0,201.0,201.0,201.0,201.0,201.0,251.0,251.0,251.0,276.0,,190.0,184.0,
celta vigo,Spain,501.0,251.0,251.0,401.0,251.0,201.0,751.0,501.0,401.0,501.0,1001.0,501.0,501.0,751.0,751.0,501.0,451.0,751.0,501.0,501.0,501.0,,,95.0,417.0,
real sociedad,Spain,1001.0,,1001.0,1001.0,1001.0,501.0,1001.0,501.0,751.0,1001.0,1001.0,1001.0,1001.0,751.0,751.0,501.0,751.0,751.0,1001.0,1001.0,1001.0,,,95.0,674.0,
