name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,188Bet,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Kilmarnock,Scotland,1751.0,2001.0,,,,,5001.0,5001.0,,,2001.0,5001.0,1001.0,2501.0,,,,,,,92.0,133.0,110.0,
St Mirren,Scotland,2001.0,2501.0,,,,,501.0,5001.0,,,2001.0,2501.0,751.0,2001.0,,,,,,,92.0,133.0,110.0,
Hearts,Scotland,,5001.0,,,,,10001.0,5001.0,,,2501.0,10001.0,2001.0,5001.0,,,,,,,92.0,133.0,110.0,
Ajax,Holland,,,,,,,,2.3,,2.3,,,,,,,2.3,,,,,2.31,,
PSV Eindhoven,Holland,,,,,,,,2.4,,2.4,,,,,,,2.4,,,,,2.9,,
Feyenoord,Holland,,,,,,,,7.5,,7.0,,,,,,,7.0,,,,,6.89,,
Twente,Holland,,,,,,,,8.5,,7.0,,,,,,,7.0,,,,,7.65,,
Vitesse,Holland,,,,,,,,41.0,,25.0,,,,,,,25.0,,,,,32.0,,
Heerenveen,Holland,,,,,,,,41.0,,40.0,,,,,,,40.0,,,,,42.0,,
AZ Alkmaar,Holland,,,,,,,,41.0,,50.0,,,,,,,50.0,,,,,24.0,,
Utrecht,Holland,,,,,,,,101.0,,200.0,,,,,,,200.0,,,,,124.0,,
Groningen,Holland,,,,,,,,,,250.0,,,,,,,250.0,,,,,62.0,,
Zwolle,Holland,,,,,,,,151.0,,250.0,,,,,,,250.0,,,,,162.0,,
NAC Breda,Holland,,,,,,,,,,400.0,,,,,,,400.0,,,,,323.0,,
Go Ahead Eagles,Holland,,,,,,,,,,500.0,,,,,,,500.0,,,,,323.0,,
Heracles,Holland,,,,,,,,,,500.0,,,,,,,500.0,,,,,323.0,,
Roda,Holland,,,,,,,,,,500.0,,,,,,,500.0,,,,,323.0,,
Cambuur,Holland,,,,,,,,,,750.0,,,,,,,750.0,,,,,323.0,,
Den Haag,Holland,,,,,,,,,,750.0,,,,,,,750.0,,,,,323.0,,
NEC Nijmegen,Holland,,,,,,,,,,1000.0,,,,,,,1000.0,,,,,323.0,,
Waalwijk,Holland,,,,,,,,,,1500.0,,,,,,,1500.0,,,,,323.0,,
Porto,Portugal,,,,,,,,1.62,,,,,,,,1.55,,,,,,1.57,,
Benfica,Portugal,,,,,,,,2.7,,,,,,,,2.9,,,,,,3.42,,
Sporting Lisbon,Portugal,,,,,,,,8.5,,,,,,,,6.0,,,,,,6.51,,
Braga,Portugal,,,,,,,,101.0,,,,,,,,61.0,,,,,,34.0,,
Estoril,Portugal,,,,,,,,,,,,,,,,251.0,,,,,,32.0,,
Guimaraes,Portugal,,,,,,,,,,,,,,,,251.0,,,,,,32.0,,
Rio Ave,Portugal,,,,,,,,,,,,,,,,251.0,,,,,,32.0,,
Maritimo,Portugal,,,,,,,,,,,,,,,,251.0,,,,,,52.0,,
Nacional,Portugal,,,,,,,,,,,,,,,,351.0,,,,,,32.0,,
Pacos Ferreira,Portugal,,,,,,,,,,,,,,,,351.0,,,,,,114.0,,
Academica,Portugal,,,,,,,,,,,,,,,,501.0,,,,,,32.0,,
Gil Vicente,Portugal,,,,,,,,,,,,,,,,501.0,,,,,,32.0,,
Olhanense,Portugal,,,,,,,,,,,,,,,,501.0,,,,,,32.0,,
Vitoria Setubal,Portugal,,,,,,,,,,,,,,,,501.0,,,,,,32.0,,
Arouca,Portugal,,,,,,,,,,,,,,,,1001.0,,,,,,32.0,,
Belenenses,Portugal,,,,,,,,,,,,,,,,1001.0,,,,,,32.0,,
Galatasaray,Turkey,,,,,,,,,,,,,,,,,,,,,,1.95,,
Besiktas,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Bursaspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Trabzonspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Akhisar,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Antalyaspor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Elazigspor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Erciyesspor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Eskisehirspor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Gaziantepspor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Genclerbirligi,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Karabukspor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Kasimpasa,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Kayserispor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Konyaspor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Rizespor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
Sivasspor,Turkey,,,,,,,,,,,,,,,,,,,,,,32.0,,
