name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.02,,1.02,,1.02,1.02,1.02,,,1.02,,,1.02,,1.03,,,1.02,,1.02,,1.04,1.05,
bayer leverkusen,Germany,,41.0,,41.0,,41.0,51.0,51.0,,,41.0,,,41.0,,41.0,,,41.0,,51.0,,62.0,23.0,
vfl wolfsburg,Germany,,51.0,,51.0,,67.0,41.0,67.0,,,41.0,,,51.0,,41.0,,,51.0,,51.0,,67.0,34.0,
bor monchengladbach,Germany,,81.0,,81.0,,81.0,101.0,81.0,,,67.0,,,81.0,,101.0,,,81.0,,51.0,,71.0,50.0,
bor dortmund,Germany,,81.0,,81.0,,101.0,101.0,101.0,,,67.0,,,81.0,,51.0,,,81.0,,101.0,,95.0,72.0,
schalke 04,Germany,,151.0,,126.0,,101.0,151.0,151.0,,,101.0,,,126.0,,101.0,,,126.0,,151.0,,190.0,179.0,
hoffenheim,Germany,,251.0,,201.0,,251.0,251.0,301.0,,,201.0,,,251.0,,251.0,,,251.0,,151.0,,266.0,188.0,
hannover 96,Germany,,,,,,401.0,501.0,501.0,,,401.0,,,401.0,,,,,401.0,,501.0,,485.0,427.0,
mainz 05,Germany,,,,,,501.0,401.0,501.0,,,501.0,,,401.0,,501.0,,,401.0,,501.0,,950.0,844.0,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,,,,,,1001.0,,,,,1001.0,,1001.0,,333.0,281.0,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,,,,,1001.0,,,,,1001.0,,501.0,,494.0,427.0,
fc koln,Germany,,,,,,,1001.0,501.0,,,,,,751.0,,,,,751.0,,751.0,,950.0,844.0,
hertha berlin,Germany,,,,,,,1501.0,501.0,,,,,,1501.0,,,,,1501.0,,751.0,,950.0,844.0,
augsburg,Germany,,,,,,,2001.0,501.0,,,,,,751.0,,,,,751.0,,501.0,,950.0,844.0,
freiburg,Germany,,,,,,,2001.0,501.0,,,,,,751.0,,,,,751.0,,1001.0,,950.0,844.0,
werder bremen,Germany,,,,,,,2001.0,501.0,,,,,,751.0,,,,,751.0,,1001.0,,950.0,844.0,
hamburg,Germany,,,,,,,2501.0,501.0,,,,,,1001.0,,,,,1001.0,,751.0,,950.0,844.0,
paderborn,Germany,,,,,,,2501.0,501.0,,,,,,1001.0,,,,,1001.0,,501.0,,950.0,844.0,
real madrid,Spain,,1.44,,,,1.45,1.44,1.44,,1.5,,,,1.45,,1.5,,,1.45,1.5,,1.5,1.48,1.02,
barcelona,Spain,,2.75,,,,3.0,2.75,3.0,,3.0,,,,2.88,,2.75,,,2.88,3.0,,3.0,3.23,2.22,
