name,country,max,min,mean,median,twentyfive,seventyfive
bayern munich,Germany,1.05,1.0,1.02,1.02,1.02,1.02
bor dortmund,Germany,34.0,15.0,23.428571428571427,21.0,21.0,31.0
wolfsburg,Germany,171.0,21.0,74.61904761904762,51.0,51.0,95.0
schalke 04,Germany,201.0,51.0,94.571428571428569,81.0,76.0,101.0
bayer leverkusen,Germany,251.0,21.0,93.523809523809518,67.0,41.0,76.0
bor monchengladbach,Germany,1001.0,42.0,361.88888888888891,226.0,151.0,482.25
fc koln,Germany,1501.0,95.0,681.22222222222217,626.0,501.0,801.0
mainz 05,Germany,1501.0,95.0,664.55555555555554,501.0,501.0,863.5
hamburg,Germany,2001.0,30.0,915.11111111111109,751.0,501.0,1001.0
hoffenheim,Germany,2001.0,30.0,895.66666666666663,751.0,444.75,1001.0
eintracht frankfurt,Germany,2001.0,95.0,867.33333333333337,501.0,501.0,1001.0
werder bremen,Germany,3001.0,30.0,1158.1666666666667,876.0,501.0,1438.5
augsburg,Germany,4001.0,95.0,1311.7777777777778,876.0,563.5,1001.0
hertha berlin,Germany,4501.0,30.0,869.27777777777783,501.0,501.0,901.0
vfb stuttgart,Germany,4501.0,30.0,1330.3888888888889,1001.0,501.0,1501.0
ingolstadt,Germany,4501.0,90.0,1261.5,1101.0,751.0,1501.0
hannover,Germany,7001.0,30.0,2016.5,1001.0,751.0,1876.0
darmstadt,Germany,7001.0,90.0,2894.8333333333335,2251.0,1251.0,4001.0
barcelona,Spain,1.95,1.75,1.8430434782608696,1.8300000000000001,1.8300000000000001,1.8300000000000001
real madrid,Spain,2.27,2.0,2.077391304347826,2.1000000000000001,2.0249999999999999,2.1000000000000001
atletico madrid,Spain,28.0,13.0,17.673913043478262,17.0,16.0,18.5
villarreal,Spain,201.0,51.0,174.2608695652174,201.0,151.0,201.0
valencia,Spain,256.0,151.0,215.56521739130434,219.0,201.0,251.0
seville,Spain,501.0,151.0,305.47826086956519,251.0,201.0,451.0
celta vigo,Spain,501.0,151.0,341.54545454545456,251.0,247.0,501.0
athletic bilbao,Spain,1001.0,95.0,774.14999999999998,801.0,688.5,1001.0
espanyol,Spain,2501.0,90.0,1176.25,1001.0,1001.0,1501.0
betis,Spain,5001.0,90.0,2642.0,2001.0,1001.0,4626.0
eibar,Spain,5001.0,90.0,3438.8947368421054,4001.0,1751.0,5001.0
real sociedad,Spain,5001.0,90.0,1367.0,1001.0,1001.0,1751.0
malaga,Spain,5001.0,95.0,1220.8,1001.0,701.5,1251.0
rayo vallecano,Spain,7501.0,90.0,2044.1578947368421,2501.0,1001.0,2501.0
deportivo la coruna,Spain,10001.0,90.0,2465.2105263157896,1751.0,1251.0,2501.0
getafe,Spain,10001.0,90.0,3738.1052631578946,4001.0,2001.0,5001.0
gijon,Spain,10001.0,90.0,3580.2105263157896,4501.0,1751.0,5001.0
granada,Spain,10001.0,90.0,3948.6315789473683,5001.0,2501.0,5001.0
levante,Spain,10001.0,90.0,4027.5789473684213,5001.0,2251.0,5001.0
ud las palmas,Spain,10001.0,90.0,4060.1176470588234,5001.0,2001.0,5001.0
man city,England,1.93,1.72,1.7731818181818182,1.7450000000000001,1.73,1.8
arsenal,England,3.6,3.25,3.4331818181818181,3.5,3.3625000000000003,3.5
man utd,England,9.0,7.0,8.1486363636363635,8.0,7.8125,8.9800000000000004
chelsea,England,23.0,16.0,18.331818181818182,17.75,17.0,19.0
liverpool,England,51.0,34.0,39.363636363636367,40.0,36.0,41.0
tottenham,England,151.0,81.0,123.13636363636364,126.0,101.0,151.0
everton,England,501.0,70.0,346.77272727272725,351.0,282.25,401.0
southampton,England,1001.0,80.0,491.68181818181819,501.0,251.0,538.5
crystal palace,England,1001.0,151.0,677.9545454545455,751.0,663.5,751.0
leicester,England,2001.0,81.0,1296.2727272727273,1501.0,1001.0,1501.0
swansea,England,2001.0,151.0,1130.2727272727273,1001.0,1001.0,1001.0
west ham,England,2501.0,67.0,914.5,876.0,501.0,1001.0
stoke,England,5001.0,34.0,1886.3181818181818,1501.0,1001.0,2001.0
watford,England,6001.0,29.0,3874.5999999999999,5001.0,2501.0,5001.0
bournemouth,England,7501.0,17.0,3099.0,2751.0,1001.0,5001.0
newcastle,England,7501.0,6.5,3673.4749999999999,3501.0,1376.0,5001.0
norwich,England,7501.0,21.0,3649.1999999999998,4501.0,1001.0,5001.0
west brom,England,7501.0,15.0,3248.9000000000001,2001.0,1751.0,4251.0
aston villa,England,10001.0,5.0,4023.4000000000001,4501.0,1751.0,5626.0
sunderland,England,10001.0,1.8,5323.2399999999998,5001.0,3251.0,7626.0
