name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.1,1.1,1.08,1.08,1.08,1.08,1.05,1.06,1.06,1.12,1.07,1.1,1.07,1.08,1.08,1.08,,1.08,1.12,1.13,1.12,1.1,,1.11,1.08,
bor dortmund,Germany,17.0,17.0,17.0,17.0,17.0,11.0,17.0,15.0,17.0,12.0,15.0,15.0,17.0,17.0,17.0,17.0,,17.0,12.0,13.0,12.0,2.3,,11.9,,
wolfsburg,Germany,21.0,17.0,17.0,17.0,17.0,21.0,17.0,26.0,17.0,18.0,19.0,19.0,17.0,19.0,17.0,17.0,,19.0,18.0,13.0,18.0,2.9,,25.0,2.36,
bayer leverkusen,Germany,41.0,34.0,41.0,41.0,41.0,34.0,26.0,34.0,41.0,41.0,34.0,34.0,41.0,34.0,34.0,34.0,,34.0,41.0,34.0,41.0,6.0,,32.0,21.0,
schalke 04,Germany,51.0,41.0,51.0,41.0,51.0,67.0,41.0,41.0,51.0,36.0,67.0,51.0,51.0,51.0,41.0,51.0,,51.0,36.0,51.0,36.0,12.0,,48.0,47.0,
bor monchengladbach,Germany,51.0,34.0,41.0,51.0,41.0,81.0,67.0,67.0,41.0,67.0,67.0,101.0,51.0,51.0,41.0,41.0,,51.0,67.0,51.0,67.0,14.0,,44.0,,
eintracht frankfurt,Germany,501.0,501.0,501.0,501.0,501.0,501.0,751.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,,501.0,501.0,501.0,501.0,161.0,,34.0,,
augsburg,Germany,501.0,301.0,251.0,501.0,251.0,501.0,1001.0,501.0,501.0,501.0,351.0,1001.0,501.0,401.0,501.0,751.0,,401.0,501.0,501.0,501.0,81.0,,34.0,,
fc koln,Germany,301.0,301.0,401.0,501.0,401.0,501.0,501.0,501.0,501.0,601.0,1001.0,501.0,751.0,501.0,751.0,751.0,,501.0,601.0,501.0,601.0,151.0,,34.0,,
hamburg,Germany,501.0,301.0,751.0,501.0,751.0,501.0,1001.0,501.0,501.0,1001.0,751.0,1001.0,751.0,751.0,501.0,501.0,,751.0,1001.0,501.0,1001.0,121.0,,34.0,,
hannover,Germany,501.0,501.0,501.0,501.0,501.0,501.0,751.0,501.0,501.0,801.0,1001.0,1001.0,751.0,751.0,751.0,1001.0,,751.0,801.0,1001.0,801.0,161.0,,34.0,,
hertha berlin,Germany,1001.0,751.0,751.0,751.0,751.0,501.0,751.0,501.0,751.0,701.0,1001.0,501.0,751.0,501.0,751.0,1001.0,,501.0,701.0,751.0,701.0,131.0,,34.0,,
hoffenheim,Germany,251.0,251.0,251.0,251.0,251.0,251.0,1001.0,251.0,251.0,301.0,301.0,501.0,501.0,501.0,501.0,751.0,,501.0,301.0,501.0,301.0,66.0,,34.0,,
mainz 05,Germany,501.0,501.0,501.0,501.0,501.0,401.0,751.0,501.0,501.0,601.0,501.0,1001.0,501.0,751.0,501.0,501.0,,751.0,601.0,751.0,601.0,111.0,,34.0,,
vfb stuttgart,Germany,1001.0,751.0,401.0,501.0,401.0,301.0,1001.0,501.0,501.0,401.0,751.0,501.0,751.0,501.0,501.0,1001.0,,501.0,401.0,501.0,401.0,141.0,,34.0,,
werder bremen,Germany,501.0,301.0,251.0,501.0,251.0,301.0,1501.0,501.0,301.0,801.0,751.0,1001.0,751.0,751.0,751.0,501.0,,751.0,801.0,501.0,801.0,161.0,,34.0,,
ingolstadt,Germany,1501.0,1501.0,1001.0,1001.0,1001.0,751.0,1501.0,501.0,1001.0,1001.0,2501.0,1001.0,2501.0,1001.0,2001.0,1001.0,,1001.0,1001.0,1001.0,1001.0,261.0,,34.0,,
darmstadt,Germany,2501.0,1501.0,2501.0,1501.0,2501.0,1001.0,5001.0,501.0,2501.0,3001.0,5001.0,2501.0,2501.0,2501.0,2501.0,2501.0,,2501.0,3001.0,1501.0,3001.0,511.0,,34.0,,
barcelona,Spain,1.62,1.67,1.73,1.67,1.73,1.67,1.62,1.67,1.62,1.65,1.62,1.62,1.67,1.73,1.61,1.73,,1.73,1.65,1.67,1.65,1.71,,1.72,1.74,
real madrid,Spain,2.75,2.62,2.63,2.6,2.63,2.6,2.25,2.5,2.5,2.7,2.62,2.62,2.5,2.5,2.5,2.5,,2.5,2.7,2.75,2.7,2.45,,2.62,2.67,
atletico madrid,Spain,17.0,17.0,23.0,23.0,23.0,21.0,21.0,15.0,15.0,16.0,21.0,17.0,21.0,17.0,17.0,15.0,,17.0,16.0,19.0,16.0,1.67,,17.1,18.0,
seville,Spain,51.0,51.0,67.0,51.0,67.0,41.0,51.0,51.0,41.0,51.0,67.0,67.0,67.0,51.0,51.0,41.0,,51.0,51.0,67.0,51.0,5.75,,90.0,93.0,
valencia,Spain,51.0,34.0,67.0,51.0,67.0,34.0,51.0,34.0,41.0,51.0,67.0,67.0,67.0,41.0,51.0,34.0,,41.0,51.0,67.0,51.0,5.75,,105.0,118.0,
villarreal,Spain,101.0,101.0,301.0,251.0,301.0,101.0,251.0,226.0,101.0,251.0,301.0,201.0,301.0,151.0,251.0,251.0,,151.0,251.0,201.0,251.0,18.5,,380.0,393.0,
athletic bilbao,Spain,201.0,101.0,401.0,301.0,401.0,201.0,251.0,301.0,201.0,251.0,501.0,501.0,501.0,251.0,251.0,251.0,,251.0,251.0,251.0,251.0,22.0,,285.0,296.0,
celta vigo,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,501.0,1001.0,501.0,751.0,501.0,,501.0,1001.0,1001.0,1001.0,53.0,,684.0,728.0,
malaga,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,501.0,751.0,501.0,,501.0,1001.0,751.0,1001.0,101.0,,684.0,728.0,
real sociedad,Spain,1001.0,501.0,501.0,751.0,501.0,501.0,1001.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,751.0,751.0,501.0,,751.0,1001.0,751.0,1001.0,101.0,,684.0,728.0,
espanyol,Spain,1001.0,1001.0,751.0,1001.0,751.0,751.0,1001.0,501.0,751.0,1501.0,1501.0,1001.0,1001.0,751.0,1001.0,751.0,,751.0,1501.0,1001.0,1501.0,151.0,,665.0,970.0,
betis,Spain,5001.0,1001.0,1501.0,1501.0,1501.0,1001.0,5001.0,501.0,1001.0,5001.0,5001.0,1001.0,2501.0,1501.0,1501.0,1501.0,,1501.0,5001.0,1501.0,5001.0,261.0,,665.0,970.0,
rayo vallecano,Spain,1001.0,1001.0,2001.0,2001.0,2001.0,1501.0,2501.0,501.0,1001.0,5001.0,5001.0,1001.0,2501.0,2001.0,2501.0,2001.0,,2001.0,5001.0,2501.0,5001.0,261.0,,665.0,970.0,
deportivo la coruna,Spain,10001.0,1501.0,1501.0,2501.0,1501.0,1001.0,5001.0,501.0,1001.0,5001.0,10001.0,2001.0,2501.0,2501.0,2501.0,1501.0,,2501.0,5001.0,2501.0,5001.0,511.0,,665.0,970.0,
eibar,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,5001.0,5001.0,501.0,2501.0,7501.0,10001.0,5001.0,5001.0,5001.0,5001.0,2001.0,,5001.0,7501.0,2501.0,7501.0,511.0,,665.0,970.0,
getafe,Spain,10001.0,5001.0,1501.0,2501.0,1501.0,2001.0,5001.0,501.0,2501.0,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,2501.0,,5001.0,5001.0,2501.0,5001.0,261.0,,665.0,970.0,
gijon,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,2501.0,5001.0,501.0,2501.0,7501.0,10001.0,2001.0,5001.0,5001.0,5001.0,5001.0,,5001.0,7501.0,2501.0,7501.0,511.0,,665.0,970.0,
granada,Spain,10001.0,5001.0,2001.0,2501.0,2001.0,2001.0,5001.0,501.0,2001.0,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,2501.0,,5001.0,5001.0,2501.0,5001.0,261.0,,665.0,970.0,
levante,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,2001.0,2501.0,501.0,2501.0,5001.0,10001.0,5001.0,5001.0,5001.0,5001.0,2501.0,,5001.0,5001.0,2501.0,5001.0,261.0,,665.0,970.0,
