name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
chelsea,England,1.2,1.2,1.22,1.22,1.22,,1.22,,,1.2,1.18,1.22,1.22,1.2,1.2,1.22,1.22,,1.2,1.2,1.22,1.2,,1.24,1.26
man city,England,5.5,6.0,5.5,5.0,5.5,,5.5,,,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,,5.5,6.0,5.5,6.0,,5.46,5.85
man utd,England,41.0,34.0,34.0,34.0,34.0,,34.0,,,41.0,41.0,41.0,34.0,41.0,41.0,34.0,34.0,,41.0,41.0,41.0,41.0,,52.0,51.0
arsenal,England,51.0,51.0,51.0,51.0,51.0,,34.0,,,51.0,51.0,41.0,41.0,51.0,41.0,51.0,51.0,,51.0,51.0,51.0,51.0,,62.0,60.0
southampton,England,151.0,151.0,151.0,151.0,151.0,,151.0,,,151.0,126.0,151.0,101.0,126.0,126.0,151.0,151.0,,126.0,151.0,151.0,151.0,,146.0,100.0
liverpool,England,501.0,501.0,401.0,401.0,401.0,,426.0,,,401.0,351.0,301.0,401.0,401.0,401.0,501.0,401.0,,401.0,401.0,501.0,401.0,,432.0,298.0
tottenham,England,401.0,401.0,401.0,401.0,401.0,,476.0,,,401.0,501.0,401.0,401.0,401.0,401.0,501.0,401.0,,401.0,401.0,251.0,401.0,,432.0,80.0
everton,England,2001.0,,,,,,,,,,,,,,,,,,,,,,,917.0,496.0
newcastle,England,2001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
sunderland,England,2501.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
swansea,England,2501.0,,,,,,,,,,,,,,,,,,,,,,,917.0,496.0
stoke,England,3001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
aston villa,England,4001.0,,,,,,,,,,,,,,,,,,,,,,,917.0,496.0
west brom,England,5001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
west ham,England,1501.0,,,,,,,,,,5001.0,,,,,,,,,,,,,970.0,496.0
crystal palace,England,7501.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
hull,England,10001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
qpr,England,10001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,
burnley,England,15001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
leicester,England,15001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
celtic,Scotland,,1.05,,1.04,1.06,,1.05,1.04,,,1.05,,1.05,1.05,,1.04,,,1.05,,,,1.08,1.06,
aberdeen,Scotland,,11.0,,11.0,9.0,,11.0,12.0,,,11.0,,11.0,11.0,,11.0,,,11.0,,,,11.4,11.7,
dundee utd,Scotland,,51.0,,51.0,41.0,,41.0,41.0,,,34.0,,34.0,41.0,,51.0,,,41.0,,,,30.0,27.0,
inverness,Scotland,,51.0,,67.0,67.0,,67.0,67.0,,,51.0,,51.0,67.0,,67.0,,,67.0,,,,81.0,175.0,
hamilton,Scotland,,,,151.0,,,,251.0,,,151.0,,,,,,,,,,,,29.0,114.0,
st johnstone,Scotland,,,,,,,,251.0,,,801.0,,,,,,,,,,,,209.0,204.0,
motherwell,Scotland,,,,,,,,1001.0,,,,,,,,,,,,,,,30.0,844.0,
ross county,Scotland,,,,,,,,1001.0,,,,,,,,,,,,,,,30.0,844.0,
st mirren,Scotland,,,,,,,,1001.0,,,,,,,,,,,,,,,30.0,844.0,
kilmarnock,Scotland,,,,,,,,301.0,,,1501.0,,,,,,,,,,,,285.0,247.0,
dundee,Scotland,,,,,,,,1001.0,,,3501.0,,,,,,,,,,,,30.0,844.0,
partick,Scotland,,,,,,,,1001.0,,,5001.0,,,,,,,,,,,,30.0,844.0,
fenerbahce,Turkey,,,,,,2.05,2.1,2.2,,,,,,,,,,,,,2.15,,,,
galatasaray,Turkey,,,,,,2.2,2.25,2.4,,,,,,,,,,,,,2.35,,,,
besiktas,Turkey,,,,,,4.5,5.0,5.0,,,,,,,,,,,,,4.5,,,,
trabzonspor,Turkey,,,,,,41.0,,51.0,,,,,,,,,,,,,,,14.3,,
bursaspor,Turkey,,,,,,51.0,67.0,51.0,,,,,,,,,,,,,,,32.0,,
gaziantepspor,Turkey,,,,,,67.0,67.0,67.0,,,,,,,,,,,,,,,32.0,,
mersin i y,Turkey,,,,,,67.0,67.0,67.0,,,,,,,,,,,,,,,32.0,,
eskisehirspor,Turkey,,,,,,101.0,67.0,101.0,,,,,,,,,,,,,,,32.0,,
genclerbirligi,Turkey,,,,,,101.0,101.0,101.0,,,,,,,,,,,,,,,32.0,,
kasimpasa,Turkey,,,,,,101.0,,101.0,,,,,,,,,,,,,,,32.0,,
istanbul bb,Turkey,,,,,,101.0,126.0,101.0,,,,,,,,,,,,,,,32.0,,
akhisar,Turkey,,,,,,251.0,101.0,201.0,,,,,,,,,,,,,,,32.0,,
karabukspor,Turkey,,,,,,151.0,126.0,301.0,,,,,,,,,,,,,,,32.0,,
rizespor,Turkey,,,,,,251.0,151.0,401.0,,,,,,,,,,,,,,,32.0,,
sivasspor,Turkey,,,,,,201.0,101.0,501.0,,,,,,,,,,,,,,,32.0,,
balikesirspor,Turkey,,,,,,751.0,751.0,501.0,,,,,,,,,,,,,,,32.0,,
erciyesspor,Turkey,,,,,,751.0,1001.0,501.0,,,,,,,,,,,,,,,32.0,,
konyaspor,Turkey,,,,,,751.0,1001.0,501.0,,,,,,,,,,,,,,,32.0,,
