name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.03,1.02,1.02,1.02,1.02,1.05,1.02,1.02,1.01,1.02,1.03,1.02,1.02,1.03,1.02,1.02,1.02,1.01,1.06,1.01,1.01,1.02,1.04,,
bor dortmund,Germany,15.0,15.0,17.0,19.0,17.0,17.0,15.0,17.0,15.0,21.0,15.0,15.0,17.0,15.0,15.0,15.0,14.5,15.0,21.0,8.0,21.0,17.0,15.0,17.6,,
wolfsburg,Germany,101.0,51.0,67.0,151.0,67.0,101.0,21.0,151.0,101.0,161.0,81.0,151.0,251.0,51.0,51.0,67.0,100.0,51.0,161.0,81.0,161.0,91.0,101.0,76.0,,
schalke 04,Germany,251.0,101.0,81.0,251.0,81.0,151.0,51.0,201.0,201.0,251.0,201.0,251.0,251.0,101.0,101.0,201.0,180.0,101.0,251.0,151.0,251.0,201.0,251.0,219.0,,
bayer leverkusen,Germany,201.0,101.0,101.0,301.0,101.0,101.0,21.0,201.0,201.0,401.0,251.0,251.0,251.0,101.0,101.0,101.0,200.0,101.0,401.0,151.0,401.0,211.0,201.0,81.0,,
bor monchengladbach,Germany,751.0,,81.0,,81.0,151.0,81.0,201.0,201.0,601.0,201.0,501.0,251.0,1001.0,151.0,251.0,351.0,1001.0,601.0,151.0,601.0,751.0,751.0,95.0,,
hertha berlin,Germany,1501.0,,751.0,,751.0,501.0,751.0,501.0,,1201.0,751.0,,,1001.0,501.0,501.0,801.0,1001.0,1201.0,501.0,1201.0,751.0,501.0,71.0,,
eintracht frankfurt,Germany,3001.0,,1001.0,,1001.0,,751.0,501.0,,3001.0,1001.0,,,1001.0,501.0,,1001.0,1001.0,3001.0,1001.0,3001.0,751.0,1001.0,38.0,,
fc koln,Germany,1501.0,,751.0,,751.0,,501.0,501.0,,3001.0,751.0,,,1001.0,501.0,,1001.0,1001.0,3001.0,501.0,3001.0,501.0,751.0,38.0,,
hamburg,Germany,3001.0,,751.0,,751.0,,1001.0,501.0,,3001.0,1001.0,,,1001.0,501.0,,1001.0,1001.0,3001.0,1001.0,3001.0,1001.0,751.0,62.0,,
