name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.0,,,,1.0,1.0,1.01,,,,,1.0,1.01,,1.01,,,1.01,,,,1.02,1.01,
vfl wolfsburg,Germany,,81.0,,,,67.0,67.0,51.0,,,,,67.0,67.0,,81.0,,,67.0,80.0,,,38.0,34.0,
bayer leverkusen,Germany,,126.0,,,,101.0,81.0,81.0,,,,,81.0,81.0,,81.0,,,81.0,150.0,,,48.0,184.0,
bor monchengladbach,Germany,,101.0,,,,126.0,126.0,126.0,,,,,126.0,126.0,,126.0,,,126.0,250.0,,,57.0,286.0,
schalke 04,Germany,,126.0,,,,201.0,201.0,251.0,,,,,201.0,151.0,,151.0,,,151.0,250.0,,,323.0,291.0,
hoffenheim,Germany,,251.0,,,,501.0,751.0,501.0,,,,,501.0,501.0,,251.0,,,501.0,750.0,,,95.0,378.0,
bor dortmund,Germany,,101.0,,,,201.0,501.0,251.0,,,,,201.0,251.0,,251.0,,,251.0,800.0,,,143.0,286.0,
hannover 96,Germany,,,,,,501.0,501.0,501.0,,,,,501.0,751.0,,,,,751.0,1500.0,,,190.0,844.0,
mainz 05,Germany,,,,,,501.0,401.0,501.0,,,,,501.0,501.0,,,,,501.0,1500.0,,,494.0,844.0,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,,,,,751.0,,,,,751.0,1500.0,,,950.0,844.0,
augsburg,Germany,,,,,,,2001.0,501.0,,,,,,1001.0,,,,,1001.0,350.0,,,48.0,844.0,
hertha berlin,Germany,,,,,,,1501.0,501.0,,,,,,1501.0,,,,,1501.0,2500.0,,,48.0,844.0,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,,,,,,1001.0,,,,,1001.0,2500.0,,,114.0,844.0,
fc koln,Germany,,,,,,,1001.0,501.0,,,,,,1001.0,,,,,1001.0,2500.0,,,475.0,844.0,
paderborn,Germany,,,,,,,2501.0,501.0,,,,,,1001.0,,,,,1001.0,2500.0,,,133.0,844.0,
hamburg,Germany,,,,,,,2501.0,501.0,,,,,,1001.0,,,,,1001.0,2000.0,,,732.0,844.0,
freiburg,Germany,,,,,,,2001.0,501.0,,,,,,1501.0,,,,,1501.0,3000.0,,,48.0,844.0,
werder bremen,Germany,,,,,,,2001.0,501.0,,,,,,1501.0,,,,,1501.0,4000.0,,,48.0,844.0,
real madrid,Spain,,1.3,1.3,,1.3,1.33,1.29,1.33,,1.33,1.3,,1.33,1.3,,1.33,,,,,,1.33,1.42,1.4,
barcelona,Spain,,3.6,3.5,,3.5,3.4,3.5,3.5,,3.5,3.6,,3.5,3.5,,3.5,,,,,,3.5,3.57,3.38,
