name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.02,1.02,1.01,1.02,1.02,1.02,1.02,,1.01,1.02,,,,1.02,,,,1.01,1.03,1.01,1.02,,1.03,,
bor dortmund,Germany,,17.0,21.0,21.0,21.0,17.0,17.0,26.0,,31.0,19.0,,,,15.0,,,,31.0,15.0,31.0,17.0,,29.0,,
wolfsburg,Germany,,51.0,51.0,101.0,51.0,51.0,26.0,101.0,,161.0,67.0,,,,51.0,,,,161.0,51.0,161.0,29.0,,95.0,,
schalke 04,Germany,,67.0,67.0,101.0,67.0,81.0,51.0,176.0,,201.0,101.0,,,,81.0,,,,201.0,67.0,201.0,56.0,,190.0,,
bayer leverkusen,Germany,,81.0,67.0,126.0,67.0,51.0,51.0,101.0,,271.0,81.0,,,,81.0,,,,271.0,67.0,271.0,56.0,,81.0,,
bor monchengladbach,Germany,,,101.0,,101.0,201.0,81.0,301.0,,701.0,151.0,,,,201.0,,,,701.0,501.0,701.0,751.0,,38.0,,
mainz 05,Germany,,,751.0,,751.0,401.0,751.0,501.0,,1801.0,1001.0,,,,501.0,,,,1801.0,501.0,1801.0,2001.0,,48.0,,
fc koln,Germany,,,1251.0,,1251.0,501.0,501.0,501.0,,2001.0,1001.0,,,,501.0,,,,2001.0,501.0,2001.0,1751.0,,95.0,,
hertha berlin,Germany,,,751.0,,751.0,501.0,751.0,501.0,,1201.0,501.0,,,,501.0,,,,1201.0,501.0,1201.0,2501.0,,38.0,,
hamburg,Germany,,,601.0,,601.0,501.0,1001.0,501.0,,2001.0,751.0,,,,501.0,,,,2001.0,501.0,2001.0,3001.0,,38.0,,
eintracht frankfurt,Germany,,,1251.0,,1251.0,501.0,751.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,501.0,3001.0,4001.0,,48.0,,
vfb stuttgart,Germany,,,751.0,,751.0,501.0,1001.0,501.0,,5001.0,1501.0,,,,501.0,,,,5001.0,501.0,5001.0,4501.0,,38.0,,
werder bremen,Germany,,,1251.0,,1251.0,301.0,1501.0,501.0,,5001.0,1501.0,,,,501.0,,,,5001.0,501.0,5001.0,4001.0,,38.0,,
ingolstadt,Germany,,,1001.0,,1001.0,751.0,1501.0,501.0,,3001.0,1001.0,,,,1001.0,,,,3001.0,501.0,3001.0,5001.0,,90.0,,
hannover,Germany,,,1751.0,,1751.0,501.0,751.0,501.0,,6001.0,1501.0,,,,501.0,,,,6001.0,1001.0,6001.0,4501.0,,38.0,,
darmstadt,Germany,,,2001.0,,2001.0,1001.0,5001.0,501.0,,6001.0,2001.0,,,,1501.0,,,,6001.0,1001.0,6001.0,5001.0,,90.0,,
augsburg,Germany,,,1501.0,,1501.0,501.0,1001.0,501.0,,6001.0,2001.0,,,,1001.0,,,,6001.0,501.0,6001.0,4501.0,,95.0,,
hoffenheim,Germany,,,751.0,,751.0,501.0,1001.0,501.0,,8001.0,1501.0,,,,1001.0,,,,8001.0,501.0,8001.0,3001.0,,38.0,,
barcelona,Spain,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.85,,,,,1.8,1.83,1.83,,1.85,,1.85,1.8,,1.84,1.8,
real madrid,Spain,2.1,2.0,2.1,2.0,2.1,2.05,2.0,2.1,2.0,2.1,,,,,2.1,2.1,2.1,,2.1,,2.1,2.05,,2.14,2.16,
atletico madrid,Spain,17.0,13.0,13.0,13.0,13.0,15.0,17.0,13.0,15.0,16.0,,,,,13.0,13.0,17.0,,16.0,,16.0,17.0,,13.4,11.7,
celta vigo,Spain,501.0,,201.0,301.0,201.0,201.0,501.0,501.0,201.0,501.0,,,,,151.0,151.0,301.0,,501.0,,501.0,,,29.0,,
villarreal,Spain,401.0,501.0,251.0,301.0,251.0,251.0,501.0,501.0,151.0,501.0,,,,,251.0,201.0,251.0,,501.0,,501.0,451.0,,209.0,,
valencia,Spain,251.0,,176.0,251.0,176.0,201.0,501.0,501.0,251.0,251.0,,,,,126.0,201.0,221.0,,251.0,,251.0,276.0,,219.0,,
seville,Spain,751.0,501.0,201.0,501.0,201.0,501.0,201.0,501.0,401.0,751.0,,,,,251.0,251.0,551.0,,751.0,,751.0,751.0,,190.0,,
athletic bilbao,Spain,1501.0,,751.0,,751.0,751.0,,501.0,751.0,1501.0,,,,,,,1001.0,,1501.0,,1501.0,1501.0,,143.0,,
espanyol,Spain,1501.0,,2001.0,,2001.0,1001.0,1001.0,501.0,1001.0,2001.0,,,,,,,1001.0,,2001.0,,2001.0,1501.0,,28.0,,
malaga,Spain,2001.0,,1001.0,,1001.0,1001.0,501.0,501.0,751.0,2501.0,,,,,,,1001.0,,2501.0,,2501.0,2001.0,,228.0,,
rayo vallecano,Spain,3001.0,,4001.0,,4001.0,1501.0,2501.0,501.0,1001.0,2501.0,,,,,,,1001.0,,2501.0,,2501.0,,,209.0,,
real sociedad,Spain,4001.0,,2001.0,,2001.0,1501.0,1001.0,501.0,1001.0,2501.0,,,,,,,1001.0,,2501.0,,2501.0,,,247.0,,
betis,Spain,4501.0,,2001.0,,2001.0,1001.0,5001.0,501.0,3001.0,2501.0,,,,,,,1001.0,,2501.0,,2501.0,,,209.0,,
deportivo la coruna,Spain,4501.0,,1751.0,,1751.0,1001.0,5001.0,501.0,3001.0,2001.0,,,,,,,1001.0,,2001.0,,2001.0,,,209.0,,
eibar,Spain,4501.0,,1751.0,,1751.0,5001.0,5001.0,501.0,4001.0,2501.0,,,,,,,1001.0,,2501.0,,2501.0,,,209.0,,
getafe,Spain,4501.0,,3001.0,,3001.0,2001.0,5001.0,501.0,5001.0,2501.0,,,,,,,1001.0,,2501.0,,2501.0,,,209.0,,
gijon,Spain,4501.0,,1751.0,,1751.0,3001.0,5001.0,501.0,3001.0,5001.0,,,,,,,1001.0,,5001.0,,5001.0,,,209.0,,
granada,Spain,4501.0,,4001.0,,4001.0,2001.0,5001.0,501.0,5001.0,5001.0,,,,,,,1001.0,,5001.0,,5001.0,,,209.0,,
levante,Spain,4501.0,,5001.0,,5001.0,2001.0,2501.0,501.0,5001.0,5001.0,,,,,,,1001.0,,5001.0,,5001.0,,,209.0,,
ud las palmas,Spain,4501.0,,,,,5001.0,5001.0,501.0,5001.0,5001.0,,,,,,,1001.0,,5001.0,,5001.0,,,209.0,,
man city,England,1.91,1.83,,1.91,1.91,1.91,1.83,1.95,1.83,1.91,1.91,2.0,1.91,,1.95,1.91,,,1.91,1.9,1.91,1.91,,1.94,,1.97
arsenal,England,2.88,2.75,,2.75,2.75,2.7,2.75,2.75,2.75,2.85,2.62,2.75,2.75,,2.87,2.75,,,2.85,2.85,2.85,2.9,,2.9,,2.98
man utd,England,6.5,8.0,,7.0,7.0,7.0,7.5,7.0,7.0,7.0,6.5,7.5,6.5,,7.0,7.0,,,7.0,6.5,7.0,6.5,,7.84,,8.13
chelsea,England,34.0,51.0,,34.0,34.0,34.0,41.0,51.0,41.0,41.0,51.0,41.0,34.0,,41.0,41.0,,,41.0,34.0,41.0,34.0,,42.0,,41.0
liverpool,England,67.0,101.0,,67.0,51.0,51.0,101.0,81.0,67.0,67.0,101.0,101.0,51.0,,51.0,51.0,,,67.0,67.0,67.0,67.0,,86.0,,80.0
tottenham,England,101.0,151.0,,151.0,81.0,81.0,126.0,101.0,81.0,101.0,126.0,101.0,101.0,,101.0,101.0,,,101.0,101.0,101.0,101.0,,114.0,,100.0
west ham,England,501.0,501.0,,251.0,251.0,151.0,251.0,276.0,251.0,501.0,501.0,501.0,151.0,,251.0,201.0,,,501.0,751.0,501.0,501.0,,181.0,,150.0
southampton,England,751.0,751.0,,1001.0,201.0,251.0,1001.0,326.0,501.0,751.0,1001.0,501.0,1001.0,,1001.0,501.0,,,751.0,751.0,751.0,751.0,,760.0,,80.0
everton,England,501.0,751.0,,1001.0,401.0,351.0,1001.0,501.0,501.0,751.0,1001.0,1001.0,751.0,,1001.0,501.0,,,751.0,501.0,751.0,551.0,,808.0,,80.0
leicester,England,1001.0,1501.0,,1501.0,2001.0,351.0,1001.0,1001.0,1001.0,1001.0,1251.0,1501.0,751.0,,1001.0,1001.0,,,1001.0,1001.0,1001.0,1001.0,,779.0,,496.0
swansea,England,1001.0,2001.0,,1501.0,1001.0,151.0,1001.0,1001.0,1501.0,1001.0,2001.0,2501.0,1001.0,,2001.0,1501.0,,,1001.0,1001.0,1001.0,1001.0,,950.0,,496.0
crystal palace,England,1001.0,1501.0,,1001.0,401.0,501.0,1001.0,1001.0,501.0,1001.0,1501.0,3001.0,1001.0,,1501.0,1001.0,,,1001.0,1001.0,1001.0,1001.0,,950.0,,496.0
stoke,England,751.0,,,1501.0,1001.0,51.0,1001.0,1501.0,1501.0,2001.0,5001.0,3001.0,3001.0,,,2001.0,,,2001.0,751.0,2001.0,751.0,,950.0,,496.0
watford,England,5001.0,5001.0,,5001.0,4001.0,19.0,1001.0,5001.0,4001.0,5001.0,5001.0,3001.0,5001.0,,,,,,5001.0,5001.0,5001.0,,,950.0,,496.0
west brom,England,1501.0,,,2001.0,1501.0,41.0,1001.0,2001.0,4001.0,5001.0,5001.0,3001.0,2001.0,,,,,,5001.0,1501.0,5001.0,2001.0,,950.0,,496.0
newcastle,England,3501.0,,,2001.0,2001.0,7.5,1001.0,1501.0,3001.0,8001.0,7501.0,5001.0,5001.0,,,,,,8001.0,3501.0,8001.0,3501.0,,950.0,,496.0
aston villa,England,3001.0,,,5001.0,5001.0,2.6,1001.0,2001.0,5001.0,8001.0,10001.0,10001.0,5001.0,,,,,,8001.0,3001.0,8001.0,3001.0,,950.0,,496.0
bournemouth,England,7501.0,,,4001.0,2501.0,7.0,1001.0,2001.0,3001.0,8001.0,10001.0,5001.0,2001.0,,,,,,8001.0,5001.0,8001.0,,,950.0,,496.0
norwich,England,5001.0,,,5001.0,5001.0,9.0,1001.0,5001.0,4001.0,8001.0,10001.0,10001.0,1001.0,,,,,,8001.0,5001.0,8001.0,,,950.0,,496.0
sunderland,England,7501.0,,,5001.0,7501.0,2.7,1001.0,4001.0,7501.0,8001.0,10001.0,10001.0,5001.0,,,,,,8001.0,5001.0,8001.0,,,950.0,,496.0
psg,France,,1.01,,1.01,,,1.01,1.02,,1.01,,1.01,,,1.02,1.01,,,1.01,,1.01,1.01,,1.03,,
lyon,France,,26.0,,19.0,,,15.0,34.0,,31.0,,34.0,,,17.0,21.0,,,31.0,,31.0,15.0,,14.8,,
monaco,France,,34.0,,26.0,,,21.0,51.0,,36.0,,101.0,,,26.0,26.0,,,36.0,,36.0,23.0,,12.9,,
st etienne,France,,,,101.0,,,101.0,81.0,,61.0,,41.0,51.0,,67.0,61.0,,,61.0,,61.0,111.0,,48.0,,
marseille,France,,,,151.0,,,201.0,201.0,,251.0,,201.0,,,81.0,81.0,,,251.0,,251.0,201.0,,62.0,,
lille,France,,,,,,,501.0,401.0,,401.0,,501.0,,,501.0,401.0,,,401.0,,401.0,,,95.0,,
nice,France,,,,,,,501.0,501.0,,201.0,,501.0,,,301.0,,,,31.0,,201.0,,,95.0,,
rennes,France,,,,301.0,,,501.0,251.0,,201.0,,501.0,,,351.0,301.0,,,201.0,,201.0,351.0,,95.0,,
caen,France,,,,,,,,301.0,,1001.0,,251.0,,,1001.0,,,,1001.0,,1001.0,,,95.0,,
nantes,France,,,,,,,,501.0,,1001.0,,501.0,,,501.0,,,,1001.0,,1001.0,,,95.0,,
angers,France,,,,,,,251.0,301.0,,1001.0,,1501.0,,,751.0,,,,1001.0,,1001.0,201.0,,95.0,,
guingamp,France,,,,,,,,501.0,,1051.0,,1501.0,,,751.0,,,,1051.0,,1051.0,,,95.0,,
lorient,France,,,,,,,,501.0,,501.0,,1501.0,,,501.0,,,,501.0,,501.0,,,95.0,,
reims,France,,,,,,,,751.0,,1501.0,,1501.0,,,1001.0,,,,1501.0,,1501.0,,,95.0,,
toulouse,France,,,,,,,,501.0,,801.0,,1501.0,,,751.0,,,,801.0,,801.0,,,95.0,,
bordeaux,France,,,,,,,201.0,501.0,,1510.0,,501.0,,,251.0,201.0,,,1510.0,,1510.0,201.0,,95.0,,
montpellier,France,,,,,,,,501.0,,2001.0,,1501.0,,,751.0,,,,2001.0,,2001.0,,,95.0,,
bastia,France,,,,,,,,501.0,,2001.0,,2501.0,,,751.0,,,,2001.0,,2001.0,,,95.0,,
troyes,France,,,,,,,,751.0,,1601.0,,2501.0,,,2001.0,,,,1601.0,,1601.0,,,95.0,,
gfco ajaccio,France,,,,,,,,1001.0,,2751.0,,2501.0,,,2001.0,,,,2751.0,,2751.0,,,95.0,,
roma,Italy,2.75,2.75,2.88,2.62,2.88,1.25,2.62,2.88,,2.75,,,,,2.8,,3.0,,2.75,,2.75,2.75,,,,
juventus,Italy,3.75,3.5,3.5,3.5,3.5,1.53,3.5,3.5,,3.75,,,,,4.0,,3.95,,3.75,,3.75,3.75,,,,
napoli,Italy,4.33,4.5,4.5,4.0,4.5,1.36,4.33,3.75,,3.75,,,,,3.5,,4.1,,3.75,,3.75,3.5,,,,
inter,Italy,8.0,9.0,7.5,7.0,7.5,2.4,8.0,8.0,,8.0,,,,,11.0,,7.0,,8.0,,8.0,8.5,,,,
fiorentina,Italy,13.0,13.0,15.0,13.0,15.0,3.5,13.0,15.0,,18.0,,,,,15.0,,10.3,,18.0,,18.0,19.0,,,,
lazio,Italy,21.0,21.0,21.0,21.0,21.0,5.75,17.0,21.0,,21.0,,,,,26.0,,23.0,,21.0,,21.0,21.0,,,,
ac milan,Italy,51.0,41.0,41.0,41.0,41.0,12.0,26.0,41.0,,51.0,,,,,67.0,,62.0,,51.0,,51.0,51.0,,,,
sassuolo,Italy,401.0,,401.0,,401.0,67.0,251.0,501.0,,201.0,,,,,501.0,,301.0,,201.0,,201.0,201.0,,,,
torino,Italy,301.0,201.0,301.0,501.0,301.0,41.0,751.0,251.0,,201.0,,,,,251.0,,201.0,,201.0,,201.0,176.0,,,,
sampdoria,Italy,401.0,201.0,501.0,251.0,501.0,51.0,251.0,251.0,,201.0,,,,,751.0,,251.0,,201.0,,201.0,226.0,,,,
atalanta,Italy,1001.0,,501.0,,501.0,151.0,,501.0,,,,,,,1001.0,,901.0,,,,,,,,,
genoa,Italy,751.0,,401.0,,401.0,101.0,,276.0,,,,,,,1001.0,,401.0,,,,,,,,,
palermo,Italy,501.0,,501.0,,501.0,101.0,501.0,501.0,,,,,,,1001.0,,501.0,,,,,,,,,
udinese,Italy,1001.0,,751.0,,751.0,151.0,751.0,276.0,,,,,,,1001.0,,601.0,,,,,,,,,
verona,Italy,2001.0,,1251.0,,1251.0,151.0,,501.0,,,,,,,1001.0,,1001.0,,,,,,,,,
chievo,Italy,2001.0,,2501.0,,2501.0,501.0,,501.0,,,,,,,751.0,,1000.0,,,,,,,,,
empoli,Italy,2501.0,,1001.0,,1001.0,301.0,,501.0,,,,,,,1501.0,,1001.0,,,,,,,,,
bologna,Italy,3001.0,,2501.0,,2501.0,251.0,,501.0,,,,,,,1501.0,,1001.0,,,,,,,,,
frosinone,Italy,4001.0,,2501.0,,2501.0,1001.0,,501.0,,,,,,,2501.0,,1001.0,,,,,,,,,
carpi fc,Italy,4501.0,,10001.0,,10001.0,601.0,,276.0,,,,,,,5001.0,,1001.0,,,,,,,,,
celtic,Scotland,1.02,1.02,,1.02,,1.02,1.03,1.02,1.02,1.02,1.02,1.02,,,,,,,1.02,,1.02,1.02,,1.05,,
aberdeen,Scotland,26.0,17.0,,17.0,,15.0,13.0,17.0,15.0,21.0,19.0,17.0,,,,,,,21.0,,21.0,26.0,,16.2,,
hearts,Scotland,101.0,81.0,,81.0,,101.0,51.0,81.0,81.0,126.0,81.0,101.0,,,,,,,126.0,,126.0,101.0,,22.0,,
st johnstone,Scotland,751.0,,,,,751.0,401.0,501.0,401.0,,601.0,751.0,,,,,,,,,,751.0,,95.0,,
ross county,Scotland,501.0,,,501.0,,501.0,151.0,501.0,401.0,,501.0,751.0,,,,,,,,,,501.0,,105.0,,
dundee,Scotland,751.0,,,,,751.0,251.0,501.0,501.0,,751.0,1501.0,,,,,,,,,,751.0,,95.0,,
inverness,Scotland,1001.0,,,,,1001.0,301.0,501.0,501.0,,601.0,2001.0,,,,,,,,,,1001.0,,95.0,,
hamilton,Scotland,2001.0,,,,,2001.0,401.0,501.0,501.0,,501.0,1001.0,,,,,,,,,,2001.0,,105.0,,
motherwell,Scotland,3001.0,,,,,2001.0,2001.0,501.0,1001.0,,2001.0,2001.0,,,,,,,,,,3001.0,,105.0,,
dundee utd,Scotland,4501.0,,,,,2001.0,501.0,501.0,1251.0,,2501.0,2001.0,,,,,,,,,,4501.0,,32.0,,
kilmarnock,Scotland,4001.0,,,,,5001.0,2501.0,501.0,5001.0,,3001.0,2001.0,,,,,,,,,,4001.0,,105.0,,
partick,Scotland,4501.0,,,,,5001.0,751.0,501.0,2501.0,,3001.0,2501.0,,,,,,,,,,4501.0,,105.0,,
ajax,Holland,,2.1,,2.1,,2.05,,,,2.1,,,,,,,,,2.1,,2.1,2.0,,1.95,,
psv,Holland,,2.38,,2.38,,2.38,,,,2.35,,,,,,,,,2.35,,2.35,2.4,,2.42,,
feyenoord,Holland,,5.0,,4.5,,5.0,,,,5.0,,,,,,,,,5.0,,5.0,5.0,,2.9,,
vitesse,Holland,,51.0,,51.0,,51.0,,,,51.0,,,,,,,,,51.0,,51.0,51.0,,25.0,,
az alkmaar,Holland,,81.0,,67.0,,81.0,,,,76.0,,,,,,,,,76.0,,76.0,76.0,,7.27,,
twente,Holland,,201.0,,,,151.0,,,,151.0,,,,,,,,,151.0,,151.0,151.0,,143.0,,
zwolle,Holland,,201.0,,151.0,,151.0,,,,201.0,,,,,,,,,201.0,,201.0,201.0,,171.0,,
groningen,Holland,,251.0,,,,151.0,,,,201.0,,,,,,,,,201.0,,201.0,201.0,,171.0,,
heerenveen,Holland,,251.0,,,,151.0,,,,101.0,,,,,,,,,101.0,,101.0,101.0,,171.0,,
utrecht,Holland,,201.0,,,,201.0,,,,251.0,,,,,,,,,251.0,,251.0,251.0,,171.0,,
willem ii,Holland,,501.0,,,,501.0,,,,501.0,,,,,,,,,501.0,,501.0,501.0,,209.0,,
nec nijmegen,Holland,,501.0,,,,501.0,,,,751.0,,,,,,,,,751.0,,751.0,751.0,,171.0,,
cambuur,Holland,,1001.0,,,,1001.0,,,,501.0,,,,,,,,,501.0,,501.0,501.0,,209.0,,
den haag,Holland,,1001.0,,,,1001.0,,,,751.0,,,,,,,,,751.0,,751.0,751.0,,209.0,,
