name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.0,1.0,,1.01,,1.01,1.01,1.01,1.01,,,,1.01,1.01,,1.01,1.01,,1.01,,1.01,,1.02,1.01,
vfl wolfsburg,Germany,67.0,67.0,,41.0,,67.0,51.0,51.0,67.0,80.0,,,67.0,41.0,,67.0,51.0,,41.0,80.0,51.0,80.0,30.0,34.0,
bayer leverkusen,Germany,101.0,101.0,,67.0,,101.0,67.0,81.0,67.0,150.0,,,67.0,81.0,,67.0,67.0,,81.0,150.0,101.0,150.0,95.0,6.82,
schalke 04,Germany,151.0,126.0,,151.0,,201.0,201.0,201.0,151.0,250.0,,,201.0,101.0,,151.0,201.0,,101.0,250.0,151.0,250.0,48.0,155.0,
bor monchengladbach,Germany,501.0,81.0,,101.0,,126.0,126.0,126.0,101.0,250.0,,,126.0,101.0,,126.0,126.0,,101.0,250.0,151.0,250.0,57.0,,
hoffenheim,Germany,751.0,251.0,,401.0,,501.0,751.0,501.0,251.0,750.0,,,501.0,751.0,,251.0,,,751.0,750.0,151.0,750.0,219.0,,
bor dortmund,Germany,501.0,101.0,,151.0,,201.0,251.0,201.0,126.0,800.0,,,151.0,151.0,,126.0,201.0,,151.0,800.0,251.0,800.0,143.0,,
hannover 96,Germany,1501.0,,,,,501.0,501.0,501.0,,1500.0,,,501.0,501.0,,,501.0,,501.0,1500.0,751.0,1500.0,190.0,,
mainz 05,Germany,1501.0,,,,,501.0,401.0,501.0,401.0,1500.0,,,501.0,501.0,,,501.0,,501.0,1500.0,501.0,1500.0,494.0,,
eintracht frankfurt,Germany,1501.0,,,,,,1001.0,501.0,,1500.0,,,,501.0,,,,,501.0,1500.0,751.0,1500.0,950.0,,
augsburg,Germany,1001.0,,,,,,2001.0,501.0,,350.0,,,,751.0,,,,,751.0,350.0,501.0,350.0,32.0,,
vfb stuttgart,Germany,1001.0,,,,,,1001.0,501.0,501.0,2500.0,,,,1001.0,,,,,1001.0,2500.0,1001.0,2500.0,114.0,,
fc koln,Germany,1501.0,,,,,,1001.0,501.0,,2500.0,,,,751.0,,,,,751.0,2500.0,1001.0,2500.0,475.0,,
hertha berlin,Germany,2501.0,,,,,,1501.0,501.0,,2500.0,,,,1001.0,,,,,1001.0,2500.0,1001.0,2500.0,32.0,,
paderborn,Germany,1501.0,,,,,,2501.0,501.0,,2500.0,,,,1001.0,,,,,1001.0,2500.0,1001.0,2500.0,133.0,,
hamburg,Germany,2501.0,,,,,,2501.0,501.0,,2000.0,,,,1001.0,,,,,1001.0,2000.0,1001.0,2000.0,732.0,,
werder bremen,Germany,4001.0,,,,,,2001.0,501.0,,4000.0,,,,1001.0,,,,,1001.0,4000.0,1001.0,4000.0,32.0,,
freiburg,Germany,5001.0,,,,,,2001.0,501.0,,3000.0,,,,1001.0,,,,,1001.0,3000.0,1001.0,3000.0,32.0,,
real madrid,Spain,1.44,1.44,1.44,1.4,1.44,1.44,1.44,1.44,,1.45,1.4,1.5,1.44,1.44,,1.44,1.45,1.44,,1.45,1.44,1.45,1.53,1.02,
barcelona,Spain,2.88,2.88,2.75,2.8,2.75,2.75,2.75,2.88,,3.0,3.0,2.75,2.75,2.75,,2.8,2.88,2.85,,3.0,2.88,3.0,2.9,1.02,
atletico madrid,Spain,21.0,21.0,21.0,23.0,21.0,21.0,21.0,19.0,,21.0,21.0,21.0,21.0,21.0,,23.0,21.0,21.0,,21.0,26.0,21.0,21.0,1.97,
seville,Spain,401.0,,151.0,251.0,151.0,151.0,201.0,201.0,,401.0,501.0,501.0,401.0,201.0,,251.0,251.0,351.0,,401.0,401.0,401.0,124.0,1.97,
valencia,Spain,251.0,,151.0,201.0,151.0,101.0,201.0,151.0,,401.0,501.0,301.0,151.0,151.0,,101.0,151.0,251.0,,401.0,201.0,401.0,171.0,1.97,
villarreal,Spain,501.0,,301.0,,301.0,,,501.0,,501.0,751.0,,501.0,501.0,,501.0,,501.0,,501.0,501.0,501.0,950.0,1.02,
malaga,Spain,1501.0,,,,,,,1001.0,,1501.0,2001.0,,,1501.0,,,,,,1501.0,1001.0,1501.0,67.0,,
athletic bilbao,Spain,1001.0,,,,,,,501.0,,1501.0,2001.0,,,501.0,,501.0,,,,1501.0,1001.0,1501.0,380.0,,
celta vigo,Spain,751.0,,,,,,,1001.0,,1501.0,2001.0,,,1001.0,,,,,,1501.0,501.0,1501.0,950.0,,
real sociedad,Spain,5001.0,,,,,,,1001.0,,2501.0,5001.0,,,1001.0,,,,,,2501.0,,2501.0,380.0,,
deportivo la coruna,Spain,10001.0,,,,,,,1001.0,,5001.0,10001.0,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
elche,Spain,10001.0,,,,,,,1001.0,,5001.0,10001.0,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
espanyol,Spain,5001.0,,,,,,,1001.0,,2501.0,10001.0,,,2501.0,,,,,,2501.0,,2501.0,950.0,,
getafe,Spain,1001.0,,,,,,,1001.0,,2501.0,10001.0,,,2501.0,,,,,,2501.0,1001.0,2501.0,950.0,,
granada,Spain,7501.0,,,,,,,1001.0,,5001.0,10001.0,,,2501.0,,,,,,5001.0,,5001.0,950.0,,
levante,Spain,10001.0,,,,,,,1001.0,,5001.0,10001.0,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
rayo vallecano,Spain,2501.0,,,,,,,1001.0,,2501.0,10001.0,,,2501.0,,,,,,2501.0,,2501.0,950.0,,
almeria,Spain,20001.0,,,,,,,1001.0,,5001.0,10001.0,,,5001.0,,,,,,5001.0,,5001.0,950.0,,
cordoba,Spain,20001.0,,,,,,,1001.0,,5001.0,10001.0,,,7501.0,,,,,,5001.0,,5001.0,950.0,,
eibar,Spain,20001.0,,,,,,,1001.0,,2501.0,10001.0,,,5001.0,,,,,,2501.0,,2501.0,950.0,,
chelsea,England,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.5,,1.44,1.44,1.44,1.5,1.44,1.4,1.44,1.45,1.4,1.44,1.44,1.45,1.44,,1.48,1.51
man city,England,3.75,3.4,3.6,3.25,3.6,3.4,3.5,3.75,,3.65,3.2,3.75,3.25,3.5,3.5,3.5,3.25,3.45,3.5,3.65,3.25,3.65,,3.76,3.91
man utd,England,13.0,15.0,13.0,15.0,13.0,13.0,15.0,13.0,,15.0,15.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,13.0,15.0,,14.1,15.4
arsenal,England,67.0,81.0,67.0,67.0,67.0,67.0,51.0,67.0,,67.0,81.0,81.0,67.0,67.0,67.0,67.0,67.0,64.0,67.0,67.0,67.0,67.0,,89.0,90.0
liverpool,England,251.0,251.0,251.0,201.0,251.0,251.0,276.0,201.0,,251.0,301.0,201.0,151.0,201.0,201.0,201.0,251.0,221.0,201.0,251.0,201.0,251.0,,325.0,298.0
southampton,England,301.0,301.0,201.0,251.0,201.0,251.0,351.0,201.0,,251.0,301.0,201.0,251.0,251.0,301.0,301.0,151.0,251.0,251.0,251.0,301.0,251.0,,373.0,298.0
tottenham,England,501.0,751.0,501.0,501.0,501.0,501.0,376.0,301.0,,501.0,751.0,501.0,301.0,501.0,401.0,501.0,501.0,451.0,501.0,501.0,501.0,501.0,,800.0,496.0
everton,England,751.0,,751.0,751.0,751.0,501.0,476.0,301.0,,751.0,1001.0,501.0,501.0,751.0,501.0,501.0,501.0,601.0,751.0,751.0,1001.0,751.0,,99.0,496.0
newcastle,England,2001.0,,,,,2001.0,,2001.0,,2001.0,1501.0,2001.0,,1501.0,,751.0,1001.0,1001.0,1501.0,2001.0,2001.0,2001.0,,970.0,496.0
west ham,England,1251.0,1001.0,,,,1001.0,,751.0,,1001.0,1001.0,2001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,1001.0,1001.0,1501.0,1001.0,,626.0,496.0
swansea,England,2501.0,,,,,2001.0,,1501.0,,2001.0,3001.0,2501.0,,2001.0,,1001.0,2001.0,1001.0,2001.0,2001.0,2001.0,2001.0,,,496.0
aston villa,England,3001.0,,,,,5001.0,,2001.0,,,10001.0,10001.0,,2001.0,,,,1001.0,2001.0,,3001.0,,,970.0,496.0
crystal palace,England,7501.0,,,,,5001.0,,4001.0,,,10001.0,10001.0,,5001.0,,,,1001.0,5001.0,,7501.0,,,970.0,496.0
hull,England,7501.0,,,,,5001.0,,3001.0,,,10001.0,10001.0,,7501.0,,,,1001.0,7501.0,,5001.0,,,970.0,496.0
qpr,England,7501.0,,,,,10001.0,,5001.0,,,10001.0,10001.0,,5001.0,,,,1001.0,5001.0,,10001.0,,,970.0,
stoke,England,4001.0,,,,,3001.0,,2001.0,,,10001.0,5001.0,,2501.0,,2001.0,,1001.0,2501.0,,5001.0,,,970.0,496.0
sunderland,England,2001.0,,,,,5001.0,,3001.0,,,10001.0,10001.0,,5001.0,,,,1001.0,5001.0,,5001.0,,,970.0,496.0
west brom,England,4001.0,,,,,5001.0,,3001.0,,,10001.0,10001.0,,5001.0,,,,1001.0,5001.0,,3001.0,,,970.0,496.0
burnley,England,15001.0,,,,,10001.0,,5001.0,,,10001.0,10001.0,,7501.0,,,,1001.0,7501.0,,10001.0,,,970.0,496.0
leicester,England,15001.0,,,,,5001.0,,3001.0,,,10001.0,10001.0,,7501.0,,,,1001.0,7501.0,,10001.0,,,970.0,496.0
psg,France,1.11,1.11,1.12,1.11,1.13,1.11,1.12,1.14,1.11,1.14,1.1,,,1.12,,1.12,1.12,1.11,1.12,1.14,1.12,1.14,1.15,,
marseille,France,9.0,8.0,7.5,7.0,7.5,7.5,8.0,6.5,8.0,7.0,9.0,,,7.5,,8.5,7.5,7.75,7.5,7.0,8.0,7.0,6.32,,
lyon,France,34.0,26.0,26.0,23.0,26.0,26.0,21.0,17.0,26.0,26.0,34.0,,,26.0,,26.0,26.0,27.0,26.0,26.0,29.0,26.0,8.98,,
st etienne,France,67.0,67.0,81.0,81.0,81.0,67.0,67.0,67.0,67.0,67.0,81.0,,,51.0,,51.0,81.0,64.0,51.0,67.0,67.0,67.0,8.98,,
monaco,France,101.0,,101.0,81.0,101.0,81.0,67.0,101.0,81.0,101.0,101.0,,,81.0,,51.0,101.0,92.0,81.0,101.0,101.0,101.0,29.0,,
bordeaux,France,101.0,101.0,101.0,81.0,101.0,101.0,101.0,81.0,101.0,101.0,67.0,,,101.0,,101.0,101.0,92.0,101.0,101.0,81.0,101.0,67.0,,
lille,France,201.0,,151.0,151.0,151.0,151.0,201.0,251.0,151.0,251.0,301.0,,,201.0,,101.0,201.0,200.0,201.0,251.0,201.0,251.0,8.98,,
montpellier,France,1001.0,,,,,,1001.0,501.0,,1001.0,1001.0,,,1001.0,,,,801.0,1001.0,1001.0,1001.0,1001.0,8.98,,
nantes,France,751.0,,,,,,1001.0,501.0,,501.0,1001.0,,,1001.0,,,,651.0,1001.0,501.0,1001.0,501.0,8.98,,
lorient,France,1001.0,,,,,,1001.0,1001.0,,,1501.0,,,1001.0,,,,1001.0,1001.0,,1001.0,,8.98,,
toulouse,France,1501.0,,,,,,1501.0,1001.0,,1501.0,1501.0,,,1001.0,,,,1001.0,1001.0,1501.0,1001.0,1501.0,8.98,,
reims,France,1501.0,,,,,,2001.0,1001.0,,1501.0,2001.0,,,1501.0,,,,1001.0,1501.0,1501.0,1001.0,1501.0,8.98,,
caen,France,2501.0,,,,,,1501.0,1001.0,,,2501.0,,,1501.0,,,,,1501.0,,2001.0,,8.98,,
metz,France,2501.0,,,,,,1001.0,1001.0,,,2501.0,,,1501.0,,,,,1501.0,,2001.0,,8.98,,
rennes,France,251.0,,,,,,2501.0,251.0,,401.0,251.0,,,1001.0,,,,251.0,1001.0,401.0,251.0,401.0,8.98,,
bastia,France,4001.0,,,,,,1501.0,1001.0,,,4001.0,,,1501.0,,,,,1501.0,,2001.0,,8.98,,
guingamp,France,5001.0,,,,,,2001.0,1001.0,,,5001.0,,,1501.0,,,,,1501.0,,,,8.98,,
nice,France,5001.0,,,,,,1001.0,1001.0,,,5001.0,,,1001.0,,,,,1001.0,,5001.0,,8.98,,
evian,France,10001.0,,,,,,10001.0,1001.0,,,10001.0,,,2501.0,,,,,2501.0,,10001.0,,8.98,,
lens,France,7501.0,,,,,,10001.0,1001.0,,,10001.0,,,2501.0,,,,,2501.0,,,,8.98,,
juventus,Italy,1.4,1.4,,1.4,,1.4,1.44,1.44,1.4,1.38,1.4,1.33,1.44,1.4,,1.44,1.4,1.4,1.4,1.38,1.4,1.38,1.41,1.02,
