name,country,max,min,mean,median,twentyfive,seventyfive
Bayern Munich,Germany,1.34,1.25,1.2931818181818182,1.29,1.29,1.3
Bor Dortmund,Germany,4.33,3.0,3.7659090909090907,3.75,3.75,4.0
Bayer Leverkusen,Germany,48.0,23.0,30.636363636363637,29.0,26.0,34.0
Schalke 04,Germany,81.0,34.0,64.0,67.0,57.25,67.0
VfL Wolfsburg,Germany,152.0,101.0,121.31818181818181,118.5,101.0,147.25
VfB Stuttgart,Germany,301.0,151.0,212.13636363636363,201.0,161.25,251.0
Bor Monchengladbach,Germany,501.0,150.0,223.18181818181819,201.0,201.0,251.0
Werder Bremen,Germany,501.0,201.0,310.18181818181819,300.5,251.0,330.25
Hamburg,Germany,760.0,200.0,346.81818181818181,301.0,251.0,401.0
Hannover 96,Germany,751.0,101.0,281.45454545454544,251.0,250.25,301.0
Eintracht Frankfurt,Germany,751.0,151.0,386.0,400.0,277.5,501.0
Mainz 05,Germany,751.0,151.0,380.40909090909093,326.0,301.0,501.0
Hoffenheim,Germany,760.0,151.0,385.45454545454544,351.0,213.5,501.0
Freiburg,Germany,1000.0,401.0,591.81818181818187,501.0,501.0,681.25
Hertha Berlin,Germany,1001.0,200.0,480.86363636363637,401.0,307.5,501.0
Augsburg,Germany,2501.0,251.0,1205.909090909091,1126.0,724.75,1501.0
Nurnberg,Germany,3001.0,501.0,921.81818181818187,751.0,722.5,1001.0
Braunschweig,Germany,5001.0,501.0,2796.818181818182,2750.5,1626.0,4501.0
Barcelona,Spain,1.69,1.5,1.5933333333333337,1.585,1.5700000000000001,1.6200000000000001
Real Madrid,Spain,2.62,2.25,2.4349999999999996,2.3999999999999999,2.3799999999999999,2.5
Atletico Madrid,Spain,67.0,25.0,41.5,41.0,31.0,48.5
Real Sociedad,Spain,501.0,201.0,378.22222222222223,401.0,296.5,501.0
Valencia,Spain,501.0,101.0,301.88888888888891,276.0,177.75,464.0
Athl Bilbao,Spain,751.0,148.0,427.27777777777777,451.0,301.0,501.0
Sevilla,Spain,1251.0,201.0,527.52941176470586,501.0,301.0,751.0
Espanyol,Spain,1501.0,154.0,865.5,876.0,501.0,1376.0
Betis,Spain,1501.0,225.0,619.88888888888891,501.0,501.0,751.0
Malaga,Spain,2001.0,301.0,761.88235294117646,540.0,501.0,760.0
Getafe,Spain,2001.0,615.0,1265.2857142857142,1001.0,1001.0,1501.0
Villarreal,Spain,3001.0,112.0,923.07692307692309,501.0,501.0,1001.0
Celta Vigo,Spain,3001.0,615.0,1854.5714285714287,2001.0,1501.0,2376.0
Levante,Spain,3501.0,615.0,2176.0,2501.0,2001.0,2501.0
Valladolid,Spain,4001.0,615.0,2458.6923076923076,2501.0,2501.0,3001.0
Granada,Spain,5001.0,615.0,2920.2307692307691,3001.0,2501.0,4001.0
Osasuna,Spain,7501.0,615.0,3458.6923076923076,4001.0,2501.0,5001.0
Rayo Vallecano,Spain,7501.0,615.0,2640.2857142857142,2001.0,1126.0,3001.0
Almeria,Spain,9001.0,615.0,5196.0,6251.0,1962.75,7501.0
Elche,Spain,9001.0,615.0,5343.3076923076924,5001.0,5001.0,7501.0
Man City,England,3.95,3.0,3.4317391304347824,3.5,3.25,3.5
Chelsea,England,4.14,3.4,3.6165217391304352,3.5,3.5,3.7000000000000002
Man Utd,England,4.75,4.2,4.4717391304347833,4.5,4.46,4.5
Arsenal,England,10.0,8.0,8.7200000000000006,9.0,8.5,9.0
Liverpool,England,11.0,8.0,9.5634782608695641,9.5,9.0,10.0
Tottenham,England,15.0,11.0,13.447826086956519,13.0,13.0,15.0
Everton,England,751.0,151.0,312.39130434782606,266.0,250.5,301.0
Southampton,England,2001.0,660.0,1633.8260869565217,2001.0,1500.0,2001.0
Aston Villa,England,2501.0,660.0,1764.2608695652175,2001.0,1501.0,2001.0
Swansea,England,2501.0,660.0,1655.5652173913043,1501.0,1250.5,2001.0
Newcastle,England,3001.0,660.0,1612.0869565217392,1501.0,1001.0,2001.0
West Ham,England,3001.0,660.0,2090.3478260869565,2001.0,2001.0,2501.0
Fulham,England,4001.0,660.0,2351.217391304348,2501.0,2001.0,3000.5
West Brom,England,4001.0,660.0,2351.217391304348,2001.0,2001.0,3000.5
Norwich,England,5001.0,660.0,3662.590909090909,4500.5,2501.0,5001.0
Stoke,England,5001.0,660.0,2730.7727272727275,2501.0,2126.0,3001.0
Cardiff,England,7501.0,660.0,4367.136363636364,5001.0,5000.0,5001.0
Hull,England,7501.0,660.0,5685.318181818182,6250.5,5001.0,7501.0
Sunderland,England,7501.0,660.0,4026.2272727272725,3501.0,2126.0,5001.0
Crystal Palace,England,10001.0,660.0,7298.954545454545,7501.0,5625.75,10001.0
PSG,France,1.45,1.11,1.3749999999999996,1.3999999999999999,1.3899999999999999,1.3999999999999999
Monaco,France,3.47,2.9,3.1194999999999999,3.0,3.0,3.25
Marseille,France,31.0,1.96,21.513684210526314,23.0,20.5,26.0
St Etienne,France,81.0,2.66,51.492500000000007,51.0,51.0,62.5
Lyon,France,81.0,41.0,60.350000000000001,56.0,51.0,69.0
Lille,France,101.0,44.0,74.25,67.0,65.5,85.75
Nice,France,251.0,68.0,173.69999999999999,151.0,144.75,250.0
Rennes,France,301.0,17.5,172.67500000000001,176.0,126.0,250.0
Bordeaux,France,501.0,18.5,271.17500000000001,251.0,201.0,400.0
Toulouse,France,501.0,17.5,403.92500000000001,500.5,401.0,501.0
Lorient,France,501.0,18.0,364.58000000000004,401.0,301.0,501.0
Montpellier,France,601.0,205.0,349.05000000000001,301.0,251.0,500.0
Bastia,France,1001.0,17.5,664.76842105263165,751.0,501.0,1000.0
Reims,France,1001.0,17.5,688.28947368421052,751.0,625.5,1001.0
Sochaux,France,1500.0,17.5,835.65789473684208,1001.0,751.0,1001.0
Valenciennes,France,1500.0,17.5,759.34210526315792,751.0,501.0,1001.0
Ajaccio,France,1501.0,17.5,914.60526315789468,1001.0,751.0,1101.0
Evian,France,1501.0,17.5,840.92105263157896,1000.0,751.0,1001.0
Guingamp,France,2001.0,17.5,1154.078947368421,1251.0,1001.0,1501.0
Nantes,France,2001.0,17.5,1012.5833333333334,1001.0,751.0,1288.5
Juventus,Italy,1.69,1.57,1.6263157894736846,1.6200000000000001,1.6100000000000001,1.635
Napoli,Italy,6.0,3.75,4.9085000000000001,5.0,4.9975000000000005,5.0
AC Milan,Italy,12.9,8.0,9.8100000000000005,9.1999999999999993,9.0,10.25
Inter,Italy,15.0,8.4,11.7235,11.949999999999999,10.75,13.0
Roma,Italy,15.3,11.0,13.930000000000001,14.65,13.0,15.0
Fiorentina,Italy,34.0,13.0,19.199999999999999,17.0,16.5,20.25
Lazio,Italy,143.0,34.0,69.75,51.0,48.5,86.0
Udinese,Italy,251.0,100.0,141.40000000000001,126.0,101.0,160.5
Cagliari,Italy,1001.0,120.0,648.94444444444446,750.5,501.0,751.0
Atalanta,Italy,1001.0,501.0,762.0,751.0,529.5,987.5
Bologna,Italy,1001.0,501.0,887.0,1000.0,751.0,1001.0
Catania,Italy,1001.0,500.0,734.22222222222217,751.0,501.0,934.5
Genoa,Italy,1001.0,501.0,748.11111111111109,751.0,529.5,934.5
Parma,Italy,1001.0,201.0,675.88888888888891,750.0,501.0,751.0
Sampdoria,Italy,1001.0,501.0,762.0,750.5,501.0,1001.0
Torino,Italy,1001.0,501.0,775.88888888888891,751.0,648.75,988.25
Chievo,Italy,2001.0,501.0,956.44444444444446,1000.5,785.25,1001.0
Livorno,Italy,2001.0,501.0,1145.0,1001.0,888.0,1501.0
Verona,Italy,2001.0,501.0,914.77777777777783,975.0,649.0,1001.0
Sassuolo,Italy,2501.0,501.0,1484.2222222222222,1501.0,962.5,2001.0
Celtic,Scotland,1.04,1.0,1.0115000000000001,1.01,1.01,1.01
Inverness,Scotland,81.0,16.5,58.329999999999998,67.0,51.0,67.0
Motherwell,Scotland,81.0,24.0,54.600000000000001,60.0,41.0,67.0
Aberdeen,Scotland,126.0,37.0,79.299999999999997,81.0,67.0,100.0
Dundee Utd,Scotland,351.0,92.0,230.0,251.0,187.75,263.5
St Johnstone,Scotland,351.0,92.0,240.0,251.0,200.75,301.0
Hibernian,Scotland,501.0,92.0,292.5,300.0,201.0,401.0
Partick,Scotland,1001.0,84.0,538.70000000000005,501.0,301.0,751.0
Ross County,Scotland,1001.0,92.0,555.0,501.0,500.75,751.0
Kilmarnock,Scotland,1501.0,92.0,805.0,751.0,500.0,1063.5
St Mirren,Scotland,2501.0,92.0,1167.5,1001.0,1000.0,1501.0
Hearts,Scotland,5000.0,92.0,1580.0,1001.0,1001.0,2001.0
Ajax,Holland,2.2,2.0,2.0636363636363635,2.0,2.0,2.125
PSV Eindhoven,Holland,2.5,2.25,2.3854545454545457,2.3700000000000001,2.2999999999999998,2.5
Twente,Holland,19.0,10.0,14.672727272727274,15.0,12.699999999999999,16.5
Feyenoord,Holland,23.0,12.4,18.309090909090909,19.0,15.0,21.0
AZ Alkmaar,Holland,26.0,17.0,22.636363636363637,21.0,21.0,25.0
Vitesse,Holland,34.0,26.0,31.818181818181817,34.0,30.0,34.0
Heerenveen,Holland,41.0,29.0,33.636363636363633,34.0,32.0,34.0
Utrecht,Holland,75.0,29.0,47.272727272727273,41.0,37.5,54.5
Zwolle,Holland,126.0,61.0,83.111111111111114,75.0,71.0,101.0
Groningen,Holland,190.0,81.0,141.77777777777777,150.0,126.0,151.0
Heracles,Holland,501.0,247.0,435.85714285714283,500.0,400.5,501.0
NAC Breda,Holland,801.0,247.0,578.71428571428567,501.0,500.0,751.0
Cambuur,Holland,1001.0,247.0,614.42857142857144,501.0,500.0,776.0
Den Haag,Holland,1001.0,247.0,564.42857142857144,701.0,251.0,750.0
Go Ahead Eagles,Holland,1001.0,247.0,650.14285714285711,501.0,500.0,901.0
Roda,Holland,1001.0,247.0,607.28571428571433,501.0,500.0,751.0
Waalwijk,Holland,1501.0,247.0,557.28571428571433,301.0,300.0,626.0
NEC Nijmegen,Holland,2001.0,247.0,893.0,750.0,625.5,1001.0
Porto,Portugal,1.67,1.44,1.5466666666666666,1.53,1.5,1.5900000000000001
Benfica,Portugal,3.2,2.5,2.7400000000000002,2.6349999999999998,2.6000000000000001,2.8799999999999999
