name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.05,1.01,1.028,1.03,1.02,1.03
Mexico,a,2.2,1.83,2.0463157894736845,2.0800000000000001,2.0,2.1000000000000001
Croatia,a,2.3,1.83,2.0674999999999999,2.1000000000000001,1.9950000000000001,2.1550000000000002
Cameroon,a,7.0,3.86,5.4264999999999999,5.5,5.0,6.0
Spain,b,1.22,1.07,1.1436363636363636,1.1399999999999999,1.1200000000000001,1.1699999999999999
Netherlands,b,1.62,1.22,1.4804545454545455,1.5,1.4399999999999999,1.53
Chile,b,2.3,1.76,2.0504761904761906,2.0499999999999998,2.0,2.1000000000000001
Australia,b,21.0,6.0,9.7186363636363637,9.0,8.0,10.0
Colombia,c,1.33,1.16,1.2514285714285716,1.25,1.22,1.29
Ivory Coast,c,2.0,1.8,1.9114999999999998,1.9099999999999999,1.8999999999999999,1.95
Japan,c,2.25,1.83,2.0733333333333333,2.1000000000000001,2.0,2.2000000000000002
Greece,c,3.5,1.95,3.0065,3.0,2.75,3.25
Italy,d,1.5,1.31,1.3981818181818182,1.3999999999999999,1.3600000000000001,1.4399999999999999
Uruguay,d,1.53,1.31,1.4531818181818181,1.4750000000000001,1.4049999999999998,1.5
England,d,1.78,1.53,1.6336363636363636,1.6200000000000001,1.6050000000000002,1.6699999999999999
Costa Rica,d,13.0,5.1,8.8818181818181827,8.9900000000000002,7.125,11.0
France,e,1.25,1.15,1.1889999999999998,1.2,1.1675,1.2
Switzerland,e,1.73,1.47,1.6145,1.6200000000000001,1.5700000000000001,1.6699999999999999
Ecuador,e,2.05,1.67,1.8942857142857144,1.9099999999999999,1.8300000000000001,2.0
Honduras,e,8.0,3.76,6.2969999999999997,6.5,5.4199999999999999,7.0
Argentina,f,1.07,1.01,1.034,1.0350000000000001,1.02,1.0425
Bosnia-Herzegovina,f,2.1,1.55,1.7933333333333334,1.8,1.73,1.8500000000000001
Nigeria,f,2.5,1.95,2.2614999999999998,2.25,2.2374999999999998,2.3574999999999999
Iran,f,8.5,4.01,6.2009523809523808,6.0,5.46,7.0
Germany,g,1.17,1.05,1.1109090909090911,1.1200000000000001,1.085,1.1299999999999999
Portugal,g,1.57,1.3,1.4657142857142857,1.5,1.4399999999999999,1.5
Ghana,g,4.2,3.0,3.6360000000000001,3.6749999999999998,3.5,3.75
USA,g,4.5,2.33,3.5785714285714287,3.5,3.5,4.0
Belgium,h,1.2,1.1,1.1489473684210525,1.1499999999999999,1.1299999999999999,1.1699999999999999
Russia,h,1.53,1.21,1.3919999999999999,1.3999999999999999,1.3574999999999999,1.4124999999999999
South Korea,h,3.0,2.3,2.7559999999999998,2.8399999999999999,2.7175000000000002,2.8799999999999999
Algeria,h,9.0,3.62,5.9560000000000004,5.5,5.0,6.75
