name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.05,1.01,1.0305263157894737,1.03,1.02,1.04
Mexico,a,2.2,1.83,2.0378947368421052,2.0,1.9849999999999999,2.1000000000000001
Croatia,a,2.3,1.83,2.0735000000000001,2.0750000000000002,2.0,2.125
Cameroon,a,7.0,3.86,5.3525,5.25,4.9375,6.0
Spain,b,1.22,1.06,1.1442857142857144,1.1399999999999999,1.1200000000000001,1.1699999999999999
Netherlands,b,1.78,1.33,1.5385714285714287,1.52,1.5,1.53
Chile,b,2.3,1.76,2.0233333333333334,2.0,1.95,2.1000000000000001
Australia,b,21.0,5.5,9.6909523809523801,9.0,8.0,10.0
Colombia,c,1.33,1.2,1.2535000000000001,1.25,1.2349999999999999,1.29
Ivory Coast,c,2.0,1.76,1.909,1.9099999999999999,1.8999999999999999,1.95
Japan,c,2.25,1.83,2.0569999999999999,2.0499999999999998,1.9875,2.1624999999999996
Greece,c,3.5,1.95,3.0324999999999998,3.0499999999999998,2.75,3.25
Italy,d,1.5,1.3,1.4052380952380952,1.3999999999999999,1.3600000000000001,1.4399999999999999
Uruguay,d,1.53,1.36,1.4595238095238094,1.5,1.4199999999999999,1.5
England,d,1.8,1.53,1.6433333333333333,1.6200000000000001,1.6000000000000001,1.6699999999999999
Costa Rica,d,13.0,5.2,8.5638095238095246,8.0,7.0,11.0
France,e,1.31,1.15,1.1899999999999999,1.2,1.1599999999999999,1.2
Switzerland,e,1.73,1.47,1.6145,1.6200000000000001,1.5700000000000001,1.6699999999999999
Ecuador,e,2.05,1.67,1.9004761904761902,1.9099999999999999,1.8300000000000001,2.0
Honduras,e,8.0,4.8,6.3578947368421055,6.5,5.5,7.0
Argentina,f,1.05,1.01,1.0321052631578946,1.03,1.02,1.04
Bosnia-Herzegovina,f,2.0,1.6,1.7965,1.8149999999999999,1.73,1.8500000000000001
Nigeria,f,2.5,1.95,2.2565,2.25,2.2000000000000002,2.3574999999999999
Iran,f,8.5,4.78,6.2744999999999997,6.0,5.4900000000000002,7.125
Germany,g,1.17,1.03,1.1075000000000002,1.1200000000000001,1.0800000000000001,1.1299999999999999
Portugal,g,1.57,1.3,1.47,1.5,1.4399999999999999,1.5
Ghana,g,4.2,2.18,3.5529999999999999,3.5499999999999998,3.5,3.75
USA,g,4.5,2.33,3.5590000000000002,3.5,3.4750000000000001,3.8875000000000002
Belgium,h,1.2,1.1,1.1469999999999998,1.145,1.1274999999999999,1.1699999999999999
Russia,h,1.53,1.28,1.4036842105263156,1.3999999999999999,1.375,1.4449999999999998
South Korea,h,3.0,2.3,2.7585000000000002,2.7749999999999999,2.7175000000000002,2.8799999999999999
Algeria,h,9.0,4.0,6.0526315789473681,5.5,5.0,7.0
