name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.05,1.01,1.0317647058823529,1.03,1.02,1.04
Croatia,a,2.25,1.83,2.0321052631578946,2.0,1.9350000000000001,2.1000000000000001
Mexico,a,2.4,1.83,2.0455555555555556,2.02,1.9324999999999999,2.1000000000000001
Cameroon,a,7.0,3.7,5.3426315789473691,5.5,4.5549999999999997,6.0
Spain,b,1.23,1.08,1.1499999999999999,1.1399999999999999,1.1200000000000001,1.1699999999999999
Netherlands,b,1.62,1.23,1.4789473684210528,1.5,1.4399999999999999,1.53
Chile,b,2.3,1.75,2.0552631578947369,2.0499999999999998,2.0,2.1000000000000001
Australia,b,21.0,6.5,9.8794736842105273,9.0,8.0,10.0
Colombia,c,1.3,1.1,1.2227777777777777,1.25,1.1850000000000001,1.25
Ivory Coast,c,2.1,1.8,1.9316666666666664,1.9099999999999999,1.8999999999999999,2.0
Japan,c,2.4,1.91,2.1278947368421051,2.2000000000000002,2.0049999999999999,2.2250000000000001
Greece,c,3.57,1.95,3.0710526315789473,3.0,2.75,3.4500000000000002
Italy,d,1.5,1.33,1.3973684210526316,1.3999999999999999,1.355,1.4399999999999999
Uruguay,d,1.57,1.36,1.4672222222222222,1.5,1.4399999999999999,1.5
England,d,1.76,1.53,1.6338888888888889,1.6200000000000001,1.6050000000000002,1.6699999999999999
Costa Rica,d,13.0,5.8,8.8252631578947369,8.0299999999999994,6.25,11.0
France,e,1.32,1.15,1.1982352941176468,1.2,1.1799999999999999,1.2
Switzerland,e,1.82,1.5,1.6533333333333333,1.625,1.6050000000000002,1.7
Ecuador,e,2.1,1.74,1.892105263157895,1.8999999999999999,1.79,2.0
Honduras,e,8.5,3.1,6.1663157894736838,6.5,5.0,7.0
Argentina,f,1.07,1.01,1.0352941176470589,1.04,1.02,1.05
Bosnia-Herzegovina,f,2.1,1.55,1.8005555555555557,1.8,1.73,1.8500000000000001
Nigeria,f,2.4,1.95,2.2494736842105265,2.25,2.2250000000000001,2.3300000000000001
Iran,f,8.5,4.7,6.222631578947369,6.0,5.25,7.0
Germany,g,1.17,1.03,1.1063157894736841,1.1200000000000001,1.0800000000000001,1.1399999999999999
Portugal,g,1.57,1.3,1.46,1.49,1.4099999999999997,1.5
Ghana,g,4.2,2.18,3.513157894736842,3.5,3.5,3.7000000000000002
USA,g,4.5,2.33,3.5394736842105261,3.5,3.4500000000000002,3.7999999999999998
Belgium,h,1.2,1.08,1.1473684210526316,1.1499999999999999,1.1200000000000001,1.1699999999999999
Russia,h,1.53,1.25,1.3977777777777778,1.3999999999999999,1.3674999999999999,1.4375
South Korea,h,3.5,2.3,2.7755555555555556,2.7749999999999999,2.6524999999999999,2.8799999999999999
Algeria,h,10.0,3.62,6.0205555555555561,5.5,5.0,7.25
