name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.05,1.01,1.0311111111111113,1.03,1.02,1.04
Mexico,a,2.25,1.83,2.040526315789474,2.0,1.96,2.1000000000000001
Croatia,a,2.25,1.83,2.0415000000000001,2.0049999999999999,1.9575,2.1000000000000001
Cameroon,a,7.0,3.7,5.3579999999999997,5.5,4.7149999999999999,6.0
Spain,b,1.23,1.08,1.1468421052631579,1.1399999999999999,1.1200000000000001,1.1699999999999999
Netherlands,b,1.62,1.33,1.49,1.5,1.47,1.53
Chile,b,2.3,1.89,2.052,2.0499999999999998,1.9875,2.1000000000000001
Australia,b,21.0,5.8,9.7944999999999993,9.0,8.1349999999999998,10.0
Colombia,c,1.3,1.12,1.2209999999999999,1.2450000000000001,1.1949999999999998,1.25
Ivory Coast,c,2.1,1.8,1.927,1.9099999999999999,1.8924999999999998,2.0
Japan,c,2.4,1.85,2.1299999999999999,2.2000000000000002,2.0049999999999999,2.2250000000000001
Greece,c,3.57,2.75,3.149,3.1749999999999998,2.8475000000000001,3.3999999999999999
Italy,d,1.53,1.33,1.4078947368421053,1.3999999999999999,1.3600000000000001,1.4399999999999999
Uruguay,d,1.57,1.36,1.4636842105263157,1.5,1.4299999999999999,1.5
England,d,1.74,1.53,1.6324999999999998,1.6200000000000001,1.6000000000000001,1.6699999999999999
Costa Rica,d,13.0,4.8,8.7584999999999997,8.5,6.2124999999999995,11.0
France,e,1.31,1.15,1.2,1.2,1.1949999999999998,1.2
Switzerland,e,1.8,1.5,1.6339999999999999,1.6200000000000001,1.6074999999999999,1.6699999999999999
Ecuador,e,2.1,1.59,1.8894736842105262,1.9099999999999999,1.8300000000000001,2.0
Honduras,e,8.5,3.52,6.3326315789473684,6.5,5.25,7.0
Argentina,f,1.07,1.01,1.034,1.04,1.02,1.04
Bosnia-Herzegovina,f,2.1,1.54,1.8005263157894738,1.8,1.73,1.8500000000000001
Nigeria,f,2.4,1.95,2.2364999999999999,2.25,2.2000000000000002,2.2999999999999998
Iran,f,8.5,4.98,6.480526315789473,6.5,5.5,7.5
Germany,g,1.17,1.03,1.107,1.1200000000000001,1.0800000000000001,1.1324999999999998
Portugal,g,1.57,1.3,1.4594736842105263,1.5,1.4199999999999999,1.5
Ghana,g,4.2,3.0,3.6200000000000001,3.6000000000000001,3.5,3.75
USA,g,4.5,2.91,3.5829999999999997,3.5,3.4750000000000001,3.8875000000000002
Belgium,h,1.2,1.09,1.1469999999999998,1.1499999999999999,1.125,1.1699999999999999
Russia,h,1.53,1.25,1.3952631578947368,1.3999999999999999,1.355,1.4249999999999998
South Korea,h,3.5,2.3,2.7810526315789472,2.7999999999999998,2.6850000000000001,2.8799999999999999
Algeria,h,10.0,3.67,6.0747368421052634,5.5,5.0,7.0
