name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.06,1.01,1.0329411764705885,1.03,1.02,1.04
Croatia,a,2.25,1.83,2.0326315789473681,2.0,1.9399999999999999,2.1000000000000001
Mexico,a,2.4,1.73,2.0152631578947369,2.0,1.9099999999999999,2.1000000000000001
Cameroon,a,7.0,3.7,5.3373684210526315,5.5,4.5549999999999997,6.0
Spain,b,1.22,1.04,1.1461111111111111,1.1499999999999999,1.105,1.1699999999999999
Netherlands,b,1.55,1.33,1.4741176470588235,1.5,1.4399999999999999,1.53
Chile,b,2.3,1.75,2.0538888888888889,2.0499999999999998,2.0,2.1000000000000001
Australia,b,21.0,6.0,9.806111111111111,8.75,8.0,10.0
Colombia,c,1.25,1.04,1.1978947368421051,1.22,1.1799999999999999,1.25
Ivory Coast,c,2.1,1.8,1.9266666666666667,1.9099999999999999,1.8774999999999999,2.0
Japan,c,2.4,1.74,2.0994736842105262,2.2000000000000002,1.9550000000000001,2.2250000000000001
Greece,c,3.71,2.75,3.1584210526315788,3.1000000000000001,2.8149999999999999,3.5
Italy,d,1.5,1.33,1.395263157894737,1.3999999999999999,1.3600000000000001,1.4350000000000001
Uruguay,d,1.53,1.33,1.4584210526315791,1.5,1.4299999999999999,1.5
England,d,1.73,1.53,1.6255555555555556,1.6200000000000001,1.5775000000000001,1.6699999999999999
Costa Rica,d,13.0,5.2,8.7173684210526314,8.0,6.0,11.5
France,e,1.31,1.11,1.1916666666666667,1.2,1.1699999999999999,1.2
Switzerland,e,1.84,1.5,1.6616666666666666,1.6399999999999999,1.6200000000000001,1.7150000000000001
Ecuador,e,2.1,1.61,1.8722222222222225,1.9049999999999998,1.77,2.0
Honduras,e,8.5,3.75,6.1416666666666666,6.5,5.0,7.0
Argentina,f,1.07,1.01,1.0318750000000001,1.03,1.02,1.0425
Bosnia-Herzegovina,f,2.0,1.51,1.778888888888889,1.7749999999999999,1.7000000000000002,1.8500000000000001
Nigeria,f,2.4,1.95,2.2322222222222221,2.25,2.2000000000000002,2.2999999999999998
Iran,f,8.5,4.33,6.2422222222222219,6.0,5.1675000000000004,7.0
Germany,g,1.17,1.05,1.110625,1.1200000000000001,1.0800000000000001,1.1399999999999999
Portugal,g,1.6,1.3,1.453888888888889,1.46,1.3999999999999999,1.5
Ghana,g,4.2,2.3,3.5016666666666669,3.5099999999999998,3.5,3.7400000000000002
USA,g,4.5,2.9,3.5855555555555561,3.625,3.4249999999999998,3.8250000000000002
Belgium,h,1.2,1.05,1.1326315789473684,1.1299999999999999,1.105,1.1699999999999999
Russia,h,1.53,1.25,1.3852631578947368,1.3999999999999999,1.3300000000000001,1.3999999999999999
South Korea,h,3.5,1.95,2.7200000000000002,2.75,2.5750000000000002,2.8799999999999999
Algeria,h,10.0,3.75,5.8710526315789471,5.0,5.0,7.0
