name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.05,1.01,1.03,1.03,1.02,1.0375000000000001
Mexico,a,2.2,1.91,2.0421052631578944,2.0499999999999998,1.9750000000000001,2.1000000000000001
Croatia,a,2.3,1.83,2.0831578947368419,2.1000000000000001,2.0,2.1800000000000002
Cameroon,a,6.5,3.86,5.3700000000000001,5.5,5.0,6.0
Spain,b,1.22,1.06,1.1452631578947368,1.1399999999999999,1.1200000000000001,1.1699999999999999
Netherlands,b,1.62,1.33,1.5050000000000001,1.5,1.5,1.53
Chile,b,2.2,1.83,2.0260000000000002,2.0,1.98,2.1000000000000001
Australia,b,21.0,6.5,9.8224999999999998,9.0,8.0,10.0
Colombia,c,1.33,1.2,1.2584210526315789,1.25,1.2349999999999999,1.29
Ivory Coast,c,2.0,1.76,1.9021052631578947,1.9099999999999999,1.8999999999999999,1.9299999999999999
Japan,c,2.25,1.83,2.0529999999999999,2.0,1.9650000000000001,2.2000000000000002
Greece,c,3.5,2.75,3.1200000000000001,3.25,2.9500000000000002,3.29
Italy,d,1.5,1.29,1.4064999999999999,1.3999999999999999,1.3600000000000001,1.4399999999999999
Uruguay,d,1.53,1.34,1.456,1.49,1.3999999999999999,1.5
England,d,1.79,1.53,1.6420000000000001,1.6200000000000001,1.6000000000000001,1.6699999999999999
Costa Rica,d,13.0,5.3,8.8994999999999997,8.9900000000000002,7.875,11.0
France,e,1.25,1.15,1.1873684210526314,1.2,1.165,1.2
Switzerland,e,1.8,1.47,1.6247368421052633,1.6200000000000001,1.5700000000000001,1.6699999999999999
Ecuador,e,2.05,1.75,1.9195,1.9099999999999999,1.8874999999999997,2.0
Honduras,e,8.0,3.86,6.4015789473684208,6.5,5.75,7.0
Argentina,f,1.06,1.01,1.0338888888888889,1.0350000000000001,1.02,1.0475000000000001
Bosnia-Herzegovina,f,2.0,1.6,1.7984210526315791,1.8,1.73,1.8500000000000001
Nigeria,f,2.5,1.95,2.2684210526315791,2.25,2.2000000000000002,2.3799999999999999
Iran,f,8.5,4.78,6.2815789473684207,6.0,5.5,7.0
Germany,g,1.17,1.04,1.111,1.1200000000000001,1.1000000000000001,1.1299999999999999
Portugal,g,1.57,1.3,1.4629999999999999,1.5,1.4325000000000001,1.5
USA,g,4.0,2.9,3.5747368421052634,3.5,3.5,3.7999999999999998
Ghana,g,4.2,3.0,3.6863157894736847,3.75,3.5,3.875
Belgium,h,1.2,1.09,1.1478947368421053,1.1499999999999999,1.125,1.1699999999999999
Russia,h,1.53,1.28,1.4068421052631579,1.3999999999999999,1.3650000000000002,1.4449999999999998
South Korea,h,3.0,2.3,2.7831578947368421,2.7999999999999998,2.75,2.8799999999999999
Algeria,h,9.0,3.72,6.0378947368421052,5.5,5.0,7.0
