name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.05,1.01,1.0311111111111113,1.03,1.02,1.04
Croatia,a,2.25,1.83,2.04,2.0,1.96,2.1000000000000001
Mexico,a,2.4,1.83,2.0510526315789472,2.04,1.9750000000000001,2.1000000000000001
Cameroon,a,7.0,4.0,5.3654999999999999,5.5,4.5825000000000005,6.0
Spain,b,1.23,1.03,1.1459999999999999,1.1399999999999999,1.1200000000000001,1.1699999999999999
Netherlands,b,1.62,1.19,1.476,1.5,1.4399999999999999,1.53
Chile,b,2.3,1.75,2.0600000000000001,2.0549999999999997,2.0,2.1000000000000001
Australia,b,21.0,6.5,9.8354999999999997,9.0,8.0,10.0
Colombia,c,1.3,1.1,1.2170000000000001,1.2450000000000001,1.1799999999999999,1.25
Ivory Coast,c,2.1,1.8,1.9259999999999997,1.9099999999999999,1.8799999999999999,2.0
Japan,c,2.4,1.86,2.1331578947368421,2.2000000000000002,2.0299999999999998,2.2250000000000001
Greece,c,3.57,2.75,3.1535000000000002,3.1749999999999998,2.8475000000000001,3.4049999999999998
Italy,d,1.53,1.32,1.4039999999999999,1.3999999999999999,1.3574999999999999,1.4399999999999999
Uruguay,d,1.57,1.36,1.4564999999999999,1.47,1.415,1.5
England,d,1.8,1.53,1.6285000000000001,1.6200000000000001,1.5775000000000001,1.6699999999999999
Costa Rica,d,13.0,5.85,8.9463157894736831,9.0,6.3149999999999995,11.0
France,e,1.31,1.15,1.1973684210526316,1.2,1.1850000000000001,1.2
Switzerland,e,1.8,1.48,1.6295000000000002,1.6200000000000001,1.5925000000000002,1.6624999999999999
Ecuador,e,2.1,1.75,1.911,1.9049999999999998,1.8400000000000001,2.0
Honduras,e,8.5,3.8,6.1825000000000001,6.5,5.0,7.0
Argentina,f,1.07,1.01,1.0333333333333334,1.0350000000000001,1.02,1.04
Bosnia-Herzegovina,f,2.1,1.55,1.8010526315789472,1.8,1.73,1.8500000000000001
Nigeria,f,2.4,1.95,2.2435,2.25,2.2374999999999998,2.2999999999999998
Iran,f,8.5,5.0,6.3115000000000006,6.0,5.3874999999999993,7.125
Germany,g,1.17,1.03,1.1085,1.1200000000000001,1.0800000000000001,1.1324999999999998
Portugal,g,1.57,1.3,1.4621052631578948,1.5,1.4199999999999999,1.5
Ghana,g,4.2,3.0,3.6139999999999999,3.585,3.5,3.75
USA,g,4.5,2.92,3.5840000000000005,3.5,3.4750000000000001,3.8875000000000002
Belgium,h,1.2,1.08,1.1455,1.145,1.125,1.1699999999999999
Russia,h,1.53,1.25,1.3978947368421053,1.3999999999999999,1.375,1.4249999999999998
South Korea,h,3.5,2.3,2.7810526315789472,2.7999999999999998,2.6850000000000001,2.8799999999999999
Algeria,h,10.0,3.8,5.8325000000000005,5.25,5.0,6.75
