name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.05,1.01,1.03,1.03,1.02,1.0350000000000001
Mexico,a,2.2,1.83,2.0447368421052632,2.0499999999999998,2.0,2.1000000000000001
Croatia,a,2.3,1.83,2.0780000000000003,2.1000000000000001,2.0,2.1550000000000002
Cameroon,a,7.0,4.33,5.4910526315789472,5.5,5.0,6.0
Spain,b,1.22,1.07,1.1465000000000001,1.1399999999999999,1.1200000000000001,1.1699999999999999
Netherlands,b,1.62,1.23,1.4885714285714287,1.5,1.4399999999999999,1.53
Chile,b,2.3,1.83,2.0480952380952382,2.0299999999999998,2.0,2.1000000000000001
Australia,b,21.0,5.7,9.8419047619047628,9.0,8.0,10.0
Colombia,c,1.33,1.2,1.2570000000000001,1.25,1.2349999999999999,1.29
Ivory Coast,c,2.0,1.76,1.903,1.9099999999999999,1.8999999999999999,1.95
Japan,c,2.25,1.83,2.0649999999999999,2.0700000000000003,2.0,2.1624999999999996
Greece,c,3.5,2.75,3.0940000000000003,3.1400000000000001,2.8624999999999998,3.25
Italy,d,1.5,1.3,1.4042857142857141,1.3999999999999999,1.3600000000000001,1.4399999999999999
Uruguay,d,1.53,1.36,1.4571428571428573,1.48,1.4199999999999999,1.5
England,d,1.79,1.53,1.6414285714285715,1.6200000000000001,1.6000000000000001,1.6699999999999999
Costa Rica,d,13.0,5.2,8.7266666666666666,9.0,7.0099999999999998,11.0
France,e,1.25,1.15,1.1869999999999998,1.2,1.1599999999999999,1.2
Switzerland,e,1.73,1.47,1.625,1.6200000000000001,1.5700000000000001,1.6749999999999998
Ecuador,e,2.05,1.75,1.9114285714285715,1.9099999999999999,1.8500000000000001,2.0
Honduras,e,8.0,5.0,6.3826315789473682,6.5,5.5,7.0
Argentina,f,1.08,1.01,1.0342105263157897,1.03,1.02,1.0449999999999999
Bosnia-Herzegovina,f,2.0,1.6,1.798,1.8149999999999999,1.73,1.8500000000000001
Nigeria,f,2.5,1.95,2.2555000000000001,2.25,2.2000000000000002,2.3574999999999999
Iran,f,8.5,4.78,6.3174999999999999,6.0,5.5,7.125
Germany,g,1.17,1.03,1.1120000000000001,1.1200000000000001,1.0950000000000002,1.1299999999999999
Portugal,g,1.57,1.3,1.4704999999999999,1.5,1.4399999999999999,1.5
Ghana,g,4.2,3.0,3.6244999999999998,3.605,3.5,3.75
USA,g,4.5,2.9,3.6090000000000004,3.5,3.4750000000000001,3.8875000000000002
Belgium,h,1.21,1.1,1.1526315789473685,1.1499999999999999,1.1349999999999998,1.1749999999999998
Russia,h,1.53,1.28,1.4045000000000001,1.3999999999999999,1.3574999999999999,1.45
South Korea,h,3.0,2.3,2.7599999999999998,2.7749999999999999,2.7199999999999998,2.8799999999999999
Algeria,h,9.0,4.0,6.0526315789473681,5.5,5.0,7.0
