name,group,max,min,mean,median,twentyfive,seventyfive
real madrid,a,1.45,1.36,1.4119999999999999,1.3999999999999999,1.3999999999999999,1.4399999999999999
psg,a,3.0,2.7,2.8694999999999999,2.8799999999999999,2.8500000000000001,2.8850000000000002
shakhtar donetsk,a,51.0,21.0,33.350000000000001,34.0,31.75,34.0
malmo ff,a,501.0,67.0,191.0,151.0,151.0,213.5
wolfsburg,b,2.62,2.05,2.3075000000000001,2.3149999999999999,2.2000000000000002,2.3799999999999999
man utd,b,3.1,2.5,2.7320000000000002,2.75,2.6800000000000006,2.75
psv,b,7.0,4.0,6.0750000000000002,6.0,6.0,6.5
cska moscow,b,10.0,5.5,7.9500000000000002,8.0,7.0,8.625
atletico madrid,c,1.33,1.22,1.2715789473684211,1.29,1.25,1.29
benfica,c,4.0,3.75,3.8078947368421048,3.75,3.75,3.7999999999999998
galatasaray,c,41.0,13.0,23.210526315789473,21.0,21.0,25.5
fc astana,c,251.0,41.0,146.47368421052633,151.0,126.0,163.0
juventus,d,1.8,1.62,1.7280000000000002,1.73,1.73,1.75
man city,d,4.33,3.5,4.0179999999999998,4.0,4.0,4.0625
sevilla,d,5.0,3.6,4.4799999999999995,4.5,4.25,4.625
monchengladbach,d,31.0,15.0,24.050000000000001,23.5,22.5,26.0
barcelona,e,1.29,1.02,1.2289473684210528,1.25,1.22,1.25
bayer leverkusen,e,8.0,1.8,6.4236842105263152,6.5,6.25,7.0
roma,e,9.0,1.83,6.912105263157895,7.0,7.0,7.5
bate borisov,e,501.0,34.0,285.63157894736844,251.0,251.0,338.5
bayern munich,f,1.14,1.09,1.1045000000000003,1.1000000000000001,1.1000000000000001,1.1025
arsenal,f,8.0,5.5,7.1500000000000004,7.0,7.0,7.5
din zagreb,f,41.0,23.0,32.450000000000003,34.0,31.25,34.0
olympiakos,f,101.0,34.0,58.899999999999999,51.0,41.0,71.25
chelsea,g,1.29,1.15,1.2022222222222223,1.2,1.1850000000000001,1.22
porto,g,6.0,4.0,5.0,5.0,5.0,5.0
dynamo kiev,g,23.0,10.0,16.75,17.0,15.0,17.375
maccabi tel aviv,g,251.0,67.0,152.38888888888889,151.0,101.0,195.75
zenit,h,1.91,1.6,1.7464705882352942,1.73,1.73,1.8
valencia,h,5.0,3.25,3.8135294117647058,3.75,3.5,4.0
lyon,h,5.0,4.0,4.4341176470588231,4.5,4.3300000000000001,4.5
gent,h,26.0,17.0,23.764705882352942,26.0,21.0,26.0
