name,group,max,min,mean,median,twentyfive,seventyfive
real madrid,a,1.04,1.01,1.0311764705882354,1.04,1.02,1.04
psg,a,15.0,8.0,10.764705882352942,11.0,10.0,11.0
malmo ff,a,201.0,201.0,201.0,201.0,201.0,201.0
shakhtar donetsk,a,501.0,501.0,501.0,501.0,501.0,501.0
man utd,b,1.57,1.4,1.5150000000000001,1.52,1.5,1.53
wolfsburg,b,4.2,3.38,3.8664999999999998,3.875,3.75,4.0
psv,b,8.5,6.5,7.3815,7.0,7.0,8.0
cska moscow,b,26.0,13.6,19.380000000000003,21.0,16.0,21.0
benfica,c,1.4,1.25,1.3338888888888889,1.3300000000000001,1.3,1.3600000000000001
atletico madrid,c,4.0,2.59,3.141578947368421,3.0,3.0,3.375
galatasaray,c,251.0,101.0,155.16666666666666,151.0,151.0,151.0
man city,d,1.53,1.36,1.49,1.5,1.4750000000000001,1.52
juventus,d,3.0,2.38,2.5326315789473681,2.5,2.5,2.5
sevilla,d,1001.0,501.0,539.46153846153845,501.0,501.0,501.0
barcelona,e,1.02,1.0,1.008,1.01,1.0024999999999999,1.01
roma,e,26.0,12.0,19.300000000000001,19.0,17.0,21.0
bayer leverkusen,e,151.0,41.0,88.599999999999994,81.0,70.5,96.0
bayern munich,f,1.03,1.01,1.0190909090909093,1.02,1.02,1.02
olympiakos,f,15.0,10.0,12.636363636363637,13.0,12.0,13.0
porto,g,1.44,1.25,1.3200000000000001,1.29,1.27,1.3450000000000002
chelsea,g,4.0,2.7,3.3090909090909091,3.25,3.2250000000000001,3.5
dynamo kiev,g,251.0,26.0,94.727272727272734,101.0,51.0,101.0
zenit,h,1.01,1.0,1.0081818181818181,1.01,1.01,1.01
valencia,h,21.0,13.0,15.363636363636363,15.0,13.0,17.0
