name,group,max,min,mean,median,twentyfive,seventyfive
real madrid,a,1.45,1.36,1.4175,1.4199999999999999,1.3999999999999999,1.4425000000000001
psg,a,3.0,2.7,2.8931249999999999,2.8799999999999999,2.8500000000000001,3.0
shakhtar donetsk,a,41.0,13.0,30.0625,34.0,28.5,34.0
malmo ff,a,401.0,81.0,177.875,151.0,151.0,201.0
man utd,b,3.0,1.83,2.5884615384615381,2.6200000000000001,2.5,2.75
wolfsburg,b,3.4,2.1,2.5138461538461536,2.5,2.2000000000000002,2.5
cska moscow,b,8.5,5.5,6.9230769230769234,7.0,6.0,8.0
psv,b,10.0,5.5,6.7692307692307692,6.0,6.0,6.5
atletico madrid,c,1.44,1.2,1.3083333333333333,1.29,1.25,1.3574999999999999
benfica,c,4.0,3.5,3.7916666666666665,3.75,3.75,3.8125
galatasaray,c,34.0,7.5,19.916666666666668,21.0,11.75,24.25
fc astana,c,251.0,51.0,121.83333333333333,113.5,51.0,163.5
juventus,d,2.75,1.62,1.8776923076923078,1.73,1.73,1.8
man city,d,5.0,2.1,3.8100000000000001,4.0,4.0,4.0
sevilla,d,5.5,3.6,4.5653846153846152,4.5,4.0,5.0
monchengladbach,d,26.0,13.0,21.615384615384617,23.0,21.0,26.0
barcelona,e,1.2,1.02,1.1675,1.1899999999999999,1.1575,1.2
roma,e,9.5,1.91,7.8381249999999998,8.25,7.375,9.0
bayer leverkusen,e,10.0,1.8,7.8937499999999998,8.0,7.5,8.625
bate borisov,e,301.0,15.0,145.1875,138.5,77.5,213.5
bayern munich,f,1.4,1.25,1.3522222222222222,1.3500000000000001,1.3300000000000001,1.3600000000000001
arsenal,f,3.87,3.25,3.4927777777777775,3.5,3.3999999999999999,3.5
olympiakos,f,29.0,15.0,20.611111111111111,21.0,17.0,24.0
din zagreb,f,151.0,34.0,64.388888888888886,63.5,43.5,73.75
chelsea,g,1.33,1.27,1.3025,1.3,1.29,1.3300000000000001
porto,g,4.33,3.75,4.0256249999999998,4.0,4.0,4.0
dynamo kiev,g,17.0,11.0,13.625,13.0,12.0,15.0
maccabi tel aviv,g,151.0,41.0,73.625,67.0,51.0,70.5
valencia,h,2.1,1.9,1.9888888888888887,2.0,1.9024999999999999,2.0374999999999996
zenit,h,3.6,3.0,3.3611111111111112,3.5,3.25,3.5
lyon,h,4.27,3.5,3.9316666666666666,4.0,3.8125,4.0
gent,h,34.0,17.0,24.944444444444443,22.0,21.0,29.0
