name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
,a,,,,,,,,,,1.04,,,,,,,,,1.04,,,,,,,
,a,,,,,,,,,,10.0,,,,,,,,,10.0,,,,,,,
,h,,,,,,,,,201.0,,,,,,,,,,,,,,,,,
