name,group,max,min,mean,median,twentyfive,seventyfive
Man Utd,a,1.69,1.1,1.5442857142857147,1.55,1.53,1.6200000000000001
Shakhtar Donetsk,a,4.0,1.8,3.6452380952380943,3.75,3.5699999999999998,4.0
Bayer Leverkusen,a,9.0,2.62,7.4476190476190478,7.5,7.2699999999999996,8.0
Real Sociedad,a,17.1,3.75,13.321428571428571,15.0,11.0,15.0
Real Madrid,b,1.3,1.02,1.2276190476190476,1.22,1.2,1.25
Juventus,b,4.51,1.17,3.8119047619047626,4.0,3.75,4.0
Galatasaray,b,34.0,6.0,26.238095238095237,26.0,25.0,29.0
FC Copenhagen,b,151.0,15.0,68.80952380952381,67.0,65.0,75.0
PSG,c,1.44,1.03,1.342857142857143,1.3600000000000001,1.3100000000000001,1.3999999999999999
Benfica,c,3.5,1.17,2.9804761904761907,3.0,3.0,3.1800000000000002
Anderlecht,c,67.0,8.0,41.285714285714285,41.0,29.0,51.0
Olympiakos,c,67.0,7.0,37.952380952380949,41.0,29.0,51.0
Bayern Munich,d,1.5,1.01,1.431904761904762,1.45,1.4399999999999999,1.5
Man City,d,3.18,1.08,2.5700000000000003,2.6299999999999999,2.6200000000000001,2.7000000000000002
CSKA Moscow,d,34.0,8.0,24.80952380952381,26.0,23.0,26.0
Plzen,d,251.0,26.0,130.71428571428572,126.0,101.0,151.0
Chelsea,e,1.89,1.14,1.6671428571428575,1.6699999999999999,1.6200000000000001,1.73
Schalke 04,e,3.5,1.29,3.0333333333333332,3.0,3.0,3.25
Basel,e,6.75,2.5,5.2404761904761905,5.5,5.0,6.0
Steaua Bucharest,e,101.0,13.0,60.523809523809526,67.0,41.0,67.0
Arsenal,f,2.5,1.0,2.2661904761904763,2.3799999999999999,2.25,2.5
Napoli,f,3.0,1.5,2.7533333333333339,2.77,2.75,2.8799999999999999
Bor Dortmund,f,3.5,1.62,3.1666666666666665,3.25,3.1800000000000002,3.2999999999999998
Marseille,f,41.0,7.0,24.985714285714288,26.0,21.0,29.0
Atletico Madrid,g,1.83,1.13,1.6423809523809521,1.6699999999999999,1.6499999999999999,1.6699999999999999
Porto,g,2.75,1.4,2.5152380952380948,2.6000000000000001,2.5,2.6200000000000001
Zenit St Petersburg,g,9.5,2.25,7.8504761904761908,8.5,7.5,9.0
Austria Vienna,g,101.0,15.0,77.047619047619051,75.0,67.0,101.0
Barcelona,h,1.2,1.01,1.1323809523809525,1.1399999999999999,1.1200000000000001,1.1399999999999999
AC Milan,h,5.5,1.14,4.8728571428571428,5.0,5.0,5.5
Ajax,h,51.0,5.5,42.519047619047619,51.0,41.0,51.0
Celtic,h,101.0,13.0,67.142857142857139,67.0,67.0,81.0
