name,group,max,min,mean,median,twentyfive,seventyfive
atletico madrid,a,1.4,1.16,1.3433333333333333,1.3600000000000001,1.3300000000000001,1.3600000000000001
juventus,a,4.61,3.75,4.1799999999999997,4.25,4.0,4.3300000000000001
olympiakos,a,11.4,6.24,8.7685714285714287,9.0,8.0,9.0
malmo ff,a,251.0,8.37,181.98142857142855,251.0,130.75,251.0
basel,b,251.0,74.0,140.0,95.0,84.5,173.0
bayer leverkusen,c,1.25,1.06,1.1477272727272727,1.1699999999999999,1.105,1.1699999999999999
monaco,c,11.7,8.0,9.2772727272727273,9.0,9.0,10.0
benfica,c,21.0,11.0,15.740909090909092,15.0,15.0,16.5
zenit,c,29.0,7.0,16.34090909090909,15.0,15.0,17.0
dortmund,d,1.05,1.02,1.0305882352941176,1.03,1.02,1.03
arsenal,d,15.0,8.79,10.51705882352941,10.0,9.0,11.0
galatasaray,d,41.0,41.0,41.0,41.0,41.0,41.0
anderlecht,d,101.0,101.0,101.0,101.0,101.0,101.0
barcelona,f,1.62,1.42,1.553809523809524,1.5700000000000001,1.53,1.5700000000000001
psg,f,2.58,2.14,2.3380952380952382,2.3500000000000001,2.25,2.3799999999999999
chelsea,g,1.15,1.02,1.115,1.1200000000000001,1.1000000000000001,1.1324999999999998
schalke 04,g,7.0,5.0,5.75,5.625,5.375,6.0
sporting lisbon,g,67.0,26.0,52.526315789473685,51.0,51.0,67.0
maribor,g,501.0,201.0,266.27777777777777,251.0,207.25,251.0
porto,h,1.36,1.18,1.3014285714285716,1.3,1.29,1.3300000000000001
shakhtar donetsk,h,4.0,2.84,3.3176190476190479,3.25,3.1499999999999999,3.5
