name,group,max,min,mean,median,twentyfive,seventyfive
atletico madrid,a,2.1,1.8,2.0445833333333332,2.1000000000000001,2.0,2.1000000000000001
juventus,a,2.4,1.95,2.0558333333333336,2.0,2.0,2.1000000000000001
olympiakos,a,12.0,9.0,9.9416666666666664,10.0,9.0,10.0
malmo ff,a,67.0,30.0,51.391304347826086,51.0,47.5,51.0
real madrid,b,1.13,1.04,1.0970833333333334,1.1000000000000001,1.0875000000000001,1.1100000000000001
liverpool,b,13.4,6.5,8.0250000000000004,7.5,7.0,8.0
basel,b,41.0,9.73,17.11375,15.0,15.0,17.0
ludogorets razgrad,b,301.0,74.0,214.39130434782609,201.0,201.0,251.0
zenit,c,2.8,2.5,2.6983333333333337,2.75,2.6274999999999999,2.75
bayer leverkusen,c,3.1,2.75,2.9120833333333334,2.8799999999999999,2.8799999999999999,3.0
monaco,c,3.75,2.92,3.1724999999999999,3.1000000000000001,3.0,3.25
benfica,c,17.0,9.15,13.627083333333333,13.0,13.0,15.0
dortmund,d,1.4,1.29,1.3630434782608696,1.3600000000000001,1.3300000000000001,1.3999999999999999
arsenal,d,3.75,2.88,3.2695652173913046,3.2000000000000002,3.2000000000000002,3.3499999999999996
galatasaray,d,41.0,17.0,26.347826086956523,26.0,21.0,34.0
anderlecht,d,201.0,48.0,73.304347826086953,51.0,51.0,71.0
bayern munich,e,1.25,1.13,1.1878260869565218,1.2,1.1699999999999999,1.2
roma,e,8.0,4.04,6.132173913043478,6.0,5.75,6.5
man city,e,12.0,6.0,9.8634782608695666,10.0,10.0,10.0
cska moscow,e,501.0,95.0,265.95652173913044,201.0,201.0,251.0
barcelona,f,1.72,1.55,1.6222727272727271,1.6200000000000001,1.6200000000000001,1.6424999999999998
psg,f,2.4,2.1,2.2640909090909092,2.25,2.25,2.2999999999999998
ajax,f,51.0,21.0,33.909090909090907,34.0,26.75,38.5
apoel nicosia,f,301.0,86.0,158.27272727272728,126.0,126.0,151.0
chelsea,g,1.14,1.08,1.1072727272727272,1.1000000000000001,1.1000000000000001,1.1100000000000001
schalke 04,g,9.36,6.0,7.2209090909090916,7.0,7.0,7.0
sporting lisbon,g,26.0,15.0,18.436363636363637,17.300000000000001,15.0,19.0
maribor,g,201.0,81.0,109.18181818181819,101.0,101.0,101.0
porto,h,1.57,1.44,1.5159090909090909,1.5,1.5,1.53
shakhtar donetsk,h,4.61,3.75,4.1840909090909086,4.0999999999999996,4.0,4.3300000000000001
athletic bilbao,h,7.0,5.46,6.1800000000000006,6.0,6.0,6.5
bate borisov,h,51.0,15.0,28.181818181818183,26.0,21.0,32.75
