name,group,max,min,mean,median,twentyfive,seventyfive
atletico madrid,a,1.4,1.16,1.3395454545454546,1.3600000000000001,1.3300000000000001,1.3600000000000001
juventus,a,4.61,3.85,4.1981818181818182,4.29,4.0,4.3300000000000001
olympiakos,a,11.4,6.24,8.8245454545454542,9.0,8.625,9.0
malmo ff,a,251.0,8.37,181.98142857142855,251.0,130.75,251.0
basel,b,251.0,74.0,140.0,95.0,84.5,173.0
bayer leverkusen,c,1.25,1.06,1.1473913043478261,1.1699999999999999,1.1100000000000001,1.1699999999999999
monaco,c,11.7,8.0,9.265217391304347,9.0,9.0,10.0
benfica,c,21.0,11.0,15.708695652173914,15.0,15.0,16.0
zenit,c,29.0,7.0,16.369565217391305,15.0,15.0,17.0
dortmund,d,1.05,1.02,1.0311764705882354,1.03,1.03,1.03
arsenal,d,15.0,8.79,10.488333333333333,10.0,9.0,11.0
galatasaray,d,41.0,41.0,41.0,41.0,41.0,41.0
anderlecht,d,101.0,101.0,101.0,101.0,101.0,101.0
barcelona,f,1.62,1.42,1.552727272727273,1.5700000000000001,1.53,1.5700000000000001
psg,f,2.5,2.16,2.3354545454545454,2.3500000000000001,2.25,2.3799999999999999
chelsea,g,1.15,1.02,1.1147619047619048,1.1200000000000001,1.1000000000000001,1.1299999999999999
schalke 04,g,7.0,5.0,5.7380952380952381,5.5,5.5,6.0
sporting lisbon,g,67.0,26.0,52.450000000000003,51.0,51.0,67.0
maribor,g,501.0,201.0,265.4736842105263,251.0,213.5,251.0
porto,h,1.36,1.18,1.300909090909091,1.2949999999999999,1.29,1.3300000000000001
shakhtar donetsk,h,4.0,2.84,3.3281818181818181,3.25,3.1624999999999996,3.5
