name,group,max,min,mean,median,twentyfive,seventyfive
atletico madrid,a,2.1,1.8,2.0404347826086955,2.1000000000000001,2.0,2.1000000000000001
juventus,a,2.4,1.95,2.0508695652173912,2.0,2.0,2.1000000000000001
olympiakos,a,13.0,9.0,9.9669565217391316,10.0,9.1699999999999999,10.0
malmo ff,a,67.0,27.0,50.304347826086953,51.0,45.0,51.0
real madrid,b,1.13,1.06,1.0991304347826087,1.1000000000000001,1.0950000000000002,1.1100000000000001
liverpool,b,12.4,6.5,7.8739130434782609,7.5,7.0,8.0
basel,b,41.0,11.0,17.456521739130434,15.0,15.0,17.25
ludogorets razgrad,b,301.0,76.0,212.81818181818181,201.0,201.0,251.0
zenit,c,2.8,2.5,2.6986956521739129,2.75,2.6299999999999999,2.75
bayer leverkusen,c,3.1,2.62,2.9182608695652177,2.8799999999999999,2.8799999999999999,3.0
monaco,c,3.75,3.0,3.2086956521739127,3.2000000000000002,3.1000000000000001,3.25
benfica,c,17.0,11.0,13.700000000000001,13.0,13.0,15.0
dortmund,d,1.4,1.29,1.3645454545454545,1.3600000000000001,1.3300000000000001,1.3999999999999999
arsenal,d,3.75,2.88,3.2590909090909093,3.2000000000000002,3.2000000000000002,3.3624999999999998
galatasaray,d,41.0,17.0,26.5,26.0,21.0,34.0
anderlecht,d,176.0,48.0,72.045454545454547,51.0,51.0,71.0
bayern munich,e,1.25,1.13,1.1854545454545453,1.2,1.1624999999999999,1.2
roma,e,8.0,5.0,6.333636363636364,6.0,6.0,7.0
man city,e,12.0,6.0,9.9772727272727266,10.0,10.0,10.0
cska moscow,e,501.0,95.0,264.36363636363637,201.0,201.0,251.0
barcelona,f,1.72,1.55,1.6223809523809525,1.6200000000000001,1.6200000000000001,1.6499999999999999
psg,f,2.4,2.1,2.2638095238095239,2.25,2.25,2.2999999999999998
ajax,f,57.0,21.0,34.61904761904762,34.0,29.0,41.0
apoel nicosia,f,301.0,101.0,161.33333333333334,126.0,126.0,151.0
chelsea,g,1.14,1.08,1.1071428571428572,1.1000000000000001,1.1000000000000001,1.1100000000000001
schalke 04,g,8.98,6.0,7.2133333333333329,7.0,7.0,7.0
sporting lisbon,g,26.0,15.0,18.461904761904762,17.0,15.0,19.0
maribor,g,201.0,86.0,109.80952380952381,101.0,101.0,101.0
porto,h,1.57,1.44,1.5185714285714287,1.53,1.5,1.53
shakhtar donetsk,h,4.61,3.75,4.1928571428571431,4.2000000000000002,4.0,4.3300000000000001
athletic bilbao,h,7.0,5.56,6.1695238095238096,6.0,6.0,6.5
bate borisov,h,51.0,15.0,28.142857142857142,26.0,21.0,34.0
