name,group,max,min,mean,median,twentyfive,seventyfive
real madrid,a,1.45,1.12,1.3980000000000001,1.3999999999999999,1.3999999999999999,1.4399999999999999
psg,a,3.0,1.65,2.8079999999999998,2.8799999999999999,2.8375000000000004,2.8850000000000002
shakhtar donetsk,a,51.0,13.1,32.355000000000004,34.0,31.0,34.0
malmo ff,a,501.0,26.0,188.0,151.0,151.0,213.5
wolfsburg,b,2.62,2.05,2.3399999999999999,2.3799999999999999,2.25,2.3799999999999999
man utd,b,3.1,2.5,2.7417647058823529,2.75,2.6200000000000001,2.75
psv,b,7.0,4.0,6.0464705882352945,6.0,6.0,6.5
cska moscow,b,10.0,5.5,7.5564705882352943,7.5,7.0,8.0
atletico madrid,c,1.33,1.09,1.2631250000000001,1.29,1.25,1.29
benfica,c,4.0,2.34,3.7337500000000001,3.75,3.75,3.8875000000000002
galatasaray,c,41.0,7.6,21.475000000000001,21.0,20.5,21.0
fc astana,c,251.0,19.4,139.90000000000001,151.0,101.0,192.75
juventus,d,1.8,1.62,1.7237499999999999,1.73,1.7224999999999999,1.73
man city,d,4.5,3.5,4.006875,4.0,3.9874999999999998,4.0
sevilla,d,5.0,3.6,4.4906249999999996,4.5,4.5,4.625
monchengladbach,d,26.0,15.0,23.25,23.0,22.5,26.0
barcelona,e,1.29,1.18,1.23,1.22,1.2,1.25
bayer leverkusen,e,8.0,5.5,6.8636363636363633,7.0,6.5,7.25
roma,e,9.0,5.5,7.4090909090909092,7.5,7.25,8.0
bate borisov,e,501.0,101.0,275.45454545454544,251.0,226.0,313.5
bayern munich,f,1.35,1.1,1.1630769230769231,1.1200000000000001,1.1000000000000001,1.1399999999999999
arsenal,f,8.0,1.5,5.8928571428571432,7.0,4.0,7.0
din zagreb,f,67.0,23.0,40.307692307692307,34.0,26.0,51.0
olympiakos,f,101.0,21.0,43.230769230769234,41.0,34.0,51.0
chelsea,g,1.3,1.15,1.2181818181818183,1.2,1.2,1.2349999999999999
porto,g,6.0,4.0,4.8181818181818183,5.0,4.5,5.0
dynamo kiev,g,23.0,10.0,16.454545454545453,17.0,14.5,18.0
maccabi tel aviv,g,251.0,67.0,134.72727272727272,101.0,88.5,151.0
zenit,h,3.4,1.6,2.0892307692307694,1.8,1.73,2.0
valencia,h,5.0,1.95,3.3576923076923078,3.6000000000000001,3.25,3.75
lyon,h,5.0,3.75,4.2930769230769235,4.3300000000000001,4.0,4.5
gent,h,31.0,17.0,24.384615384615383,26.0,21.0,26.0
