name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.28,1.15,1.2266666666666666,1.22,1.21,1.25
Croatia,a,10.0,6.5,8.3071428571428569,8.0,7.5,9.0
Mexico,a,10.0,6.6,8.3785714285714281,8.5,7.8399999999999999,9.0
Cameroon,a,34.0,15.0,23.138095238095236,26.0,19.0,26.0
Spain,b,1.83,1.62,1.7389473684210526,1.73,1.6850000000000001,1.8
Netherlands,b,4.0,2.92,3.2468421052631578,3.25,3.0949999999999998,3.3250000000000002
Chile,b,6.0,4.35,5.256842105263158,5.2699999999999996,5.0,5.5
Australia,b,101.0,21.0,39.789473684210527,34.0,26.0,34.0
Colombia,c,1.73,1.45,1.6519047619047618,1.6699999999999999,1.6200000000000001,1.7
Ivory Coast,c,5.56,4.33,4.9909523809523808,5.0,4.75,5.1699999999999999
Japan,c,6.0,3.65,5.5280952380952382,6.0,5.1799999999999997,6.0
Greece,c,11.0,6.2,8.3852380952380958,8.0,7.5,9.0
Italy,d,2.75,2.25,2.5709523809523809,2.6000000000000001,2.5,2.6299999999999999
Uruguay,d,3.1,2.55,2.774285714285714,2.79,2.6499999999999999,2.8500000000000001
England,d,3.5,3.0,3.1647619047619044,3.2000000000000002,3.0,3.25
Costa Rica,d,81.0,14.5,38.504761904761907,34.0,26.0,51.0
France,e,1.83,1.65,1.7285714285714284,1.73,1.6699999999999999,1.8
Switzerland,e,4.14,3.25,3.7023809523809526,3.75,3.6000000000000001,3.75
Ecuador,e,5.5,4.0,4.8814285714285717,5.0,4.5,5.5
Honduras,e,34.0,15.0,23.071428571428573,21.0,17.5,25.0
Argentina,f,1.29,1.14,1.2157142857142857,1.22,1.2,1.25
Bosnia-Herzegovina,f,9.0,3.95,6.9776190476190481,7.0,6.5,8.0
Nigeria,f,12.0,6.5,9.2542857142857144,9.1699999999999999,8.0,10.0
Iran,f,81.0,15.0,32.547619047619051,29.0,26.0,34.0
Germany,g,1.62,1.37,1.53,1.53,1.5,1.55
Portugal,g,4.0,2.86,3.633809523809524,3.75,3.52,3.75
USA,g,13.0,6.8,11.098571428571429,11.0,10.0,12.0
Ghana,g,17.0,8.0,11.116190476190477,11.0,10.0,12.0
Belgium,h,1.67,1.52,1.6026315789473684,1.6000000000000001,1.5600000000000001,1.6699999999999999
Russia,h,3.76,2.75,3.1154999999999999,3.0,3.0,3.25
South Korea,h,10.0,5.6,8.8974999999999991,9.0,9.0,10.0
Algeria,h,41.0,8.8,24.384999999999998,25.0,22.0,26.75
