name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.28,1.15,1.22,1.22,1.2,1.25
Mexico,a,10.0,5.6,8.5009090909090919,9.0,8.125,9.0
Croatia,a,10.5,5.6,8.5009090909090919,8.8000000000000007,8.0,9.0
Cameroon,a,34.0,15.0,24.0,26.0,19.5,26.0
Spain,b,1.83,1.62,1.7377272727272726,1.74,1.7,1.8
Netherlands,b,4.0,2.79,3.2972727272727274,3.25,3.2000000000000002,3.3999999999999999
Chile,b,6.0,4.5,5.2922727272727279,5.2349999999999994,5.0,5.5
Australia,b,101.0,26.0,44.0,34.0,34.0,50.75
Colombia,c,1.83,1.52,1.6554545454545455,1.6699999999999999,1.6200000000000001,1.6924999999999999
Ivory Coast,c,5.56,4.33,5.0390909090909091,5.0,5.0,5.4175000000000004
Japan,c,6.5,3.4,5.5154545454545456,6.0,5.0,6.0
Greece,c,10.5,6.2,8.2290909090909086,8.0,7.5,9.0
Italy,d,2.75,2.25,2.5690909090909093,2.6000000000000001,2.5,2.6274999999999999
Uruguay,d,3.2,2.55,2.7681818181818181,2.75,2.6349999999999998,2.8500000000000001
England,d,3.5,3.0,3.1959090909090908,3.25,3.1000000000000001,3.2725
Costa Rica,d,67.0,15.0,40.454545454545453,34.5,34.0,51.0
France,e,1.91,1.65,1.735238095238095,1.73,1.6699999999999999,1.8
Switzerland,e,4.14,3.25,3.6863636363636361,3.75,3.6000000000000001,3.75
Ecuador,e,5.5,3.45,4.9109090909090911,5.0,4.5,5.5
Honduras,e,34.0,17.0,23.636363636363637,21.5,20.25,25.75
Argentina,f,1.29,1.15,1.2209090909090909,1.22,1.2,1.25
Bosnia-Herzegovina,f,9.0,5.4,7.2195454545454547,7.1349999999999998,6.5,8.0
Nigeria,f,12.0,6.5,9.4600000000000009,9.7750000000000004,8.4024999999999999,10.0
Iran,f,81.0,15.0,32.540909090909089,29.0,26.0,34.0
Germany,g,1.62,1.42,1.5361904761904761,1.53,1.5,1.5700000000000001
Portugal,g,4.0,2.92,3.6914285714285713,3.75,3.75,3.75
USA,g,13.0,7.0,11.103181818181818,11.0,10.25,12.0
Ghana,g,17.0,8.0,11.201818181818181,11.0,10.0,11.975
Belgium,h,1.73,1.43,1.6109090909090908,1.6100000000000001,1.5700000000000001,1.6699999999999999
Russia,h,3.61,2.75,3.0854545454545454,3.0,3.0,3.25
South Korea,h,10.0,5.6,8.8645454545454552,9.0,8.8424999999999994,9.875
Algeria,h,41.0,15.0,25.136363636363637,25.0,23.0,26.0
