name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.28,1.15,1.2257142857142855,1.22,1.2,1.25
Croatia,a,10.0,6.5,8.2890476190476186,8.0,7.5,9.0
Mexico,a,10.0,6.6,8.3604761904761897,8.5,7.6500000000000004,9.0
Cameroon,a,34.0,15.0,23.095238095238095,26.0,19.0,26.0
Spain,b,1.83,1.62,1.7404761904761903,1.75,1.7,1.8
Netherlands,b,4.0,2.73,3.2409523809523813,3.25,3.1000000000000001,3.3500000000000001
Chile,b,6.0,3.95,5.1919047619047616,5.2000000000000002,5.0,5.5
Australia,b,101.0,21.0,40.761904761904759,34.0,26.0,50.0
Colombia,c,1.73,1.52,1.6528571428571428,1.6699999999999999,1.6200000000000001,1.7
Ivory Coast,c,5.56,4.33,4.9576190476190476,5.0,4.5,5.0700000000000003
Japan,c,6.0,3.9,5.5214285714285714,6.0,5.0,6.0
Greece,c,11.0,6.2,8.3761904761904766,8.0,7.5,9.0
Italy,d,2.75,2.25,2.5709523809523809,2.6000000000000001,2.5,2.6299999999999999
Uruguay,d,3.1,2.55,2.774285714285714,2.79,2.6499999999999999,2.8500000000000001
England,d,3.5,3.0,3.1647619047619044,3.2000000000000002,3.0,3.25
Costa Rica,d,81.0,14.5,38.504761904761907,34.0,26.0,51.0
France,e,1.83,1.62,1.725238095238095,1.73,1.6699999999999999,1.8
Switzerland,e,4.14,3.25,3.6857142857142859,3.75,3.6000000000000001,3.75
Ecuador,e,5.5,4.0,4.8719047619047622,5.0,4.5,5.5
Honduras,e,34.0,15.0,22.80952380952381,21.0,17.0,25.0
Argentina,f,1.29,1.13,1.2147619047619047,1.22,1.2,1.25
Bosnia-Herzegovina,f,9.0,3.65,6.9823809523809519,7.0,6.5,8.0
Nigeria,f,12.0,6.5,9.2214285714285715,9.1699999999999999,8.0,10.0
Iran,f,81.0,15.0,32.38095238095238,29.0,24.0,34.0
Germany,g,1.62,1.37,1.533809523809524,1.55,1.5,1.5700000000000001
Portugal,g,4.0,2.8,3.6542857142857139,3.75,3.52,3.75
USA,g,13.0,5.8,10.994285714285715,11.0,10.0,12.0
Ghana,g,17.0,6.8,10.716190476190476,11.0,9.3399999999999999,11.9
Belgium,h,1.7,1.5,1.601578947368421,1.6000000000000001,1.54,1.6699999999999999
Russia,h,3.75,2.75,3.1079999999999997,3.0,3.0,3.25
South Korea,h,10.0,5.7,8.793000000000001,9.0,8.0,10.0
Algeria,h,41.0,7.6,23.600000000000001,24.0,18.175000000000001,26.0
