name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.28,1.15,1.219090909090909,1.22,1.2,1.25
Mexico,a,10.0,4.9,8.4600000000000009,9.0,8.125,9.0
Croatia,a,10.5,4.9,8.4600000000000009,8.8949999999999996,8.0,9.0
Cameroon,a,34.0,15.0,24.222727272727273,26.0,19.5,26.0
Spain,b,1.83,1.55,1.7327272727272727,1.74,1.7,1.8
Netherlands,b,4.0,2.79,3.2972727272727274,3.25,3.2000000000000002,3.3999999999999999
Chile,b,6.0,4.5,5.2922727272727279,5.2349999999999994,5.0,5.5
Australia,b,101.0,23.0,41.636363636363633,34.0,26.0,50.0
Colombia,c,1.83,1.53,1.6633333333333333,1.6699999999999999,1.6200000000000001,1.7
Ivory Coast,c,5.56,4.33,5.0390909090909091,5.0,5.0,5.4175000000000004
Japan,c,6.5,3.55,5.544090909090909,6.0,5.0674999999999999,6.0
Greece,c,10.5,6.2,8.2290909090909086,8.0,7.5,9.0
Italy,d,2.75,2.25,2.5685714285714285,2.6000000000000001,2.5,2.6299999999999999
Uruguay,d,3.1,2.55,2.7545454545454544,2.75,2.6225000000000001,2.8500000000000001
England,d,3.5,3.0,3.2050000000000001,3.25,3.1000000000000001,3.3224999999999998
Costa Rica,d,67.0,15.0,41.045454545454547,35.0,34.0,51.0
France,e,1.91,1.62,1.7333333333333332,1.73,1.6699999999999999,1.8
Switzerland,e,4.14,3.25,3.6840909090909091,3.75,3.6000000000000001,3.75
Ecuador,e,5.5,4.2,4.9757142857142851,5.0,4.5,5.5
Honduras,e,34.0,17.0,23.636363636363637,21.5,20.25,25.75
Argentina,f,1.29,1.08,1.2159090909090908,1.22,1.2,1.25
Bosnia-Herzegovina,f,9.0,5.46,7.296666666666666,7.2699999999999996,6.5,8.0
Nigeria,f,12.0,6.4,9.3781818181818171,9.7750000000000004,8.4024999999999999,10.0
Iran,f,81.0,15.0,32.518181818181816,29.0,26.0,34.0
Germany,g,1.62,1.45,1.5336363636363637,1.53,1.5,1.5649999999999999
Portugal,g,4.0,2.92,3.6914285714285713,3.75,3.75,3.75
USA,g,13.0,7.0,11.112272727272726,11.0,10.25,12.0
Ghana,g,17.0,8.0,11.201818181818181,11.0,10.0,11.975
Belgium,h,1.73,1.52,1.6145454545454547,1.6100000000000001,1.5700000000000001,1.6699999999999999
Russia,h,3.5,2.75,3.0818181818181816,3.0,3.0,3.2374999999999998
South Korea,h,10.0,5.4,8.8463636363636358,9.0,8.8424999999999994,9.875
Algeria,h,41.0,15.0,25.34090909090909,25.5,23.0,28.25
