name,group,max,min,mean,median
psg,a,1.01,1.0,1.0061538461538462,1.01
shakhtar donetsk,a,301.0,21.0,84.466666666666669,67.0
malmo ff,a,501.0,51.0,165.93333333333334,151.0
man utd,b,1.14,1.1,1.1239999999999999,1.1200000000000001
wolfsburg,b,1.8,1.57,1.6426666666666667,1.6200000000000001
psv,b,2.75,2.25,2.5473333333333334,2.5
cska moscow,b,4.5,3.75,4.1886666666666663,4.0
benfica,c,1.02,1.0,1.008,1.01
atletico madrid,c,1.05,1.0,1.0355555555555556,1.04
galatasaray,c,11.0,6.5,8.3999999999999986,8.25
fc astana,c,1001.0,4.99,470.66611111111109,501.0
juventus,d,1.04,1.01,1.018888888888889,1.02
sevilla,d,21.0,10.0,14.436842105263159,13.0
monchengladbach,d,14.3,14.3,14.300000000000001,14.300000000000001
barcelona,e,1.0,1.0,1.0,1.0
roma,e,1.36,1.25,1.2905555555555557,1.2949999999999999
bayer leverkusen,e,4.33,2.42,3.7868421052631582,3.75
bate borisov,e,17.0,9.0,14.888888888888889,15.0
bayern munich,f,1.01,1.0,1.0033333333333332,1.0
olympiakos,f,1.26,1.14,1.1969999999999998,1.2
arsenal,f,5.0,3.75,4.3280000000000003,4.3300000000000001
din zagreb,f,101.0,24.0,59.5,67.0
porto,g,1.05,1.01,1.0166666666666666,1.01
chelsea,g,1.17,1.06,1.1172222222222221,1.1150000000000002
dynamo kiev,g,6.0,4.5,5.3382352941176467,5.5
porto,h,1.01,1.01,1.01,1.01
valencia,h,1.2,1.04,1.0740000000000001,1.05
gent,h,10.0,6.5,8.7765000000000004,9.0
bate borisov,h,15.0,15.0,15.0,15.0
shakhtar donetsk,h,34.0,34.0,34.0,34.0
lyon,h,41.0,1.31,25.015499999999999,26.0
