name,group,max,min,mean,median
real madrid,a,1.01,1.0,1.0055555555555555,1.01
psg,a,1.06,1.01,1.0173333333333334,1.01
shakhtar donetsk,a,19.0,7.5,14.366666666666667,15.0
malmo ff,a,101.0,19.0,71.799999999999997,67.0
man utd,b,1.3,1.22,1.256875,1.25
wolfsburg,b,1.67,1.44,1.52,1.5150000000000001
cska moscow,b,2.88,2.5,2.6643750000000002,2.6200000000000001
psv,b,4.0,2.75,3.5249999999999999,3.5
benfica,c,1.12,1.02,1.0625,1.0600000000000001
atletico madrid,c,1.17,1.02,1.08125,1.0800000000000001
galatasaray,c,7.0,3.2,5.1693749999999996,5.0
fc astana,c,34.0,17.0,28.1875,28.5
juventus,d,1.1,1.02,1.0755555555555556,1.0800000000000001
man city,d,1.36,1.25,1.3072222222222223,1.3
sevilla,d,3.1,2.5,2.7011111111111115,2.6850000000000001
monchengladbach,d,21.0,14.8,17.044444444444444,17.0
barcelona,e,1.04,1.0,1.0166666666666666,1.02
bayer leverkusen,e,1.55,1.4,1.5113333333333334,1.53
roma,e,2.88,2.25,2.4953333333333334,2.3999999999999999
bate borisov,e,26.0,9.0,17.199999999999999,15.0
bayern munich,f,1.01,1.0,1.0036363636363637,1.0
olympiakos,f,1.85,1.67,1.76125,1.75
arsenal,f,3.75,3.25,3.5093749999999999,3.5
din zagreb,f,4.33,3.2,3.8456250000000001,4.0
chelsea,g,1.17,1.1,1.128125,1.1200000000000001
porto,g,1.17,1.14,1.153125,1.1549999999999998
dynamo kiev,g,3.25,2.5,2.9406249999999998,3.0
maccabi tel aviv,g,67.0,21.0,40.0,41.0
zenit,h,1.08,1.05,1.0750000000000002,1.0800000000000001
valencia,h,1.25,1.17,1.2081249999999999,1.2
lyon,h,4.5,3.0,3.99125,4.0
gent,h,11.0,8.0,9.3125,9.25
