name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
juventus,a,1.1,1.11,,1.1,1.11,1.1,1.1,1.12,1.1,1.12,1.17,1.17,1.1,1.1,,1.1,,,1.1,1.12,1.1,1.12,1.12,,
atletico madrid,a,1.22,1.2,,1.2,1.2,1.2,1.25,1.3,1.22,1.16,1.3,1.22,1.25,1.16,,1.25,,,1.16,1.16,1.16,1.16,1.17,,
olympiakos,a,3.0,2.88,,3.0,2.63,2.75,2.5,2.38,2.5,2.5,2.3,2.38,2.75,2.75,,2.88,,,2.75,2.5,2.75,2.5,2.75,,
malmo ff,a,34.0,23.0,,26.0,34.0,34.0,34.0,34.0,34.0,15.0,23.0,34.0,34.0,26.0,,29.0,,,26.0,15.0,34.0,15.0,21.0,,
real madrid,b,1.0,1.0,1.0,1.01,1.0,,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,,1.01,,,1.01,1.01,,1.01,,,
liverpool,b,1.17,1.17,1.11,1.14,1.11,1.15,1.06,1.11,1.07,1.2,1.12,1.14,1.14,1.11,,1.16,,,1.11,1.2,1.12,1.2,1.22,1.19,
basel,b,6.0,5.5,5.5,5.5,5.5,6.0,8.0,7.0,7.0,4.5,7.0,5.5,5.0,5.0,,5.5,,,5.0,4.5,7.0,4.5,5.94,5.66,
ludogorets razgrad,b,21.0,17.0,21.0,17.0,21.0,19.0,34.0,31.0,21.0,10.0,17.0,26.0,15.0,17.0,,19.0,,,17.0,10.0,21.0,10.0,15.3,14.1,
zenit,c,1.44,1.5,1.44,1.5,1.44,1.45,1.4,1.4,1.44,1.5,1.36,1.44,1.44,1.53,,1.5,,,1.53,1.5,1.5,1.5,1.43,,
monaco,c,1.83,1.83,1.73,1.8,1.73,1.8,1.73,1.8,1.73,1.8,1.8,1.83,1.8,1.73,,1.72,,,1.73,1.8,1.75,1.8,1.88,,
bayer leverkusen,c,1.83,1.83,1.83,1.83,1.83,1.85,1.8,1.91,1.83,1.65,1.83,1.73,1.8,1.8,,1.83,,,1.8,1.65,1.8,1.65,1.76,,
benfica,c,3.25,3.0,3.25,2.88,3.25,3.25,3.75,3.2,3.25,2.75,3.75,3.75,3.25,2.75,,3.5,,,2.75,2.75,2.75,2.75,3.04,,
dortmund,d,1.06,1.06,,1.06,1.05,1.05,1.03,1.04,1.05,1.05,1.06,1.05,1.06,1.05,,1.05,,,1.05,1.05,1.03,1.05,1.01,,
arsenal,d,1.29,1.29,,1.29,1.29,1.28,1.25,1.29,1.25,1.28,1.2,1.29,1.25,1.25,,1.28,,,1.25,1.28,1.2,1.28,1.23,,
galatasaray,d,4.33,4.0,,4.0,4.5,4.33,5.0,4.5,4.0,3.5,5.0,5.0,4.5,3.75,,4.5,,,3.75,3.5,4.6,3.5,3.66,,
anderlecht,d,7.0,7.0,,7.0,7.0,7.0,7.0,7.5,7.0,5.5,8.0,6.5,7.0,6.5,,7.5,,,6.5,5.5,7.0,5.5,5.75,,
bayern munich,e,1.05,1.05,1.04,1.05,1.04,1.05,1.03,1.04,1.04,1.03,1.05,1.05,1.05,1.04,,1.04,,,1.04,1.03,1.05,1.03,1.02,,
man city,e,1.53,1.5,1.53,1.44,1.53,1.53,1.57,1.57,1.5,1.5,1.53,1.57,1.5,1.45,,1.53,,,1.45,1.5,1.42,1.5,1.42,,
roma,e,2.25,2.25,2.25,2.38,2.25,2.25,2.25,2.2,2.2,2.25,2.25,2.2,2.25,2.25,,2.2,,,2.25,2.25,2.2,2.25,2.06,,
cska moscow,e,23.0,21.0,21.0,17.0,21.0,21.0,34.0,26.0,23.0,17.0,19.0,15.0,21.0,21.0,,26.0,,,21.0,17.0,19.0,17.0,15.3,,
barcelona,f,1.0,1.01,1.01,1.01,1.01,1.01,1.0,1.02,1.01,1.02,1.02,1.02,1.02,1.01,,1.01,,,1.01,1.02,1.01,1.02,1.02,,
psg,f,1.13,1.12,1.14,1.14,1.14,1.13,1.17,1.14,1.13,1.12,1.12,1.17,1.12,1.16,,1.16,,,1.16,1.12,1.12,1.12,1.1,,
ajax,f,6.0,5.0,5.0,4.75,5.0,5.5,4.5,5.5,5.0,4.25,5.5,4.5,5.0,4.33,,5.5,,,4.33,4.25,4.25,4.25,4.99,,
apoel nicosia,f,23.0,23.0,21.0,21.0,21.0,23.0,21.0,21.0,26.0,21.0,19.0,17.0,26.0,21.0,,26.0,,,21.0,21.0,23.0,21.0,14.3,,
chelsea,g,1.03,1.01,1.02,1.02,1.02,1.02,1.01,1.03,1.02,1.02,1.04,1.03,1.03,1.02,,1.02,,,1.02,1.02,1.01,1.02,1.05,,
schalke 04,g,1.29,1.33,1.29,1.29,1.29,1.28,1.29,1.3,1.29,1.3,1.3,1.25,1.29,1.25,,1.28,,,1.25,1.3,1.25,1.3,1.38,,
sporting lisbon,g,3.25,3.25,3.25,3.2,3.25,3.25,3.25,3.2,3.2,3.0,3.1,3.5,3.25,3.25,,3.25,,,3.25,3.0,3.4,3.0,2.73,,
maribor,g,26.0,17.0,17.0,19.0,17.0,19.0,21.0,21.0,21.0,21.0,17.0,13.0,21.0,21.0,,21.0,,,21.0,21.0,13.0,21.0,19.0,,
porto,h,1.2,1.14,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.1,1.2,1.17,1.17,1.14,,1.14,,,1.14,1.1,1.13,1.1,1.24,,
athletic bilbao,h,1.62,1.53,1.62,1.53,1.62,1.6,1.57,1.62,1.53,1.55,1.67,1.67,1.67,1.57,,1.66,,,1.57,1.55,1.6,1.55,1.48,,
shakhtar donetsk,h,1.73,1.83,1.73,1.8,1.73,1.75,1.73,1.8,1.73,1.8,1.7,1.73,1.73,1.75,,1.72,,,1.75,1.8,1.7,1.8,1.63,,
bate borisov,h,17.0,17.0,17.0,17.0,17.0,17.0,21.0,12.0,15.0,17.0,12.0,12.0,13.0,17.0,,21.0,,,17.0,17.0,15.0,17.0,13.4,,
