name,group,max,min,mean,median
Bayer Leverkusen,a,1.86,1.73,1.8184615384615386,1.8300000000000001
Shakhtar Donetsk,a,2.0,1.83,1.8807692307692307,1.8500000000000001
Juventus,b,1.33,1.26,1.2915384615384615,1.29
Galatasaray,b,3.94,3.2,3.4300000000000002,3.5
Olympiakos,c,1.15,1.1,1.1230769230769231,1.1200000000000001
Benfica,c,5.75,5.0,5.384615384615385,5.5
Schalke 04,e,1.73,1.6,1.6771428571428573,1.6699999999999999
Basel,e,2.2,2.0,2.0921428571428571,2.1000000000000001
Arsenal,f,1.05,1.02,1.028,1.02
Bor Dortmund,f,1.18,1.14,1.1553333333333333,1.1499999999999999
Napoli,f,4.0,3.5,3.829333333333333,3.9399999999999999
Zenit St Petersburg,g,1.13,1.07,1.0920000000000001,1.1000000000000001
Porto,g,7.65,6.0,6.5766666666666671,6.5
AC Milan,h,1.18,1.12,1.1400000000000001,1.1399999999999999
Ajax,h,6.0,4.0,5.1179999999999994,5.0
