name,group,max,min,mean,median
Bayer Leverkusen,a,1.93,1.75,1.8433333333333335,1.8300000000000001
Shakhtar Donetsk,a,1.95,1.83,1.8683333333333334,1.8500000000000001
Juventus,b,1.3,1.22,1.2615384615384615,1.25
Galatasaray,b,4.23,3.3,3.6215384615384614,3.5
Olympiakos,c,1.16,1.1,1.1261538461538463,1.1200000000000001
Benfica,c,5.75,5.0,5.3553846153846161,5.5
Schalke 04,e,1.73,1.6,1.6833333333333333,1.7
Basel,e,2.22,2.0,2.0846666666666667,2.1000000000000001
Arsenal,f,1.05,1.01,1.0266666666666666,1.03
Bor Dortmund,f,1.19,1.14,1.1566666666666665,1.1499999999999999
Napoli,f,4.04,3.5,3.8526666666666665,4.0
Zenit St Petersburg,g,1.13,1.07,1.0912500000000001,1.1000000000000001
Porto,g,7.65,6.0,6.6031250000000004,6.5
AC Milan,h,1.18,1.12,1.1439999999999999,1.1399999999999999
Ajax,h,5.75,4.0,5.083333333333333,5.0
