name,group,max,min,mean,median
real madrid,a,1.01,1.0,1.0054545454545456,1.01
psg,a,1.06,1.01,1.0181249999999999,1.02
shakhtar donetsk,a,19.0,2.08,14.034117647058824,15.0
malmo ff,a,101.0,2.08,63.65176470588235,67.0
man utd,b,1.33,1.22,1.26125,1.25
wolfsburg,b,1.67,1.44,1.5293749999999999,1.53
cska moscow,b,2.88,2.5,2.6331250000000002,2.6200000000000001
psv,b,4.0,2.62,3.5012500000000002,3.5
benfica,c,1.12,1.02,1.058125,1.05
atletico madrid,c,1.17,1.02,1.08375,1.0800000000000001
galatasaray,c,8.0,3.2,5.1693749999999996,5.0
fc astana,c,34.0,17.0,28.4375,27.5
juventus,d,1.1,1.02,1.0727777777777778,1.0750000000000002
man city,d,1.4,1.25,1.3105555555555555,1.3
sevilla,d,2.88,2.5,2.6638888888888892,2.6200000000000001
monchengladbach,d,21.0,14.8,17.766666666666666,17.0
barcelona,e,1.02,1.0,1.008,1.01
bayer leverkusen,e,1.73,1.43,1.591,1.6200000000000001
roma,e,2.6,2.2,2.411,2.3849999999999998
bate borisov,e,13.0,10.0,11.84,12.0
bayern munich,f,1.03,1.01,1.0162500000000001,1.0150000000000001
olympiakos,f,1.66,1.4,1.5075000000000001,1.47
arsenal,f,2.88,2.25,2.5812499999999998,2.625
din zagreb,f,23.0,13.0,15.550000000000001,15.0
porto,g,1.1,1.05,1.075,1.0700000000000001
chelsea,g,1.25,1.2,1.22,1.22
dynamo kiev,g,2.8,1.95,2.657,2.75
maccabi tel aviv,g,101.0,32.0,59.700000000000003,51.0
zenit,h,1.08,1.0,1.0249999999999999,1.01
valencia,h,1.1,1.04,1.0933333333333333,1.1000000000000001
lyon,h,7.0,3.85,6.3722222222222227,6.5
gent,h,17.0,7.65,14.183333333333334,15.0
