name,group,max,min,mean,median
Bayer Leverkusen,a,1.87,1.73,1.8208333333333335,1.8300000000000001
Shakhtar Donetsk,a,2.0,1.83,1.8883333333333334,1.8500000000000001
Juventus,b,1.33,1.28,1.2941666666666667,1.29
Galatasaray,b,3.85,3.2,3.4166666666666665,3.4500000000000002
Olympiakos,c,1.15,1.1,1.1241666666666668,1.1200000000000001
Benfica,c,5.94,5.0,5.3908333333333331,5.5
Schalke 04,e,1.73,1.6,1.6821428571428572,1.6699999999999999
Basel,e,2.2,2.0,2.085,2.1000000000000001
Arsenal,f,1.05,1.02,1.03,1.0249999999999999
Bor Dortmund,f,1.17,1.14,1.1549999999999998,1.1499999999999999
Napoli,f,4.0,3.5,3.8528571428571428,3.9699999999999998
Zenit St Petersburg,g,1.13,1.07,1.0914285714285714,1.0950000000000002
Porto,g,8.41,6.0,6.6364285714285716,6.5
AC Milan,h,1.18,1.12,1.1399999999999999,1.1399999999999999
Ajax,h,6.0,4.0,5.1399999999999997,5.2300000000000004
