name,group,max,min,mean,median
juventus,a,1.17,1.07,1.1114999999999999,1.1000000000000001
atletico madrid,a,1.3,1.08,1.2010000000000001,1.2
olympiakos,a,3.0,2.3,2.6520000000000001,2.6699999999999999
malmo ff,a,34.0,14.1,26.760000000000002,27.5
real madrid,b,1.01,1.0,1.0041176470588236,1.0
liverpool,b,1.2,1.06,1.1395238095238096,1.1399999999999999
basel,b,8.0,4.5,5.7625000000000002,5.5
ludogorets razgrad,b,34.0,10.0,18.82,18.0
zenit,c,1.53,1.36,1.4580952380952381,1.4399999999999999
monaco,c,1.88,1.67,1.778,1.8
bayer leverkusen,c,1.91,1.65,1.798,1.8300000000000001
benfica,c,3.75,2.75,3.1555,3.25
dortmund,d,1.07,1.03,1.0510526315789475,1.05
arsenal,d,1.36,1.2,1.2710526315789472,1.28
galatasaray,d,5.0,3.38,4.1915789473684208,4.3300000000000001
anderlecht,d,8.0,5.5,6.7536842105263153,7.0
bayern munich,e,1.05,1.03,1.0425,1.04
man city,e,1.57,1.3,1.4947619047619047,1.5
roma,e,2.42,1.79,2.2304761904761907,2.25
cska moscow,e,34.0,3.85,20.192500000000003,21.0
barcelona,f,1.02,1.0,1.0125,1.01
psg,f,1.17,1.04,1.1324999999999998,1.1299999999999999
ajax,f,6.0,4.25,4.8700000000000001,4.9950000000000001
apoel nicosia,f,26.0,11.4,21.369999999999997,21.0
chelsea,g,1.04,1.01,1.022,1.02
schalke 04,g,1.38,1.25,1.2904761904761906,1.29
sporting lisbon,g,3.5,2.56,3.1955,3.25
maribor,g,26.0,13.0,19.255000000000003,21.0
porto,h,1.24,1.05,1.1528571428571428,1.1699999999999999
athletic bilbao,h,1.67,1.01,1.5655000000000001,1.585
shakhtar donetsk,h,1.83,1.28,1.7271428571428573,1.73
bate borisov,h,21.0,11.4,15.969999999999999,17.0
