name,group,max,min,mean,median
real madrid,a,1.06,1.01,1.0325,1.03
psg,a,1.13,1.06,1.1008333333333333,1.1000000000000001
shakhtar donetsk,a,8.0,3.65,5.7208333333333341,6.0
malmo ff,a,51.0,13.0,26.916666666666668,26.0
wolfsburg,b,1.5,1.29,1.3755555555555554,1.3999999999999999
man utd,b,1.67,1.5,1.5533333333333335,1.53
psv,b,2.75,2.25,2.4300000000000002,2.3799999999999999
cska moscow,b,3.25,2.75,2.9777777777777779,3.0
atletico madrid,c,1.05,1.01,1.024,1.02
benfica,c,1.36,1.11,1.2829999999999999,1.2949999999999999
galatasaray,c,4.0,1.95,3.0529999999999999,3.1000000000000001
fc astana,c,26.0,7.65,18.465,17.0
juventus,d,1.22,1.17,1.1919999999999999,1.2
man city,d,1.67,1.24,1.5290000000000001,1.5700000000000001
sevilla,d,2.1,1.67,1.891,1.9099999999999999
monchengladbach,d,9.0,4.8,8.1799999999999997,8.5
barcelona,e,1.04,1.0,1.02,1.02
bayer leverkusen,e,1.91,1.65,1.8028571428571427,1.8300000000000001
roma,e,2.0,1.73,1.8571428571428572,1.8300000000000001
bate borisov,e,51.0,10.0,24.428571428571427,17.0
bayern munich,f,1.05,1.01,1.0278571428571428,1.03
arsenal,f,1.25,1.07,1.1521428571428571,1.1499999999999999
olympiakos,f,7.0,3.75,4.9821428571428568,5.0
din zagreb,f,21.0,8.5,13.535714285714286,13.0
chelsea,g,1.07,1.01,1.0435714285714286,1.05
porto,g,1.36,1.2,1.2592857142857141,1.26
dynamo kiev,g,4.33,2.88,3.4471428571428571,3.5
maccabi tel aviv,g,51.0,9.0,20.214285714285715,13.0
valencia,h,1.3,1.25,1.272142857142857,1.27
zenit,h,1.65,1.44,1.5914285714285714,1.6200000000000001
lyon,h,1.91,1.72,1.7942857142857143,1.8
gent,h,8.0,6.0,6.8571428571428568,6.75
