name,group,max,min,mean,median
psg,a,1.02,1.0,1.0086666666666668,1.01
real madrid,a,1.02,1.0,1.0042857142857142,1.0
malmo ff,a,67.0,11.0,41.666666666666664,51.0
shakhtar donetsk,a,67.0,19.0,45.133333333333333,51.0
man utd,b,1.33,1.2,1.2592857142857141,1.25
wolfsburg,b,1.33,1.2,1.2907142857142857,1.29
cska moscow,b,3.1,2.75,2.9135714285714287,2.8799999999999999
psv,b,5.5,4.0,4.8092857142857142,5.0
atletico madrid,c,1.07,1.02,1.0482352941176472,1.05
benfica,c,1.2,1.07,1.128235294117647,1.1299999999999999
galatasaray,c,4.5,3.25,3.7676470588235293,3.75
fc astana,c,276.0,26.0,93.17647058823529,101.0
juventus,d,1.17,1.07,1.1111111111111112,1.1000000000000001
man city,d,1.2,1.11,1.143888888888889,1.1399999999999999
sevilla,d,3.75,3.25,3.4694444444444446,3.5
monchengladbach,d,17.0,7.0,15.055555555555555,16.0
barcelona,e,1.01,1.0,1.0022222222222221,1.0
bayer leverkusen,e,1.75,1.5,1.6110526315789473,1.6000000000000001
roma,e,2.6,2.15,2.3936842105263154,2.3999999999999999
bate borisov,e,21.0,10.0,13.578947368421053,13.0
bayern munich,f,1.03,1.0,1.01125,1.01
olympiakos,f,1.57,1.44,1.5195000000000001,1.53
arsenal,f,2.75,2.25,2.5225,2.5
din zagreb,f,26.0,12.0,17.5,16.0
porto,g,1.1,1.06,1.0800000000000001,1.0800000000000001
chelsea,g,1.29,1.2,1.2174999999999998,1.2
dynamo kiev,g,2.88,2.5,2.7440000000000002,2.75
maccabi tel aviv,g,176.0,34.0,83.450000000000003,91.0
zenit,h,1.01,1.0,1.0033333333333332,1.0
valencia,h,1.1,1.08,1.0975000000000001,1.1000000000000001
porto,h,1.1,1.1,1.1000000000000001,1.1000000000000001
lyon,h,9.0,6.5,7.1500000000000004,7.0
bate borisov,h,13.0,13.0,13.0,13.0
gent,h,23.0,13.0,17.050000000000001,16.5
shakhtar donetsk,h,26.0,26.0,26.0,26.0
